TIMESTAMP,CFI_OPEN_PRICE_USD,CFI_HIGH_PRICE_USD,CFI_LOW_PRICE_USD,CFI_CLOSE_PRICE_USD,CFI_VOLUME_USD,CFI_DIVIDENDS_USD,CFI_STOCK_SPLITS_USD
2020-11-18 00:00:00+00:00,2.570620059967041,2.828032970428467,2.257033109664917,2.6923630237579346,390248,0.0,0.0
2020-11-19 00:00:00+00:00,2.6926400661468506,2.747159004211426,2.3182899951934814,2.5707080364227295,254104,0.0,0.0
2020-11-20 00:00:00+00:00,2.570736885070801,3.3241400718688965,2.562777042388916,2.8178999423980713,689651,0.0,0.0
2020-11-21 00:00:00+00:00,2.817739963531494,3.7121880054473877,2.6699459552764893,3.424894094467163,729085,0.0,0.0
2020-11-22 00:00:00+00:00,3.424846887588501,4.261406898498535,2.947110891342163,3.7113890647888184,664016,0.0,0.0
2020-11-23 00:00:00+00:00,3.7111918926239014,4.860480785369873,3.197134017944336,4.499956130981445,1048233,0.0,0.0
2020-11-24 00:00:00+00:00,4.4998369216918945,4.7068281173706055,3.592294931411743,3.747145891189575,583721,0.0,0.0
2020-11-25 00:00:00+00:00,3.7471370697021484,5.62907600402832,3.699191093444824,5.115592956542969,1442321,0.0,0.0
2020-11-26 00:00:00+00:00,5.115585803985596,5.689854145050049,4.382393836975098,4.794005870819092,816555,0.0,0.0
2020-11-27 00:00:00+00:00,4.79433012008667,5.2893218994140625,4.1912617683410645,4.511435031890869,1045490,0.0,0.0
2020-11-28 00:00:00+00:00,4.511585235595703,4.572092056274414,3.695059061050415,3.88045597076416,500461,0.0,0.0
2020-11-29 00:00:00+00:00,3.880518913269043,4.249443054199219,3.7244699001312256,4.0687689781188965,292737,0.0,0.0
2020-11-30 00:00:00+00:00,4.0687971115112305,4.959405899047852,4.063930034637451,4.376952171325684,261356,0.0,0.0
2020-12-01 00:00:00+00:00,4.37671422958374,4.387199878692627,3.777559995651245,4.021128177642822,403827,0.0,0.0
2020-12-02 00:00:00+00:00,4.021181106567383,4.083694934844971,3.3714730739593506,3.39432692527771,391129,0.0,0.0
2020-12-03 00:00:00+00:00,3.3942480087280273,3.4469430446624756,3.138392925262451,3.3642420768737793,197890,0.0,0.0
2020-12-04 00:00:00+00:00,3.3642380237579346,3.4161438941955566,2.5037760734558105,2.5047669410705566,460068,0.0,0.0
2020-12-05 00:00:00+00:00,2.5047550201416016,3.038166046142578,2.496711015701294,2.8672499656677246,349822,0.0,0.0
2020-12-06 00:00:00+00:00,2.867208957672119,2.9016940593719482,2.238147020339966,2.702704906463623,414536,0.0,0.0
2020-12-07 00:00:00+00:00,2.7027640342712402,2.703015089035034,2.148350954055786,2.3380300998687744,381328,0.0,0.0
2020-12-08 00:00:00+00:00,2.3379828929901123,2.662672996520996,2.0150609016418457,2.0904839038848877,345894,0.0,0.0
2020-12-09 00:00:00+00:00,2.0904879570007324,2.397736072540283,1.933205008506775,2.328356981277466,371981,0.0,0.0
2020-12-10 00:00:00+00:00,2.3284189701080322,3.203382968902588,2.2865240573883057,2.8700430393218994,678102,0.0,0.0
2020-12-11 00:00:00+00:00,2.8699400424957275,2.8699400424957275,2.1925249099731445,2.5806500911712646,373483,0.0,0.0
2020-12-12 00:00:00+00:00,2.5807130336761475,2.6158759593963623,2.3729898929595947,2.523408889770508,233133,0.0,0.0
2020-12-13 00:00:00+00:00,2.5234739780426025,2.9208691120147705,2.3711628913879395,2.8563458919525146,360624,0.0,0.0
2020-12-14 00:00:00+00:00,2.8563969135284424,3.3992369174957275,2.6432409286499023,3.3957459926605225,411073,0.0,0.0
