,XRP
XEM,0.0016093603086750619
QTUM,0.011647902177131285
ETH,0.014851358658597264
USDT,0.01547174523879272
DOGE,0.017994805458730258
BTC,0.018190221680609634
BTS,0.024959000331542955
LSK,0.035443918493486444
DGB,0.04249285051400175
SC,0.04808619980490125
GNO,0.05865425503153703
KMD,0.07225103288336131
ETC,0.07536624028287967
ARK,0.09329878694715558
MONA,0.10884426490889623
ZEN,0.11757739328392315
DCR,0.12535525996455574
MAID,0.1274686481224865
SYS,0.13178302391525143
RLC,0.16133436043549387
ANT,0.19579171774435816
STEEM,0.28168550722064867
VERI,0.43986408692561985
FIRO,0.4482208378747183
XWC,0.72482789987539
CON,0.7728686348582539
