TIMESTAMP,GROK28387_OPEN_PRICE_USD,GROK28387_HIGH_PRICE_USD,GROK28387_LOW_PRICE_USD,GROK28387_CLOSE_PRICE_USD,GROK28387_VOLUME_USD,GROK28387_DIVIDENDS_USD,GROK28387_STOCK_SPLITS_USD
2023-11-13 00:00:00+00:00,,,,0.0,96303,0.0,0.0
2023-11-14 00:00:00+00:00,,,,0.0,21966,0.0,0.0
2023-11-15 00:00:00+00:00,,,,0.0,35928,0.0,0.0
2023-11-16 00:00:00+00:00,,,,0.0,108390,0.0,0.0
2023-11-17 00:00:00+00:00,,,,0.0,22553,0.0,0.0
2023-11-18 00:00:00+00:00,,,,0.0,12029,0.0,0.0
2023-11-19 00:00:00+00:00,,,,0.0,18973,0.0,0.0
2023-11-20 00:00:00+00:00,,,,0.0,2864,0.0,0.0
2023-11-21 00:00:00+00:00,,,,0.0,4255,0.0,0.0
2023-11-22 00:00:00+00:00,,,,0.0,886,0.0,0.0
2023-11-23 00:00:00+00:00,,,,0.0,2593,0.0,0.0
2023-11-24 00:00:00+00:00,,,,0.0,8527,0.0,0.0
2023-11-25 00:00:00+00:00,,,,0.0,6010,0.0,0.0
2023-11-26 00:00:00+00:00,,,,0.0,32818,0.0,0.0
2023-11-27 00:00:00+00:00,,,,0.0,23965,0.0,0.0
2023-11-28 00:00:00+00:00,,,,0.0,9747,0.0,0.0
2023-11-29 00:00:00+00:00,,,,0.0,13846,0.0,0.0
2023-11-30 00:00:00+00:00,,,,0.0,6401,0.0,0.0
2023-12-01 00:00:00+00:00,,,,0.0,6452,0.0,0.0
2023-12-02 00:00:00+00:00,,,,0.0,4741,0.0,0.0
2023-12-03 00:00:00+00:00,,,,0.0,3531,0.0,0.0
2023-12-04 00:00:00+00:00,,,,0.0,2807,0.0,0.0
2023-12-05 00:00:00+00:00,,,,0.0,11259,0.0,0.0
2023-12-06 00:00:00+00:00,,,,0.0,6000,0.0,0.0
2023-12-07 00:00:00+00:00,,,,0.0,4781,0.0,0.0
2023-12-08 00:00:00+00:00,,,,0.0,24446,0.0,0.0
2023-12-09 00:00:00+00:00,,,,0.0,382055,0.0,0.0
2023-12-10 00:00:00+00:00,,,,0.0,299972,0.0,0.0
2023-12-11 00:00:00+00:00,,,,0.0,105003,0.0,0.0
2023-12-12 00:00:00+00:00,,,,0.0,52661,0.0,0.0
2023-12-13 00:00:00+00:00,,,,0.0,53679,0.0,0.0
2023-12-14 00:00:00+00:00,,,,0.0,42101,0.0,0.0
2023-12-15 00:00:00+00:00,,,,0.0,50933,0.0,0.0
2023-12-16 00:00:00+00:00,,,,0.0,91999,0.0,0.0
2023-12-17 00:00:00+00:00,,,,0.0,171073,0.0,0.0
2023-12-18 00:00:00+00:00,,,,0.0,56084,0.0,0.0
2023-12-19 00:00:00+00:00,,,,0.0,76722,0.0,0.0
2023-12-20 00:00:00+00:00,,,,0.0,51510,0.0,0.0
2023-12-21 00:00:00+00:00,,,,0.0,47498,0.0,0.0
2023-12-22 00:00:00+00:00,,,,0.0,18914,0.0,0.0
2023-12-23 00:00:00+00:00,,,,0.0,10166,0.0,0.0
2023-12-24 00:00:00+00:00,,,,0.0,13784,0.0,0.0
2023-12-25 00:00:00+00:00,,,,0.0,12857,0.0,0.0
2023-12-26 00:00:00+00:00,,,,0.0,864111,0.0,0.0
2023-12-27 00:00:00+00:00,,,,0.0,1117032,0.0,0.0
2023-12-28 00:00:00+00:00,,,,0.0,329586,0.0,0.0
2023-12-29 00:00:00+00:00,,,,0.0,1072925,0.0,0.0
2023-12-30 00:00:00+00:00,,,,0.0,1108648,0.0,0.0
2023-12-31 00:00:00+00:00,,,,0.0,1045058,0.0,0.0
2024-01-01 00:00:00+00:00,,,,0.0,2116325,0.0,0.0
2024-01-02 00:00:00+00:00,,,,0.0,2332563,0.0,0.0
2024-01-03 00:00:00+00:00,,,,0.0,1434457,0.0,0.0
2024-01-04 00:00:00+00:00,,,,0.0,1985246,0.0,0.0
2024-01-05 00:00:00+00:00,,,,0.0,1876197,0.0,0.0
2024-01-06 00:00:00+00:00,,,,0.0,1553721,0.0,0.0
2024-01-07 00:00:00+00:00,,,,0.0,1651034,0.0,0.0
2024-01-08 00:00:00+00:00,,,,0.0,1925177,0.0,0.0
2024-01-09 00:00:00+00:00,,,,0.0,1968951,0.0,0.0
2024-01-10 00:00:00+00:00,,,,0.0,1670140,0.0,0.0
2024-01-11 00:00:00+00:00,,,,0.0,486715,0.0,0.0
2024-01-12 00:00:00+00:00,,,,0.0,310314,0.0,0.0
2024-01-13 00:00:00+00:00,,,,0.0,1539107,0.0,0.0
2024-01-14 00:00:00+00:00,,,,0.0,1582769,0.0,0.0
2024-01-15 00:00:00+00:00,,,,0.0,1377635,0.0,0.0
2024-01-16 00:00:00+00:00,,,,0.0,1409272,0.0,0.0
2024-01-17 00:00:00+00:00,,,,0.0,846288,0.0,0.0
2024-01-18 00:00:00+00:00,,,,0.0,1059981,0.0,0.0
2024-01-19 00:00:00+00:00,,,,0.0,241286,0.0,0.0
2024-01-20 00:00:00+00:00,,,,0.0,118792,0.0,0.0
2024-01-21 00:00:00+00:00,,,,0.0,360831,0.0,0.0
2024-01-22 00:00:00+00:00,,,,0.0,237288,0.0,0.0
2024-01-23 00:00:00+00:00,,,,0.0,616,0.0,0.0
2024-01-24 00:00:00+00:00,,,,0.0,1259,0.0,0.0
2024-01-25 00:00:00+00:00,,,,0.0,232394,0.0,0.0
2024-01-26 00:00:00+00:00,,,,0.0,114588,0.0,0.0
2024-01-27 00:00:00+00:00,,,,0.0,162060,0.0,0.0
2024-01-28 00:00:00+00:00,,,,0.0,15222,0.0,0.0
2024-01-29 00:00:00+00:00,,,,0.0,64904,0.0,0.0
2024-01-30 00:00:00+00:00,,,,0.0,52685,0.0,0.0
2024-01-31 00:00:00+00:00,,,,0.0,51843,0.0,0.0
2024-02-01 00:00:00+00:00,,,,0.0,60457,0.0,0.0
2024-02-02 00:00:00+00:00,,,,0.0,56821,0.0,0.0
2024-02-03 00:00:00+00:00,,,,0.0,55471,0.0,0.0
2024-02-04 00:00:00+00:00,,,,0.0,55390,0.0,0.0
2024-02-05 00:00:00+00:00,,,,0.0,62934,0.0,0.0
