TIMESTAMP,SBTC_OPEN_PRICE_USD,SBTC_HIGH_PRICE_USD,SBTC_LOW_PRICE_USD,SBTC_CLOSE_PRICE_USD,SBTC_VOLUME_USD,SBTC_DIVIDENDS_USD,SBTC_STOCK_SPLITS_USD
2017-12-15 00:00:00+00:00,226.64700317382812,436.1260070800781,203.44200134277344,343.18798828125,11329400,0.0,0.0
2017-12-16 00:00:00+00:00,325.25,337.74700927734375,237.4600067138672,250.21200561523438,3419680,0.0,0.0
2017-12-17 00:00:00+00:00,248.12600708007812,273.0169982910156,230.79299926757812,249.2760009765625,1969230,0.0,0.0
2017-12-18 00:00:00+00:00,247.66000366210938,289.6000061035156,247.44700622558594,276.47198486328125,2179250,0.0,0.0
2017-12-19 00:00:00+00:00,275.87799072265625,307.2070007324219,241.6199951171875,271.7659912109375,3110840,0.0,0.0
2017-12-20 00:00:00+00:00,270.96099853515625,332.37200927734375,228.52699279785156,288.83599853515625,3008290,0.0,0.0
2017-12-21 00:00:00+00:00,289.8739929199219,296.2959899902344,246.5240020751953,254.9340057373047,1408600,0.0,0.0
2017-12-22 00:00:00+00:00,258.4649963378906,260.62701416015625,168.03799438476562,193.33599853515625,1120560,0.0,0.0
2017-12-23 00:00:00+00:00,193.302001953125,242.0970001220703,193.302001953125,211.9010009765625,611490,0.0,0.0
2017-12-24 00:00:00+00:00,211.95399475097656,216.12100219726562,185.51100158691406,204.1280059814453,419379,0.0,0.0
2017-12-25 00:00:00+00:00,205.9080047607422,298.05499267578125,200.2989959716797,257.4259948730469,1907350,0.0,0.0
2017-12-26 00:00:00+00:00,257.3450012207031,362.28399658203125,257.3450012207031,323.72900390625,2957980,0.0,0.0
2017-12-27 00:00:00+00:00,322.98199462890625,345.9020080566406,282.114013671875,298.364013671875,1537400,0.0,0.0
2017-12-28 00:00:00+00:00,297.3169860839844,298.7080078125,244.15699768066406,254.99600219726562,972685,0.0,0.0
2017-12-29 00:00:00+00:00,260.8680114746094,269.99200439453125,234.68600463867188,237.8990020751953,904262,0.0,0.0
2017-12-30 00:00:00+00:00,235.32200622558594,243.10000610351562,180.30099487304688,189.5260009765625,689228,0.0,0.0
2017-12-31 00:00:00+00:00,187.8990020751953,219.73399353027344,183.61700439453125,209.1009979248047,587936,0.0,0.0
2018-01-01 00:00:00+00:00,209.85899353027344,209.85899353027344,164.67599487304688,164.67599487304688,1013170,0.0,0.0
2018-01-02 00:00:00+00:00,162.69000244140625,217.73199462890625,162.69000244140625,201.98300170898438,1702030,0.0,0.0
2018-01-03 00:00:00+00:00,199.3209991455078,202.625,173.93600463867188,175.5919952392578,1278600,0.0,0.0
