TIMESTAMP,MCTP_OPEN_PRICE_USD,MCTP_HIGH_PRICE_USD,MCTP_LOW_PRICE_USD,MCTP_CLOSE_PRICE_USD,MCTP_VOLUME_USD,MCTP_DIVIDENDS_USD,MCTP_STOCK_SPLITS_USD
2024-04-19 00:00:00+00:00,1.0523159503936768,1.0737890005111694,1.0204039812088013,1.0210809707641602,953486,0.0,0.0
2024-04-20 00:00:00+00:00,1.0210809707641602,1.0555540323257446,1.0016920566558838,1.0159889459609985,399799,0.0,0.0
2024-04-21 00:00:00+00:00,1.0152430534362793,1.0424319505691528,1.0002069473266602,1.0263710021972656,385769,0.0,0.0
2024-04-22 00:00:00+00:00,1.0274120569229126,1.0334899425506592,1.0010570287704468,1.0294820070266724,457069,0.0,0.0
2024-04-23 00:00:00+00:00,1.0294820070266724,1.1635220050811768,1.0149569511413574,1.1488169431686401,443765,0.0,0.0
2024-04-24 00:00:00+00:00,1.1397579908370972,1.200361967086792,1.137997031211853,1.1825679540634155,445777,0.0,0.0
2024-04-25 00:00:00+00:00,1.1793979406356812,1.1801470518112183,1.0404160022735596,1.094251036643982,396103,0.0,0.0
2024-04-26 00:00:00+00:00,1.094251036643982,1.1153340339660645,1.05178701877594,1.0740410089492798,265454,0.0,0.0
2024-04-27 00:00:00+00:00,1.0721440315246582,1.0933350324630737,1.049468994140625,1.083372950553894,282197,0.0,0.0
2024-04-28 00:00:00+00:00,1.083372950553894,1.0904409885406494,1.0548490285873413,1.0896140336990356,280015,0.0,0.0
2024-04-29 00:00:00+00:00,1.0896140336990356,1.0896140336990356,1.051800012588501,1.0726150274276733,319110,0.0,0.0
2024-04-30 00:00:00+00:00,1.0726150274276733,1.0729609727859497,0.9994540214538574,1.0104639530181885,469368,0.0,0.0
2024-05-01 00:00:00+00:00,1.0104639530181885,1.0524890422821045,0.9971870183944702,1.0463279485702515,437965,0.0,0.0
