TIMESTAMP,FLIGHT36637_OPEN_PRICE_USD,FLIGHT36637_HIGH_PRICE_USD,FLIGHT36637_LOW_PRICE_USD,FLIGHT36637_CLOSE_PRICE_USD,FLIGHT36637_VOLUME_USD,FLIGHT36637_DIVIDENDS_USD,FLIGHT36637_STOCK_SPLITS_USD
2025-05-28 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,17344,0.0,0.0
2025-05-29 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,13357,0.0,0.0
2025-05-30 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,31516,0.0,0.0
2025-05-31 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,0,0.0,0.0
2025-06-01 00:00:00+00:00,2.3412360405927757e-06,2.3412360405927757e-06,2.240542926301714e-06,2.249588533231872e-06,12437,0.0,0.0
