TIMESTAMP,DOGS32777_OPEN_PRICE_USD,DOGS32777_HIGH_PRICE_USD,DOGS32777_LOW_PRICE_USD,DOGS32777_CLOSE_PRICE_USD,DOGS32777_VOLUME_USD,DOGS32777_DIVIDENDS_USD,DOGS32777_STOCK_SPLITS_USD
2024-08-21 00:00:00+00:00,,,,0.0,463479,0.0,0.0
2024-08-22 00:00:00+00:00,,,,0.0,407307,0.0,0.0
2024-08-23 00:00:00+00:00,,,,0.0,224754,0.0,0.0
2024-08-24 00:00:00+00:00,,,,0.0,424395,0.0,0.0
2024-08-25 00:00:00+00:00,,,,0.0,664386,0.0,0.0
2024-08-26 00:00:00+00:00,,,,0.0,366436,0.0,0.0
2024-08-27 00:00:00+00:00,,,,0.0,105503,0.0,0.0
2024-08-28 00:00:00+00:00,,,,0.0,56449,0.0,0.0
2024-08-29 00:00:00+00:00,,,,0.0,30551,0.0,0.0
2024-08-30 00:00:00+00:00,,,,0.0,25074,0.0,0.0
2024-08-31 00:00:00+00:00,,,,0.0,60596,0.0,0.0
2024-09-01 00:00:00+00:00,,,,0.0,19535,0.0,0.0
2024-09-02 00:00:00+00:00,,,,0.0,15367,0.0,0.0
2024-09-03 00:00:00+00:00,,,,0.0,21169,0.0,0.0
2024-09-04 00:00:00+00:00,,,,0.0,10941,0.0,0.0
2024-09-05 00:00:00+00:00,,,,0.0,12542,0.0,0.0
2024-09-06 00:00:00+00:00,,,,0.0,9348,0.0,0.0
2024-09-07 00:00:00+00:00,,,,0.0,10956,0.0,0.0
2024-09-08 00:00:00+00:00,,,,0.0,16115,0.0,0.0
2024-09-09 00:00:00+00:00,,,,0.0,24405,0.0,0.0
2024-09-10 00:00:00+00:00,,,,0.0,6453,0.0,0.0
2024-09-11 00:00:00+00:00,,,,0.0,7834,0.0,0.0
2024-09-12 00:00:00+00:00,,,,0.0,4292,0.0,0.0
2024-09-13 00:00:00+00:00,,,,0.0,4379,0.0,0.0
2024-09-14 00:00:00+00:00,,,,0.0,3101,0.0,0.0
2024-09-15 00:00:00+00:00,,,,0.0,1908,0.0,0.0
2024-09-16 00:00:00+00:00,,,,0.0,2557,0.0,0.0
2024-09-17 00:00:00+00:00,,,,0.0,1713,0.0,0.0
2024-09-18 00:00:00+00:00,,,,0.0,4381,0.0,0.0
2024-09-19 00:00:00+00:00,,,,0.0,3253,0.0,0.0
2024-09-20 00:00:00+00:00,,,,0.0,4628,0.0,0.0
2024-09-21 00:00:00+00:00,,,,0.0,8878,0.0,0.0
2024-09-22 00:00:00+00:00,,,,0.0,13713,0.0,0.0
2024-09-23 00:00:00+00:00,,,,0.0,6358,0.0,0.0
2024-09-24 00:00:00+00:00,,,,0.0,2671,0.0,0.0
2024-09-25 00:00:00+00:00,,,,0.0,3834,0.0,0.0
2024-09-26 00:00:00+00:00,,,,0.0,1953,0.0,0.0
2024-09-27 00:00:00+00:00,,,,0.0,1347,0.0,0.0
2024-09-28 00:00:00+00:00,,,,0.0,2683,0.0,0.0
2024-09-29 00:00:00+00:00,,,,0.0,3301,0.0,0.0
2024-09-30 00:00:00+00:00,,,,0.0,749,0.0,0.0
2024-10-01 00:00:00+00:00,,,,0.0,3224,0.0,0.0
2024-10-02 00:00:00+00:00,,,,0.0,3201,0.0,0.0
2024-10-03 00:00:00+00:00,,,,0.0,1485,0.0,0.0
2024-10-04 00:00:00+00:00,,,,0.0,992,0.0,0.0
2024-10-05 00:00:00+00:00,,,,0.0,662,0.0,0.0
2024-10-06 00:00:00+00:00,,,,0.0,2915,0.0,0.0
2024-10-07 00:00:00+00:00,,,,0.0,559,0.0,0.0
2024-10-08 00:00:00+00:00,,,,0.0,437,0.0,0.0
2024-10-09 00:00:00+00:00,,,,0.0,281,0.0,0.0
2024-10-10 00:00:00+00:00,,,,0.0,710,0.0,0.0
2024-10-11 00:00:00+00:00,,,,0.0,2057,0.0,0.0
2024-10-12 00:00:00+00:00,,,,0.0,1354,0.0,0.0
2024-10-13 00:00:00+00:00,,,,0.0,683,0.0,0.0
2024-10-14 00:00:00+00:00,,,,0.0,544,0.0,0.0
2024-10-15 00:00:00+00:00,,,,0.0,1375,0.0,0.0
2024-10-16 00:00:00+00:00,,,,0.0,1234,0.0,0.0
2024-10-17 00:00:00+00:00,,,,0.0,250,0.0,0.0
2024-10-18 00:00:00+00:00,,,,0.0,425,0.0,0.0
2024-10-19 00:00:00+00:00,,,,0.0,745,0.0,0.0
2024-10-20 00:00:00+00:00,,,,0.0,209,0.0,0.0
2024-10-21 00:00:00+00:00,,,,0.0,608,0.0,0.0
2024-10-22 00:00:00+00:00,,,,0.0,899,0.0,0.0
2024-10-23 00:00:00+00:00,,,,0.0,118,0.0,0.0
2024-10-24 00:00:00+00:00,,,,0.0,837,0.0,0.0
2024-10-25 00:00:00+00:00,,,,0.0,1154,0.0,0.0
2024-10-26 00:00:00+00:00,,,,0.0,120,0.0,0.0
2024-10-27 00:00:00+00:00,,,,0.0,268,0.0,0.0
