TIMESTAMP,BALPHA_OPEN_PRICE_USD,BALPHA_HIGH_PRICE_USD,BALPHA_LOW_PRICE_USD,BALPHA_CLOSE_PRICE_USD,BALPHA_VOLUME_USD,BALPHA_DIVIDENDS_USD,BALPHA_STOCK_SPLITS_USD
2021-03-07 00:00:00+00:00,23967.65625,36599.74609375,12182.611328125,14781.0205078125,80407733,0.0,0.0
2021-03-08 00:00:00+00:00,14780.322265625,14884.3916015625,5085.220703125,5144.2255859375,17296407,0.0,0.0
2021-03-09 00:00:00+00:00,5144.57421875,5212.337890625,3726.530517578125,4959.86279296875,6302451,0.0,0.0
2021-03-10 00:00:00+00:00,4959.94677734375,4959.94677734375,3500.60498046875,3510.721923828125,4135380,0.0,0.0
2021-03-11 00:00:00+00:00,3510.73193359375,3511.142578125,2365.108154296875,3078.68701171875,4662772,0.0,0.0
2021-03-12 00:00:00+00:00,3078.729736328125,4229.67041015625,2582.44091796875,2750.804443359375,8072972,0.0,0.0
2021-03-13 00:00:00+00:00,2750.760498046875,3361.07568359375,2649.45751953125,3349.271240234375,5145906,0.0,0.0
2021-03-14 00:00:00+00:00,3349.311279296875,3358.220947265625,2563.266357421875,2821.123046875,3280085,0.0,0.0
2021-03-15 00:00:00+00:00,2821.111083984375,2821.111083984375,1717.9639892578125,1757.0657958984375,3443924,0.0,0.0
2021-03-16 00:00:00+00:00,1757.0362548828125,1787.8302001953125,1412.040283203125,1430.0523681640625,1397397,0.0,0.0
2021-03-17 00:00:00+00:00,1430.0648193359375,1551.144287109375,1350.1160888671875,1545.18408203125,1358584,0.0,0.0
2021-03-18 00:00:00+00:00,1545.4970703125,1578.309326171875,1328.115234375,1339.4559326171875,612449,0.0,0.0
2021-03-19 00:00:00+00:00,1339.631103515625,1362.798095703125,1303.9951171875,1342.0770263671875,1313862,0.0,0.0
2021-03-20 00:00:00+00:00,1342.64404296875,1354.9375,1203.9398193359375,1205.38037109375,1174698,0.0,0.0
2021-03-21 00:00:00+00:00,1204.0123291015625,1209.190185546875,1110.507568359375,1110.507568359375,818373,0.0,0.0
2021-03-22 00:00:00+00:00,1112.3531494140625,1113.1995849609375,960.3907470703125,975.1864624023438,1157224,0.0,0.0
2021-03-23 00:00:00+00:00,975.0560913085938,986.252685546875,885.6221313476562,902.3405151367188,1017095,0.0,0.0
2021-03-24 00:00:00+00:00,902.17138671875,921.3120727539062,798.7988891601562,808.9304809570312,869576,0.0,0.0
2021-03-25 00:00:00+00:00,808.4061279296875,859.526123046875,795.188720703125,815.4396362304688,935739,0.0,0.0
2021-03-26 00:00:00+00:00,815.2841186523438,1002.4793701171875,815.2841186523438,1002.4793701171875,1352703,0.0,0.0
2021-03-27 00:00:00+00:00,1001.873291015625,1602.36474609375,997.821533203125,1568.8128662109375,4260740,0.0,0.0
2021-03-28 00:00:00+00:00,1568.8511962890625,1571.999755859375,1380.5223388671875,1392.051513671875,1495618,0.0,0.0
2021-03-29 00:00:00+00:00,1392.0682373046875,1568.3236083984375,1389.42236328125,1465.7440185546875,1934752,0.0,0.0
2021-03-30 00:00:00+00:00,1465.8018798828125,1495.3153076171875,1414.4827880859375,1459.2237548828125,1436553,0.0,0.0
2021-03-31 00:00:00+00:00,1459.0703125,1487.1767578125,1365.1549072265625,1430.2752685546875,977190,0.0,0.0
2021-04-01 00:00:00+00:00,1428.8046875,1472.12548828125,1339.8380126953125,1380.630859375,1226831,0.0,0.0
2021-04-02 00:00:00+00:00,1382.6771240234375,1565.478515625,1336.6983642578125,1555.05908203125,1606365,0.0,0.0
2021-04-03 00:00:00+00:00,1557.386474609375,1563.6131591796875,1332.4058837890625,1334.3057861328125,1068114,0.0,0.0
2021-04-04 00:00:00+00:00,1331.8685302734375,1342.0743408203125,1043.3868408203125,1172.6798095703125,4320044,0.0,0.0
2021-04-05 00:00:00+00:00,1171.87255859375,1183.4498291015625,1089.7252197265625,1157.389892578125,977391,0.0,0.0
2021-04-06 00:00:00+00:00,1157.853271484375,1197.380126953125,1142.496826171875,1153.2259521484375,975531,0.0,0.0
2021-04-07 00:00:00+00:00,1153.2774658203125,1160.693603515625,946.108642578125,958.2863159179688,1314556,0.0,0.0
2021-04-08 00:00:00+00:00,956.2609252929688,1003.9237060546875,946.8165283203125,987.4963989257812,945255,0.0,0.0
2021-04-09 00:00:00+00:00,987.4207153320312,993.0647583007812,874.1988525390625,878.8057250976562,1177077,0.0,0.0
2021-04-10 00:00:00+00:00,878.8897094726562,928.2801513671875,840.9678344726562,897.7454833984375,1093192,0.0,0.0
2021-04-11 00:00:00+00:00,897.8182373046875,909.5839233398438,826.6614379882812,842.1012573242188,939054,0.0,0.0
2021-04-12 00:00:00+00:00,841.9771728515625,851.8511962890625,790.517578125,799.848388671875,823075,0.0,0.0
2021-04-13 00:00:00+00:00,799.9417114257812,820.8209838867188,742.0608520507812,747.95068359375,912765,0.0,0.0
2021-04-14 00:00:00+00:00,747.9495849609375,796.9675903320312,744.8641357421875,792.2921752929688,649187,0.0,0.0
2021-04-15 00:00:00+00:00,792.3482666015625,871.25732421875,792.3482666015625,850.7847290039062,915566,0.0,0.0
2021-04-16 00:00:00+00:00,850.3673095703125,861.58447265625,771.1653442382812,795.0250854492188,866229,0.0,0.0
2021-04-17 00:00:00+00:00,795.0726928710938,815.1793823242188,727.060791015625,730.7666015625,873979,0.0,0.0
2021-04-18 00:00:00+00:00,730.5950927734375,733.818359375,632.662109375,691.2059936523438,804516,0.0,0.0
2021-04-19 00:00:00+00:00,691.4185180664062,704.5787963867188,644.8179321289062,669.7250366210938,542851,0.0,0.0
2021-04-20 00:00:00+00:00,669.8887939453125,756.9337158203125,629.8761596679688,746.10107421875,1023497,0.0,0.0
2021-04-21 00:00:00+00:00,746.9998779296875,771.8382568359375,706.6278686523438,734.4928588867188,829129,0.0,0.0
2021-04-22 00:00:00+00:00,734.723876953125,811.4144287109375,683.9835205078125,704.17578125,739750,0.0,0.0
2021-04-23 00:00:00+00:00,704.2252807617188,717.1254272460938,588.2213745117188,648.43115234375,865403,0.0,0.0
2021-04-24 00:00:00+00:00,648.4956665039062,648.4956665039062,589.939697265625,595.0763549804688,646807,0.0,0.0
2021-04-25 00:00:00+00:00,595.064697265625,606.0957641601562,555.585693359375,585.9991455078125,694610,0.0,0.0
2021-04-26 00:00:00+00:00,585.91064453125,639.4276123046875,557.6141357421875,587.3010864257812,846347,0.0,0.0
2021-04-27 00:00:00+00:00,587.3277587890625,638.14892578125,575.1797485351562,628.7901000976562,792670,0.0,0.0
