TIMESTAMP,PIF28892_OPEN_PRICE_USD,PIF28892_HIGH_PRICE_USD,PIF28892_LOW_PRICE_USD,PIF28892_CLOSE_PRICE_USD,PIF28892_VOLUME_USD,PIF28892_DIVIDENDS_USD,PIF28892_STOCK_SPLITS_USD
2024-02-27 00:00:00+00:00,1.9999999949504854e-06,3.999999989900971e-06,1.9999999949504854e-06,3.000000106112566e-06,44928,0.0,0.0
2024-02-28 00:00:00+00:00,3.000000106112566e-06,4.999999873689376e-06,1.9999999949504854e-06,3.999999989900971e-06,94542,0.0,0.0
2024-02-29 00:00:00+00:00,3.999999989900971e-06,6.000000212225132e-06,3.000000106112566e-06,6.000000212225132e-06,104792,0.0,0.0
2024-03-01 00:00:00+00:00,6.000000212225132e-06,7.000000186963007e-05,6.000000212225132e-06,5.999999848427251e-05,4288203,0.0,0.0
2024-03-02 00:00:00+00:00,6.0999998822808266e-05,7.699999696342275e-05,2.2000000171829015e-05,4.099999932805076e-05,3729568,0.0,0.0
2024-03-03 00:00:00+00:00,4.199999966658652e-05,5.999999848427251e-05,2.8000000384054147e-05,3.199999991920777e-05,1861789,0.0,0.0
2024-03-04 00:00:00+00:00,3.199999991920777e-05,6.399999983841553e-05,2.300000051036477e-05,4.70000013592653e-05,1669121,0.0,0.0
2024-03-05 00:00:00+00:00,4.70000013592653e-05,4.70000013592653e-05,2.4000000848900527e-05,3.099999958067201e-05,950271,0.0,0.0
2024-03-06 00:00:00+00:00,3.099999958067201e-05,7.200000254670158e-05,2.099999983329326e-05,4.400000034365803e-05,1953818,0.0,0.0
2024-03-07 00:00:00+00:00,4.400000034365803e-05,7.200000254670158e-05,3.5000000934815034e-05,3.5000000934815034e-05,1292799,0.0,0.0
2024-03-08 00:00:00+00:00,3.5000000934815034e-05,4.8000001697801054e-05,3.199999991920777e-05,3.899999865097925e-05,556305,0.0,0.0
2024-03-09 00:00:00+00:00,3.899999865097925e-05,4.3000000005122274e-05,1.9999999494757503e-05,2.5999999706982635e-05,497843,0.0,0.0
2024-03-10 00:00:00+00:00,2.5999999706982635e-05,2.8000000384054147e-05,1.8000000636675395e-05,1.8999999156221747e-05,529967,0.0,0.0
2024-03-11 00:00:00+00:00,1.8999999156221747e-05,2.9999999242136255e-05,1.5999999959603883e-05,2.2000000171829015e-05,588035,0.0,0.0
2024-03-12 00:00:00+00:00,2.2000000171829015e-05,2.700000004551839e-05,1.700000029813964e-05,1.9999999494757503e-05,346107,0.0,0.0
2024-03-13 00:00:00+00:00,1.9999999494757503e-05,3.9999998989515007e-05,1.8000000636675395e-05,2.9000000722589903e-05,691385,0.0,0.0
2024-03-14 00:00:00+00:00,2.9000000722589903e-05,3.9999998989515007e-05,2.2000000171829015e-05,2.4000000848900527e-05,639136,0.0,0.0
2024-03-15 00:00:00+00:00,2.4000000848900527e-05,2.700000004551839e-05,1.700000029813964e-05,1.8999999156221747e-05,438088,0.0,0.0
2024-03-16 00:00:00+00:00,1.8999999156221747e-05,2.099999983329326e-05,1.1000000085914508e-05,1.2999999853491317e-05,263900,0.0,0.0
2024-03-17 00:00:00+00:00,1.2999999853491317e-05,2.4000000848900527e-05,1.2999999853491317e-05,1.700000029813964e-05,274107,0.0,0.0
2024-03-18 00:00:00+00:00,1.9999999494757503e-05,1.9999999494757503e-05,1.2999999853491317e-05,1.4000000192027073e-05,171568,0.0,0.0
2024-03-19 00:00:00+00:00,1.4000000192027073e-05,1.4000000192027073e-05,9.000000318337698e-06,9.999999747378752e-06,99792,0.0,0.0
2024-03-20 00:00:00+00:00,9.999999747378752e-06,1.700000029813964e-05,9.999999747378752e-06,1.4999999621068127e-05,195157,0.0,0.0
2024-03-21 00:00:00+00:00,1.4999999621068127e-05,1.8999999156221747e-05,1.2000000424450263e-05,1.4000000192027073e-05,105016,0.0,0.0
2024-03-22 00:00:00+00:00,1.4000000192027073e-05,1.4000000192027073e-05,9.999999747378752e-06,1.1000000085914508e-05,85486,0.0,0.0
2024-03-23 00:00:00+00:00,1.1000000085914508e-05,1.8000000636675395e-05,1.1000000085914508e-05,1.4000000192027073e-05,128533,0.0,0.0
2024-03-24 00:00:00+00:00,1.4000000192027073e-05,1.4000000192027073e-05,1.1000000085914508e-05,1.2999999853491317e-05,114480,0.0,0.0
2024-03-25 00:00:00+00:00,1.2999999853491317e-05,1.4999999621068127e-05,1.2999999853491317e-05,1.2999999853491317e-05,50033,0.0,0.0
2024-03-26 00:00:00+00:00,1.2999999853491317e-05,1.4999999621068127e-05,1.2000000424450263e-05,1.2999999853491317e-05,78832,0.0,0.0
2024-03-27 00:00:00+00:00,1.2999999853491317e-05,1.2999999853491317e-05,9.999999747378752e-06,9.999999747378752e-06,113022,0.0,0.0
2024-03-28 00:00:00+00:00,9.999999747378752e-06,9.999999747378752e-06,7.000000096013537e-06,9.000000318337698e-06,137726,0.0,0.0
2024-03-29 00:00:00+00:00,9.000000318337698e-06,1.8999999156221747e-05,9.000000318337698e-06,1.4999999621068127e-05,565767,0.0,0.0
2024-03-30 00:00:00+00:00,1.4999999621068127e-05,1.700000029813964e-05,1.1000000085914508e-05,1.1000000085914508e-05,120274,0.0,0.0
2024-03-31 00:00:00+00:00,1.1000000085914508e-05,1.2000000424450263e-05,9.999999747378752e-06,1.2000000424450263e-05,74317,0.0,0.0
2024-04-01 00:00:00+00:00,1.2000000424450263e-05,1.2000000424450263e-05,9.999999747378752e-06,1.1000000085914508e-05,43243,0.0,0.0
2024-04-02 00:00:00+00:00,1.1000000085914508e-05,1.1000000085914508e-05,7.999999979801942e-06,7.999999979801942e-06,61391,0.0,0.0
2024-04-03 00:00:00+00:00,7.999999979801942e-06,9.000000318337698e-06,7.999999979801942e-06,7.999999979801942e-06,34910,0.0,0.0
2024-04-04 00:00:00+00:00,7.999999979801942e-06,1.1000000085914508e-05,7.999999979801942e-06,7.999999979801942e-06,59625,0.0,0.0
2024-04-05 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.000000096013537e-06,7.000000096013537e-06,39235,0.0,0.0
2024-04-06 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,4.999999873689376e-06,4.999999873689376e-06,53393,0.0,0.0
2024-04-07 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,4.999999873689376e-06,6.000000212225132e-06,53406,0.0,0.0
2024-04-08 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,4.999999873689376e-06,6.000000212225132e-06,21037,0.0,0.0
2024-04-09 00:00:00+00:00,6.000000212225132e-06,7.000000096013537e-06,6.000000212225132e-06,6.000000212225132e-06,44317,0.0,0.0
2024-04-10 00:00:00+00:00,6.000000212225132e-06,7.000000096013537e-06,6.000000212225132e-06,6.000000212225132e-06,53982,0.0,0.0
2024-04-11 00:00:00+00:00,6.000000212225132e-06,1.2000000424450263e-05,6.000000212225132e-06,7.999999979801942e-06,168451,0.0,0.0
2024-04-12 00:00:00+00:00,7.999999979801942e-06,2.700000004551839e-05,7.999999979801942e-06,1.2000000424450263e-05,804031,0.0,0.0
2024-04-13 00:00:00+00:00,1.2000000424450263e-05,1.8000000636675395e-05,7.999999979801942e-06,1.1000000085914508e-05,276163,0.0,0.0
2024-04-14 00:00:00+00:00,1.1000000085914508e-05,1.2000000424450263e-05,9.000000318337698e-06,1.1000000085914508e-05,73780,0.0,0.0
2024-04-15 00:00:00+00:00,1.1000000085914508e-05,1.1000000085914508e-05,9.999999747378752e-06,9.999999747378752e-06,54446,0.0,0.0
2024-04-16 00:00:00+00:00,9.999999747378752e-06,9.999999747378752e-06,7.999999979801942e-06,9.000000318337698e-06,62441,0.0,0.0
2024-04-17 00:00:00+00:00,9.000000318337698e-06,9.999999747378752e-06,7.999999979801942e-06,9.000000318337698e-06,48762,0.0,0.0
2024-04-18 00:00:00+00:00,9.000000318337698e-06,1.700000029813964e-05,9.000000318337698e-06,1.700000029813964e-05,143606,0.0,0.0
2024-04-19 00:00:00+00:00,1.700000029813964e-05,1.8000000636675395e-05,1.2000000424450263e-05,1.4000000192027073e-05,212262,0.0,0.0
2024-04-20 00:00:00+00:00,1.4000000192027073e-05,1.5999999959603883e-05,1.2999999853491317e-05,1.5999999959603883e-05,81939,0.0,0.0
2024-04-21 00:00:00+00:00,1.5999999959603883e-05,1.5999999959603883e-05,1.4000000192027073e-05,1.4000000192027073e-05,40686,0.0,0.0
2024-04-22 00:00:00+00:00,1.4000000192027073e-05,1.8999999156221747e-05,1.2000000424450263e-05,1.8000000636675395e-05,117344,0.0,0.0
2024-04-23 00:00:00+00:00,1.8000000636675395e-05,2.499999936844688e-05,1.2999999853491317e-05,1.8000000636675395e-05,334304,0.0,0.0
2024-04-24 00:00:00+00:00,1.8000000636675395e-05,1.8999999156221747e-05,1.5999999959603883e-05,1.5999999959603883e-05,74981,0.0,0.0
2024-04-25 00:00:00+00:00,1.5999999959603883e-05,1.700000029813964e-05,1.5999999959603883e-05,1.700000029813964e-05,30513,0.0,0.0
2024-04-26 00:00:00+00:00,1.700000029813964e-05,1.9999999494757503e-05,1.5999999959603883e-05,1.8000000636675395e-05,51197,0.0,0.0
2024-04-27 00:00:00+00:00,1.8000000636675395e-05,1.8000000636675395e-05,1.4999999621068127e-05,1.8000000636675395e-05,61558,0.0,0.0
2024-04-28 00:00:00+00:00,1.8000000636675395e-05,1.8999999156221747e-05,1.700000029813964e-05,1.700000029813964e-05,32604,0.0,0.0
2024-04-29 00:00:00+00:00,1.700000029813964e-05,1.8000000636675395e-05,1.4000000192027073e-05,1.4000000192027073e-05,41719,0.0,0.0
2024-04-30 00:00:00+00:00,1.4000000192027073e-05,1.4000000192027073e-05,1.2000000424450263e-05,1.2999999853491317e-05,52445,0.0,0.0
2024-05-01 00:00:00+00:00,1.2999999853491317e-05,1.4999999621068127e-05,1.2000000424450263e-05,1.4000000192027073e-05,56156,0.0,0.0
2024-05-02 00:00:00+00:00,1.4000000192027073e-05,1.4999999621068127e-05,1.4000000192027073e-05,1.4000000192027073e-05,24467,0.0,0.0
2024-05-03 00:00:00+00:00,1.4000000192027073e-05,1.4999999621068127e-05,1.2999999853491317e-05,1.4000000192027073e-05,40396,0.0,0.0
2024-05-04 00:00:00+00:00,1.4000000192027073e-05,1.4999999621068127e-05,1.4000000192027073e-05,1.4000000192027073e-05,20839,0.0,0.0
2024-05-05 00:00:00+00:00,1.4000000192027073e-05,1.5999999959603883e-05,1.4000000192027073e-05,1.5999999959603883e-05,29316,0.0,0.0
2024-05-06 00:00:00+00:00,1.5999999959603883e-05,1.700000029813964e-05,1.5999999959603883e-05,1.5999999959603883e-05,61510,0.0,0.0
2024-05-07 00:00:00+00:00,1.5999999959603883e-05,1.700000029813964e-05,1.5999999959603883e-05,1.5999999959603883e-05,70102,0.0,0.0
2024-05-08 00:00:00+00:00,1.5999999959603883e-05,1.5999999959603883e-05,1.4999999621068127e-05,1.4999999621068127e-05,56571,0.0,0.0
2024-05-09 00:00:00+00:00,1.4999999621068127e-05,1.4999999621068127e-05,1.4000000192027073e-05,1.4999999621068127e-05,43395,0.0,0.0
2024-05-10 00:00:00+00:00,1.4999999621068127e-05,1.5999999959603883e-05,1.4000000192027073e-05,1.4000000192027073e-05,47354,0.0,0.0
2024-05-11 00:00:00+00:00,1.4000000192027073e-05,1.4999999621068127e-05,1.4000000192027073e-05,1.4999999621068127e-05,14375,0.0,0.0
2024-05-12 00:00:00+00:00,1.4999999621068127e-05,1.4999999621068127e-05,1.4000000192027073e-05,1.4000000192027073e-05,21077,0.0,0.0
2024-05-13 00:00:00+00:00,1.4000000192027073e-05,1.5999999959603883e-05,1.4000000192027073e-05,1.4000000192027073e-05,81766,0.0,0.0
2024-05-14 00:00:00+00:00,1.4000000192027073e-05,1.4000000192027073e-05,1.2999999853491317e-05,1.2999999853491317e-05,21825,0.0,0.0
2024-05-15 00:00:00+00:00,1.2999999853491317e-05,1.4999999621068127e-05,1.2999999853491317e-05,1.4999999621068127e-05,35293,0.0,0.0
2024-05-16 00:00:00+00:00,1.4999999621068127e-05,1.5999999959603883e-05,1.4000000192027073e-05,1.4999999621068127e-05,49155,0.0,0.0
2024-05-17 00:00:00+00:00,1.4999999621068127e-05,1.4999999621068127e-05,1.4999999621068127e-05,1.4999999621068127e-05,23087,0.0,0.0
2024-05-18 00:00:00+00:00,1.4999999621068127e-05,1.5999999959603883e-05,1.4999999621068127e-05,1.5999999959603883e-05,25896,0.0,0.0
2024-05-19 00:00:00+00:00,1.5999999959603883e-05,1.700000029813964e-05,1.4000000192027073e-05,1.4000000192027073e-05,24569,0.0,0.0
2024-05-20 00:00:00+00:00,1.4000000192027073e-05,1.5999999959603883e-05,1.4000000192027073e-05,1.5999999959603883e-05,22129,0.0,0.0
2024-05-21 00:00:00+00:00,1.5999999959603883e-05,1.700000029813964e-05,1.4999999621068127e-05,1.700000029813964e-05,35590,0.0,0.0
2024-05-22 00:00:00+00:00,1.700000029813964e-05,1.8000000636675395e-05,1.700000029813964e-05,1.8000000636675395e-05,63501,0.0,0.0
2024-05-23 00:00:00+00:00,1.8000000636675395e-05,1.8999999156221747e-05,1.700000029813964e-05,1.700000029813964e-05,34548,0.0,0.0
2024-05-24 00:00:00+00:00,1.700000029813964e-05,1.700000029813964e-05,1.5999999959603883e-05,1.5999999959603883e-05,11679,0.0,0.0
2024-05-25 00:00:00+00:00,1.5999999959603883e-05,1.8999999156221747e-05,1.5999999959603883e-05,1.8999999156221747e-05,46591,0.0,0.0
2024-05-26 00:00:00+00:00,1.8999999156221747e-05,1.8999999156221747e-05,1.8000000636675395e-05,1.8000000636675395e-05,37945,0.0,0.0
2024-05-27 00:00:00+00:00,1.8000000636675395e-05,1.9999999494757503e-05,1.8000000636675395e-05,1.8999999156221747e-05,25283,0.0,0.0
2024-05-28 00:00:00+00:00,1.8999999156221747e-05,1.8999999156221747e-05,1.8000000636675395e-05,1.8000000636675395e-05,30667,0.0,0.0
2024-05-29 00:00:00+00:00,1.8000000636675395e-05,1.8000000636675395e-05,1.8000000636675395e-05,1.8000000636675395e-05,14907,0.0,0.0
2024-05-30 00:00:00+00:00,1.8000000636675395e-05,1.8000000636675395e-05,1.4000000192027073e-05,1.5999999959603883e-05,69672,0.0,0.0
2024-05-31 00:00:00+00:00,1.5999999959603883e-05,1.8999999156221747e-05,1.5999999959603883e-05,1.8000000636675395e-05,41476,0.0,0.0
2024-06-01 00:00:00+00:00,1.8000000636675395e-05,1.8999999156221747e-05,1.700000029813964e-05,1.700000029813964e-05,35819,0.0,0.0
2024-06-02 00:00:00+00:00,1.700000029813964e-05,1.8000000636675395e-05,1.5999999959603883e-05,1.700000029813964e-05,58725,0.0,0.0
2024-06-03 00:00:00+00:00,1.700000029813964e-05,1.8999999156221747e-05,1.700000029813964e-05,1.8000000636675395e-05,30051,0.0,0.0
2024-06-04 00:00:00+00:00,1.8000000636675395e-05,1.8999999156221747e-05,1.8000000636675395e-05,1.8000000636675395e-05,24368,0.0,0.0
2024-06-05 00:00:00+00:00,1.8000000636675395e-05,1.9999999494757503e-05,1.8000000636675395e-05,1.8999999156221747e-05,38538,0.0,0.0
2024-06-06 00:00:00+00:00,1.8999999156221747e-05,1.8999999156221747e-05,1.8000000636675395e-05,1.8000000636675395e-05,21919,0.0,0.0
2024-06-07 00:00:00+00:00,1.8000000636675395e-05,1.8000000636675395e-05,1.2999999853491317e-05,1.4000000192027073e-05,62225,0.0,0.0
2024-06-08 00:00:00+00:00,1.4000000192027073e-05,1.4000000192027073e-05,1.2000000424450263e-05,1.2000000424450263e-05,32784,0.0,0.0
2024-06-09 00:00:00+00:00,1.2000000424450263e-05,1.4000000192027073e-05,1.2000000424450263e-05,1.2999999853491317e-05,22000,0.0,0.0
2024-06-10 00:00:00+00:00,1.2999999853491317e-05,1.4000000192027073e-05,1.2999999853491317e-05,1.2999999853491317e-05,36152,0.0,0.0
2024-06-11 00:00:00+00:00,1.2999999853491317e-05,1.2999999853491317e-05,1.2000000424450263e-05,1.2000000424450263e-05,12173,0.0,0.0
2024-06-12 00:00:00+00:00,1.2000000424450263e-05,1.2000000424450263e-05,9.999999747378752e-06,1.1000000085914508e-05,43142,0.0,0.0
2024-06-13 00:00:00+00:00,1.1000000085914508e-05,1.1000000085914508e-05,9.999999747378752e-06,9.999999747378752e-06,8398,0.0,0.0
2024-06-14 00:00:00+00:00,9.999999747378752e-06,9.999999747378752e-06,9.000000318337698e-06,9.000000318337698e-06,16835,0.0,0.0
2024-06-15 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,7.999999979801942e-06,9.000000318337698e-06,12311,0.0,0.0
2024-06-16 00:00:00+00:00,9.000000318337698e-06,9.999999747378752e-06,9.000000318337698e-06,9.999999747378752e-06,12665,0.0,0.0
2024-06-17 00:00:00+00:00,9.999999747378752e-06,9.999999747378752e-06,9.000000318337698e-06,9.000000318337698e-06,11021,0.0,0.0
2024-06-18 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,7.000000096013537e-06,7.000000096013537e-06,20390,0.0,0.0
2024-06-19 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,7.000000096013537e-06,7.999999979801942e-06,29679,0.0,0.0
2024-06-20 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.000000096013537e-06,7.000000096013537e-06,15444,0.0,0.0
2024-06-21 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,12626,0.0,0.0
2024-06-22 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,7.000000096013537e-06,7.999999979801942e-06,14455,0.0,0.0
2024-06-23 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.000000096013537e-06,7.000000096013537e-06,11944,0.0,0.0
2024-06-24 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,7.000000096013537e-06,7.000000096013537e-06,15929,0.0,0.0
2024-06-25 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,7.000000096013537e-06,7.999999979801942e-06,11515,0.0,0.0
2024-06-26 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,9999,0.0,0.0
2024-06-27 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.000000096013537e-06,7.999999979801942e-06,13829,0.0,0.0
2024-06-28 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.000000096013537e-06,7.000000096013537e-06,8636,0.0,0.0
2024-06-29 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,7.000000096013537e-06,7.000000096013537e-06,8271,0.0,0.0
2024-06-30 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,6483,0.0,0.0
2024-07-01 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,1366,0.0,0.0
2024-07-02 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,5764,0.0,0.0
2024-07-03 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,6.000000212225132e-06,7.000000096013537e-06,5982,0.0,0.0
