TIMESTAMP,HOUND_OPEN_PRICE_USD,HOUND_HIGH_PRICE_USD,HOUND_LOW_PRICE_USD,HOUND_CLOSE_PRICE_USD,HOUND_VOLUME_USD,HOUND_DIVIDENDS_USD,HOUND_STOCK_SPLITS_USD
2025-04-04 00:00:00+00:00,5.999999848427251e-05,6.199999916134402e-05,5.8000001445179805e-05,5.8000001445179805e-05,0,0.0,0.0
2025-04-05 00:00:00+00:00,5.8000001445179805e-05,5.8000001445179805e-05,5.500000042957254e-05,5.500000042957254e-05,0,0.0,0.0
2025-04-06 00:00:00+00:00,5.500000042957254e-05,5.500000042957254e-05,4.600000102072954e-05,4.600000102072954e-05,0,0.0,0.0
2025-04-07 00:00:00+00:00,4.600000102072954e-05,4.70000013592653e-05,4.199999966658652e-05,4.5000000682193786e-05,0,0.0,0.0
2025-04-08 00:00:00+00:00,4.5000000682193786e-05,4.600000102072954e-05,4.199999966658652e-05,4.199999966658652e-05,0,0.0,0.0
2025-04-09 00:00:00+00:00,4.199999966658652e-05,4.3000000005122274e-05,3.899999865097925e-05,4.199999966658652e-05,0,0.0,0.0
2025-04-10 00:00:00+00:00,4.199999966658652e-05,4.199999966658652e-05,3.899999865097925e-05,4.099999932805076e-05,0,0.0,0.0
2025-04-11 00:00:00+00:00,4.099999932805076e-05,5.0999999075429514e-05,4.099999932805076e-05,4.8000001697801054e-05,0,0.0,0.0
2025-04-12 00:00:00+00:00,4.8000001697801054e-05,5.500000042957254e-05,4.8000001697801054e-05,5.500000042957254e-05,29,0.0,0.0
2025-04-13 00:00:00+00:00,5.500000042957254e-05,5.700000110664405e-05,4.8999998398358e-05,4.8999998398358e-05,79,0.0,0.0
2025-04-14 00:00:00+00:00,4.8999998398358e-05,5.2999999752501026e-05,4.8999998398358e-05,5.199999941396527e-05,0,0.0,0.0
2025-04-15 00:00:00+00:00,5.199999941396527e-05,5.8000001445179805e-05,5.199999941396527e-05,5.199999941396527e-05,0,0.0,0.0
2025-04-16 00:00:00+00:00,5.199999941396527e-05,5.2999999752501026e-05,4.999999873689376e-05,4.999999873689376e-05,0,0.0,0.0
2025-04-17 00:00:00+00:00,4.999999873689376e-05,5.199999941396527e-05,4.400000034365803e-05,5.199999941396527e-05,0,0.0,0.0
2025-04-18 00:00:00+00:00,5.199999941396527e-05,5.2999999752501026e-05,5.0999999075429514e-05,5.199999941396527e-05,0,0.0,0.0
2025-04-19 00:00:00+00:00,5.199999941396527e-05,5.400000009103678e-05,5.199999941396527e-05,5.2999999752501026e-05,0,0.0,0.0
2025-04-20 00:00:00+00:00,5.2999999752501026e-05,5.2999999752501026e-05,4.999999873689376e-05,5.199999941396527e-05,0,0.0,0.0
2025-04-21 00:00:00+00:00,5.199999941396527e-05,5.2999999752501026e-05,5.0999999075429514e-05,5.199999941396527e-05,0,0.0,0.0
2025-04-22 00:00:00+00:00,5.199999941396527e-05,6.0999998822808266e-05,5.0999999075429514e-05,6.0999998822808266e-05,0,0.0,0.0
2025-04-23 00:00:00+00:00,6.0999998822808266e-05,7.400000322377309e-05,6.0999998822808266e-05,6.299999949987978e-05,0,0.0,0.0
2025-04-24 00:00:00+00:00,6.299999949987978e-05,6.500000017695129e-05,5.900000178371556e-05,6.500000017695129e-05,59,0.0,0.0
2025-04-25 00:00:00+00:00,6.500000017695129e-05,8.299999899463728e-05,6.399999983841553e-05,8.199999865610152e-05,0,0.0,0.0
2025-04-26 00:00:00+00:00,8.199999865610152e-05,0.00010299999848939478,8.199999865610152e-05,0.00010299999848939478,1970,0.0,0.0
2025-04-27 00:00:00+00:00,0.00010299999848939478,0.00012399999832268804,9.899999713525176e-05,0.0001140000022132881,5721,0.0,0.0
2025-04-28 00:00:00+00:00,0.0001140000022132881,0.00014600000577047467,0.0001140000022132881,0.00014000000373926014,1886,0.0,0.0
2025-04-29 00:00:00+00:00,0.00014000000373926014,0.00015300000086426735,0.00013099999341648072,0.00013299999409355223,0,0.0,0.0
2025-04-30 00:00:00+00:00,0.00013299999409355223,0.0001500000071246177,0.0001230000052601099,0.0001500000071246177,1116,0.0,0.0
2025-05-01 00:00:00+00:00,0.0001500000071246177,0.00019500000053085387,0.00014899999951012433,0.0001829999964684248,4996,0.0,0.0
2025-05-02 00:00:00+00:00,0.0001829999964684248,0.00022200000239536166,0.00017699999443721026,0.00020700000459328294,0,0.0,0.0
2025-05-03 00:00:00+00:00,0.00020700000459328294,0.00024500000290572643,0.0001829999964684248,0.00018400000408291817,14394,0.0,0.0
2025-05-04 00:00:00+00:00,0.00018400000408291817,0.00018400000408291817,0.00016799999866634607,0.00017499999376013875,1447,0.0,0.0
2025-05-05 00:00:00+00:00,0.00017499999376013875,0.00019099999917671084,0.0001720000000204891,0.00017299999308306724,0,0.0,0.0
2025-05-06 00:00:00+00:00,0.00017299999308306724,0.0001740000006975606,0.00014099999680183828,0.00015199999324977398,932,0.0,0.0
2025-05-07 00:00:00+00:00,0.00015199999324977398,0.00015199999324977398,0.00013099999341648072,0.00014000000373926014,158,0.0,0.0
2025-05-08 00:00:00+00:00,0.00014000000373926014,0.00021499999274965376,0.00013899999612476677,0.000195999993593432,4652,0.0,0.0
2025-05-09 00:00:00+00:00,0.000195999993593432,0.0001990000018849969,0.0001740000006975606,0.00018000000272877514,0,0.0,0.0
2025-05-10 00:00:00+00:00,0.00018000000272877514,0.0001849999971454963,0.00017600000137463212,0.0001829999964684248,0,0.0,0.0
2025-05-11 00:00:00+00:00,0.0001829999964684248,0.00018400000408291817,0.00017100000695791095,0.00017100000695791095,1706,0.0,0.0
2025-05-12 00:00:00+00:00,0.00017100000695791095,0.0001939999929163605,0.00016599999798927456,0.0001740000006975606,931,0.0,0.0
2025-05-13 00:00:00+00:00,0.0001740000006975606,0.0001740000006975606,0.00015900000289548188,0.00016799999866634607,0,0.0,0.0
2025-05-14 00:00:00+00:00,0.00016799999866634607,0.00016799999866634607,0.00015799999528098851,0.00016199999663513154,0,0.0,0.0
2025-05-15 00:00:00+00:00,0.00016199999663513154,0.00016199999663513154,0.00014200000441633165,0.00014200000441633165,540,0.0,0.0
2025-05-16 00:00:00+00:00,0.00014200000441633165,0.00015199999324977398,0.00014200000441633165,0.00015100000018719584,0,0.0,0.0
2025-05-17 00:00:00+00:00,0.00015100000018719584,0.00015100000018719584,0.00013800000306218863,0.00013800000306218863,0,0.0,0.0
2025-05-18 00:00:00+00:00,0.00013800000306218863,0.00016700000560376793,0.00013499999477062374,0.0001610000035725534,692,0.0,0.0
2025-05-19 00:00:00+00:00,0.0001610000035725534,0.0001610000035725534,0.00014600000577047467,0.0001610000035725534,583,0.0,0.0
2025-05-20 00:00:00+00:00,0.0001610000035725534,0.0001610000035725534,0.00014899999951012433,0.00015199999324977398,2022,0.0,0.0
2025-05-21 00:00:00+00:00,0.00015199999324977398,0.00016700000560376793,0.00015100000018719584,0.0001539999939268455,0,0.0,0.0
2025-05-22 00:00:00+00:00,0.0001539999939268455,0.0001630000042496249,0.00014899999951012433,0.00014899999951012433,30,0.0,0.0
2025-05-23 00:00:00+00:00,0.00014899999951012433,0.00016900000628083944,0.00014699999883305281,0.00014699999883305281,738,0.0,0.0
2025-05-24 00:00:00+00:00,0.00014699999883305281,0.00015300000086426735,0.0001429999974789098,0.00015300000086426735,0,0.0,0.0
2025-05-25 00:00:00+00:00,0.00015300000086426735,0.00015300000086426735,0.00014000000373926014,0.00015100000018719584,217,0.0,0.0
2025-05-26 00:00:00+00:00,0.00015100000018719584,0.00016999999934341758,0.00015100000018719584,0.00015999999595806003,0,0.0,0.0
2025-05-27 00:00:00+00:00,0.00015999999595806003,0.00019099999917671084,0.00015999999595806003,0.00018899999849963933,0,0.0,0.0
2025-05-28 00:00:00+00:00,0.00018899999849963933,0.00018899999849963933,0.0001630000042496249,0.00016399999731220305,0,0.0,0.0
2025-05-29 00:00:00+00:00,0.00016399999731220305,0.00016799999866634607,0.00015700000221841037,0.00015900000289548188,0,0.0,0.0
2025-05-30 00:00:00+00:00,0.00015900000289548188,0.0001610000035725534,0.00014000000373926014,0.00014000000373926014,732,0.0,0.0
2025-05-31 00:00:00+00:00,0.00014000000373926014,0.0001449999981559813,0.00012599999899975955,0.00013299999409355223,2867,0.0,0.0
2025-06-01 00:00:00+00:00,0.00013307746849022806,0.00014186068437993526,0.00012614652223419398,0.0001412894343957305,1449,0.0,0.0
