,Frequency,ADF_P_Val,ADF_Determination,KPSS_P_Val,KPSS_Determination
0,12_Hour,0.5631101814946887,Non-Stationary,0.01,Non-Stationary
1,1_Day,0.007116781319074973,Stationary,0.01,Non-Stationary
2,1_Hour,0.6947402958157602,Non-Stationary,0.01,Non-Stationary
3,2_Hour,0.6545169486086355,Non-Stationary,0.01,Non-Stationary
4,4_Hour,0.6299671139534484,Non-Stationary,0.01,Non-Stationary
5,6_Hour,0.7008479686270722,Non-Stationary,0.01,Non-Stationary
6,8_Hour,0.7151975680102102,Non-Stationary,0.01,Non-Stationary
