TIMESTAMP,BOYS32219_OPEN_PRICE_USD,BOYS32219_HIGH_PRICE_USD,BOYS32219_LOW_PRICE_USD,BOYS32219_CLOSE_PRICE_USD,BOYS32219_VOLUME_USD,BOYS32219_DIVIDENDS_USD,BOYS32219_STOCK_SPLITS_USD
2024-07-15 00:00:00+00:00,,,,0.0,108550,0.0,0.0
2024-07-16 00:00:00+00:00,,,,0.0,25284,0.0,0.0
2024-07-17 00:00:00+00:00,,,,0.0,4008,0.0,0.0
2024-07-18 00:00:00+00:00,,,,0.0,6795,0.0,0.0
2024-07-19 00:00:00+00:00,,,,0.0,5287,0.0,0.0
2024-07-20 00:00:00+00:00,,,,0.0,1986,0.0,0.0
2024-07-21 00:00:00+00:00,,,,0.0,2780,0.0,0.0
2024-07-22 00:00:00+00:00,,,,0.0,3501,0.0,0.0
2024-07-23 00:00:00+00:00,,,,0.0,1074,0.0,0.0
2024-07-24 00:00:00+00:00,,,,0.0,61,0.0,0.0
2024-07-25 00:00:00+00:00,,,,0.0,985,0.0,0.0
2024-07-26 00:00:00+00:00,,,,0.0,404,0.0,0.0
2024-07-27 00:00:00+00:00,,,,0.0,2032,0.0,0.0
2024-07-28 00:00:00+00:00,,,,0.0,1371,0.0,0.0
2024-07-29 00:00:00+00:00,,,,0.0,500,0.0,0.0
2024-07-30 00:00:00+00:00,,,,0.0,24,0.0,0.0
2024-08-01 00:00:00+00:00,,,,0.0,203,0.0,0.0
2024-08-02 00:00:00+00:00,,,,0.0,128,0.0,0.0
2024-08-03 00:00:00+00:00,,,,0.0,34,0.0,0.0
2024-08-06 00:00:00+00:00,,,,0.0,2604,0.0,0.0
2024-08-07 00:00:00+00:00,,,,0.0,1692,0.0,0.0
2024-08-08 00:00:00+00:00,,,,0.0,127,0.0,0.0
2024-08-09 00:00:00+00:00,,,,0.0,374,0.0,0.0
2024-08-10 00:00:00+00:00,,,,0.0,7,0.0,0.0
2024-08-11 00:00:00+00:00,,,,0.0,219,0.0,0.0
2024-08-12 00:00:00+00:00,,,,0.0,512,0.0,0.0
2024-08-13 00:00:00+00:00,,,,0.0,1460,0.0,0.0
2024-08-14 00:00:00+00:00,,,,0.0,74,0.0,0.0
2024-08-15 00:00:00+00:00,,,,0.0,224,0.0,0.0
2024-08-16 00:00:00+00:00,,,,0.0,2594,0.0,0.0
2024-08-17 00:00:00+00:00,,,,0.0,35,0.0,0.0
2024-08-18 00:00:00+00:00,,,,0.0,896,0.0,0.0
2024-08-19 00:00:00+00:00,,,,0.0,689,0.0,0.0
2024-08-20 00:00:00+00:00,,,,0.0,14,0.0,0.0
2024-08-21 00:00:00+00:00,,,,0.0,5,0.0,0.0
2024-08-22 00:00:00+00:00,,,,0.0,460,0.0,0.0
2024-08-23 00:00:00+00:00,,,,0.0,5,0.0,0.0
2024-08-24 00:00:00+00:00,,,,0.0,402,0.0,0.0
2024-08-25 00:00:00+00:00,,,,0.0,177,0.0,0.0
2024-08-26 00:00:00+00:00,,,,0.0,55,0.0,0.0
2024-08-27 00:00:00+00:00,,,,0.0,34,0.0,0.0
2024-08-29 00:00:00+00:00,,,,0.0,15,0.0,0.0
2024-08-30 00:00:00+00:00,,,,0.0,5,0.0,0.0
2024-08-31 00:00:00+00:00,,,,0.0,12,0.0,0.0
2024-09-01 00:00:00+00:00,,,,0.0,360,0.0,0.0
2024-09-02 00:00:00+00:00,,,,0.0,8,0.0,0.0
2024-09-05 00:00:00+00:00,,,,0.0,19,0.0,0.0
2024-09-07 00:00:00+00:00,,,,0.0,9,0.0,0.0
2024-09-09 00:00:00+00:00,,,,0.0,2123,0.0,0.0
2024-09-10 00:00:00+00:00,,,,0.0,77,0.0,0.0
2024-09-11 00:00:00+00:00,,,,0.0,122,0.0,0.0
2024-09-12 00:00:00+00:00,,,,0.0,7,0.0,0.0
2024-09-13 00:00:00+00:00,,,,0.0,50,0.0,0.0
2024-09-15 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-09-16 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-09-17 00:00:00+00:00,,,,0.0,42,0.0,0.0
2024-09-18 00:00:00+00:00,,,,0.0,18,0.0,0.0
2024-09-20 00:00:00+00:00,,,,0.0,398,0.0,0.0
2024-09-21 00:00:00+00:00,,,,0.0,209,0.0,0.0
2024-09-23 00:00:00+00:00,,,,0.0,515,0.0,0.0
2024-09-24 00:00:00+00:00,,,,0.0,420,0.0,0.0
2024-09-25 00:00:00+00:00,,,,0.0,120,0.0,0.0
2024-09-27 00:00:00+00:00,,,,0.0,141,0.0,0.0
2024-09-28 00:00:00+00:00,,,,0.0,704,0.0,0.0
2024-09-29 00:00:00+00:00,,,,0.0,17,0.0,0.0
2024-09-30 00:00:00+00:00,,,,0.0,105,0.0,0.0
2024-10-01 00:00:00+00:00,,,,0.0,5395,0.0,0.0
2024-10-02 00:00:00+00:00,,,,0.0,2028,0.0,0.0
2024-10-03 00:00:00+00:00,,,,0.0,2248,0.0,0.0
2024-10-04 00:00:00+00:00,,,,0.0,498,0.0,0.0
2024-10-10 00:00:00+00:00,,,,0.0,241,0.0,0.0
2024-10-12 00:00:00+00:00,,,,0.0,389,0.0,0.0
2024-10-13 00:00:00+00:00,,,,0.0,36,0.0,0.0
2024-10-14 00:00:00+00:00,,,,0.0,385,0.0,0.0
2024-10-16 00:00:00+00:00,,,,0.0,130,0.0,0.0
2024-10-17 00:00:00+00:00,,,,0.0,103,0.0,0.0
2024-10-18 00:00:00+00:00,,,,0.0,195,0.0,0.0
2024-10-19 00:00:00+00:00,,,,0.0,115,0.0,0.0
2024-10-20 00:00:00+00:00,,,,0.0,2536,0.0,0.0
2024-10-21 00:00:00+00:00,,,,0.0,105,0.0,0.0
2024-10-22 00:00:00+00:00,,,,0.0,346,0.0,0.0
2024-10-23 00:00:00+00:00,,,,0.0,971,0.0,0.0
2024-10-24 00:00:00+00:00,,,,0.0,210,0.0,0.0
2024-10-25 00:00:00+00:00,,,,0.0,243,0.0,0.0
2024-10-26 00:00:00+00:00,,,,0.0,42,0.0,0.0
2024-10-27 00:00:00+00:00,,,,0.0,41,0.0,0.0
2024-10-30 00:00:00+00:00,,,,0.0,191,0.0,0.0
2024-10-31 00:00:00+00:00,,,,0.0,52,0.0,0.0
2024-11-01 00:00:00+00:00,,,,0.0,26,0.0,0.0
2024-11-02 00:00:00+00:00,,,,0.0,1082,0.0,0.0
2024-11-03 00:00:00+00:00,,,,0.0,28,0.0,0.0
2024-11-04 00:00:00+00:00,,,,0.0,851,0.0,0.0
2024-11-05 00:00:00+00:00,,,,0.0,5545,0.0,0.0
2024-11-07 00:00:00+00:00,,,,0.0,480,0.0,0.0
2024-11-08 00:00:00+00:00,,,,0.0,190,0.0,0.0
2024-11-09 00:00:00+00:00,,,,0.0,189,0.0,0.0
