TIMESTAMP,TRUMPX33891_OPEN_PRICE_USD,TRUMPX33891_HIGH_PRICE_USD,TRUMPX33891_LOW_PRICE_USD,TRUMPX33891_CLOSE_PRICE_USD,TRUMPX33891_VOLUME_USD,TRUMPX33891_DIVIDENDS_USD,TRUMPX33891_STOCK_SPLITS_USD
2024-11-11 00:00:00+00:00,,,,0.0,420755,0.0,0.0
2024-11-12 00:00:00+00:00,,,,0.0,835812,0.0,0.0
2024-11-13 00:00:00+00:00,,,,0.0,46923,0.0,0.0
2024-11-14 00:00:00+00:00,,,,0.0,9097,0.0,0.0
2024-11-15 00:00:00+00:00,,,,0.0,5427,0.0,0.0
2024-11-16 00:00:00+00:00,,,,0.0,16443,0.0,0.0
2024-11-17 00:00:00+00:00,,,,0.0,31035,0.0,0.0
2024-11-18 00:00:00+00:00,,,,0.0,7344,0.0,0.0
2024-11-19 00:00:00+00:00,,,,0.0,4370,0.0,0.0
2024-11-20 00:00:00+00:00,,,,0.0,2990,0.0,0.0
2024-11-21 00:00:00+00:00,,,,0.0,2966,0.0,0.0
2024-11-22 00:00:00+00:00,,,,0.0,3729,0.0,0.0
2024-11-23 00:00:00+00:00,,,,0.0,2182,0.0,0.0
2024-11-24 00:00:00+00:00,,,,0.0,98462,0.0,0.0
2024-11-25 00:00:00+00:00,,,,0.0,526867,0.0,0.0
2024-11-26 00:00:00+00:00,,,,0.0,61545,0.0,0.0
2024-11-27 00:00:00+00:00,,,,0.0,14686,0.0,0.0
2024-11-28 00:00:00+00:00,,,,0.0,46759,0.0,0.0
2024-11-29 00:00:00+00:00,,,,0.0,10111,0.0,0.0
2024-11-30 00:00:00+00:00,,,,0.0,9994,0.0,0.0
2024-12-01 00:00:00+00:00,,,,0.0,5977,0.0,0.0
2024-12-02 00:00:00+00:00,,,,0.0,15290,0.0,0.0
2024-12-03 00:00:00+00:00,,,,0.0,2025,0.0,0.0
2024-12-04 00:00:00+00:00,,,,0.0,6457,0.0,0.0
2024-12-05 00:00:00+00:00,,,,0.0,3859,0.0,0.0
2024-12-06 00:00:00+00:00,,,,0.0,24511,0.0,0.0
2024-12-07 00:00:00+00:00,,,,0.0,10876,0.0,0.0
2024-12-08 00:00:00+00:00,,,,0.0,4557,0.0,0.0
2024-12-09 00:00:00+00:00,,,,0.0,3074,0.0,0.0
2024-12-10 00:00:00+00:00,,,,0.0,2250,0.0,0.0
2024-12-11 00:00:00+00:00,,,,0.0,859,0.0,0.0
2024-12-12 00:00:00+00:00,,,,0.0,261,0.0,0.0
2024-12-13 00:00:00+00:00,,,,0.0,1222,0.0,0.0
2024-12-14 00:00:00+00:00,,,,0.0,604,0.0,0.0
2024-12-15 00:00:00+00:00,,,,0.0,2159,0.0,0.0
2024-12-16 00:00:00+00:00,,,,0.0,946,0.0,0.0
2024-12-17 00:00:00+00:00,,,,0.0,471,0.0,0.0
2024-12-18 00:00:00+00:00,,,,0.0,572,0.0,0.0
2024-12-19 00:00:00+00:00,,,,0.0,535,0.0,0.0
2024-12-20 00:00:00+00:00,,,,0.0,310,0.0,0.0
2024-12-21 00:00:00+00:00,,,,0.0,2092,0.0,0.0
2024-12-22 00:00:00+00:00,,,,0.0,485,0.0,0.0
2024-12-23 00:00:00+00:00,,,,0.0,292,0.0,0.0
2024-12-24 00:00:00+00:00,,,,0.0,3031,0.0,0.0
2024-12-25 00:00:00+00:00,,,,0.0,377,0.0,0.0
2024-12-26 00:00:00+00:00,,,,0.0,1211,0.0,0.0
2024-12-27 00:00:00+00:00,,,,0.0,124,0.0,0.0
2024-12-28 00:00:00+00:00,,,,0.0,536,0.0,0.0
2024-12-29 00:00:00+00:00,,,,0.0,279,0.0,0.0
2024-12-30 00:00:00+00:00,,,,0.0,67,0.0,0.0
2024-12-31 00:00:00+00:00,,,,0.0,358,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,1322,0.0,0.0
2025-01-02 00:00:00+00:00,,,,0.0,1956,0.0,0.0
2025-01-03 00:00:00+00:00,,,,0.0,808,0.0,0.0
2025-01-04 00:00:00+00:00,,,,0.0,609,0.0,0.0
2025-01-05 00:00:00+00:00,,,,0.0,740,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,425,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,946,0.0,0.0
2025-01-08 00:00:00+00:00,,,,0.0,581,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,1476,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,553,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,950,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,558,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,494,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,207,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,1052,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,2443,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,12951,0.0,0.0
2025-01-18 00:00:00+00:00,,,,0.0,2873,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,3610,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,1170,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,721,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,2034,0.0,0.0
2025-01-23 00:00:00+00:00,,,,0.0,1347,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,387,0.0,0.0
2025-01-25 00:00:00+00:00,,,,0.0,1266,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,131,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,71,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,191,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,69,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,301,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,159,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,407,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,178,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,606,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,209,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,52,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,123,0.0,0.0
2025-02-07 00:00:00+00:00,,,,0.0,168,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,85,0.0,0.0
2025-02-09 00:00:00+00:00,,,,0.0,52,0.0,0.0
2025-02-10 00:00:00+00:00,,,,0.0,410,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,1695,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,112,0.0,0.0
2025-02-13 00:00:00+00:00,,,,0.0,16,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,479,0.0,0.0
2025-02-15 00:00:00+00:00,,,,0.0,47,0.0,0.0
2025-02-16 00:00:00+00:00,,,,0.0,26,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,67,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,228,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,3,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,97,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,5,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,5472,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,123,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,64,0.0,0.0
2025-02-27 00:00:00+00:00,,,,0.0,41,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,134,0.0,0.0
2025-04-02 00:00:00+00:00,,,,0.0,5,0.0,0.0
2025-04-04 00:00:00+00:00,,,,0.0,309,0.0,0.0
2025-04-08 00:00:00+00:00,,,,0.0,70,0.0,0.0
