TIMESTAMP,SMILEK_OPEN_PRICE_USD,SMILEK_HIGH_PRICE_USD,SMILEK_LOW_PRICE_USD,SMILEK_CLOSE_PRICE_USD,SMILEK_VOLUME_USD,SMILEK_DIVIDENDS_USD,SMILEK_STOCK_SPLITS_USD
2024-02-02 00:00:00+00:00,,,,0.0,32448,0.0,0.0
2024-02-03 00:00:00+00:00,,,,0.0,2939,0.0,0.0
2024-02-04 00:00:00+00:00,,,,0.0,794,0.0,0.0
2024-02-05 00:00:00+00:00,,,,0.0,8804,0.0,0.0
2024-02-06 00:00:00+00:00,,,,0.0,211,0.0,0.0
2024-02-07 00:00:00+00:00,,,,0.0,1601,0.0,0.0
2024-02-08 00:00:00+00:00,,,,0.0,38052,0.0,0.0
2024-02-09 00:00:00+00:00,,,,0.0,1400,0.0,0.0
2024-02-10 00:00:00+00:00,,,,0.0,195,0.0,0.0
2024-02-11 00:00:00+00:00,,,,0.0,1489,0.0,0.0
2024-02-12 00:00:00+00:00,,,,0.0,39889,0.0,0.0
2024-02-13 00:00:00+00:00,,,,0.0,7411,0.0,0.0
2024-02-14 00:00:00+00:00,,,,0.0,38014,0.0,0.0
2024-02-15 00:00:00+00:00,,,,0.0,3468,0.0,0.0
2024-02-16 00:00:00+00:00,,,,0.0,4076,0.0,0.0
2024-02-17 00:00:00+00:00,,,,0.0,4758,0.0,0.0
2024-02-18 00:00:00+00:00,,,,0.0,650,0.0,0.0
2024-02-19 00:00:00+00:00,,,,0.0,197,0.0,0.0
2024-02-20 00:00:00+00:00,,,,0.0,2160,0.0,0.0
2024-02-21 00:00:00+00:00,,,,0.0,15,0.0,0.0
2024-02-22 00:00:00+00:00,,,,0.0,138,0.0,0.0
2024-02-23 00:00:00+00:00,,,,0.0,16,0.0,0.0
2024-02-24 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-02-25 00:00:00+00:00,,,,0.0,41,0.0,0.0
2024-02-26 00:00:00+00:00,,,,0.0,253,0.0,0.0
2024-02-27 00:00:00+00:00,,,,0.0,110,0.0,0.0
2024-02-28 00:00:00+00:00,,,,0.0,350,0.0,0.0
2024-02-29 00:00:00+00:00,,,,0.0,4869,0.0,0.0
2024-03-01 00:00:00+00:00,,,,0.0,1371,0.0,0.0
2024-03-02 00:00:00+00:00,,,,0.0,567,0.0,0.0
2024-03-03 00:00:00+00:00,,,,0.0,11,0.0,0.0
2024-03-04 00:00:00+00:00,,,,0.0,2614,0.0,0.0
2024-03-05 00:00:00+00:00,,,,0.0,6680,0.0,0.0
2024-03-06 00:00:00+00:00,,,,0.0,6051,0.0,0.0
2024-03-07 00:00:00+00:00,,,,0.0,2329,0.0,0.0
2024-03-08 00:00:00+00:00,,,,0.0,2682,0.0,0.0
2024-03-09 00:00:00+00:00,,,,0.0,5926,0.0,0.0
2024-03-10 00:00:00+00:00,,,,0.0,470,0.0,0.0
2024-03-11 00:00:00+00:00,,,,0.0,1559,0.0,0.0
2024-03-12 00:00:00+00:00,,,,0.0,4726,0.0,0.0
2024-03-13 00:00:00+00:00,,,,0.0,18577,0.0,0.0
2024-03-14 00:00:00+00:00,,,,0.0,25914,0.0,0.0
2024-03-15 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,43719,0.0,0.0
2024-03-16 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,62787,0.0,0.0
2024-03-17 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9069,0.0,0.0
2024-03-18 00:00:00+00:00,,,,0.0,21137,0.0,0.0
2024-03-19 00:00:00+00:00,,,,0.0,30415,0.0,0.0
2024-03-20 00:00:00+00:00,,,,0.0,3272,0.0,0.0
2024-03-21 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,52350,0.0,0.0
2024-03-22 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,222822,0.0,0.0
2024-03-23 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,467414,0.0,0.0
2024-03-24 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,319146,0.0,0.0
2024-03-25 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,9.999999974752427e-07,1.9999999949504854e-06,325332,0.0,0.0
2024-03-26 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,122049,0.0,0.0
2024-03-27 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,67394,0.0,0.0
2024-03-28 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,106641,0.0,0.0
2024-03-29 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,86701,0.0,0.0
2024-03-30 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,133049,0.0,0.0
2024-03-31 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,64589,0.0,0.0
2024-04-01 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,54245,0.0,0.0
2024-04-02 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,60582,0.0,0.0
2024-04-03 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,47973,0.0,0.0
2024-04-04 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,36624,0.0,0.0
2024-04-05 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,27873,0.0,0.0
2024-04-06 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,63882,0.0,0.0
2024-04-07 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,3.000000106112566e-06,3.999999989900971e-06,120473,0.0,0.0
2024-04-08 00:00:00+00:00,3.999999989900971e-06,6.000000212225132e-06,3.000000106112566e-06,4.999999873689376e-06,354739,0.0,0.0
