TIMESTAMP,ORBR_OPEN_PRICE_USD,ORBR_HIGH_PRICE_USD,ORBR_LOW_PRICE_USD,ORBR_CLOSE_PRICE_USD,ORBR_VOLUME_USD,ORBR_DIVIDENDS_USD,ORBR_STOCK_SPLITS_USD
2022-03-01 00:00:00+00:00,1.910720944404602,2.0034360885620117,1.2403730154037476,1.409216046333313,1409732,0.0,0.0
2022-03-02 00:00:00+00:00,1.409216046333313,1.5411419868469238,1.380692958831787,1.4656850099563599,1177067,0.0,0.0
2022-03-03 00:00:00+00:00,1.4656929969787598,2.7905449867248535,1.4527479410171509,2.2507269382476807,3590317,0.0,0.0
2022-03-04 00:00:00+00:00,2.250722885131836,4.101493835449219,2.0002660751342773,3.726870059967041,3872424,0.0,0.0
2022-03-05 00:00:00+00:00,3.7268710136413574,4.5014328956604,3.3895809650421143,4.242774963378906,1285919,0.0,0.0
2022-03-06 00:00:00+00:00,4.242760181427002,4.981429100036621,4.164312839508057,4.953887939453125,1180545,0.0,0.0
2022-03-07 00:00:00+00:00,4.953921794891357,5.066654205322266,3.5506930351257324,4.90036678314209,2969745,0.0,0.0
2022-03-08 00:00:00+00:00,4.901259899139404,10.232683181762695,4.5400848388671875,8.704541206359863,3950806,0.0,0.0
2022-03-09 00:00:00+00:00,8.713841438293457,10.16865062713623,7.091070175170898,7.49490213394165,2311947,0.0,0.0
2022-03-10 00:00:00+00:00,7.512173175811768,8.743172645568848,7.498969078063965,8.19569206237793,2681784,0.0,0.0
2022-03-11 00:00:00+00:00,8.19585132598877,13.966597557067871,7.8203630447387695,13.912124633789062,3431378,0.0,0.0
2022-03-12 00:00:00+00:00,13.953680038452148,32.89324188232422,13.221585273742676,17.854171752929688,3082487,0.0,0.0
2022-03-13 00:00:00+00:00,17.548097610473633,18.901262283325195,12.225728034973145,12.32935619354248,2332807,0.0,0.0
2022-03-14 00:00:00+00:00,12.310958862304688,16.107643127441406,11.88851547241211,12.878177642822266,1999204,0.0,0.0
2022-03-15 00:00:00+00:00,12.882326126098633,13.807764053344727,11.857725143432617,12.47255802154541,2267077,0.0,0.0
2022-03-16 00:00:00+00:00,12.477853775024414,12.690049171447754,8.84151554107666,9.480708122253418,2079707,0.0,0.0
2022-03-17 00:00:00+00:00,9.48075008392334,10.092947959899902,8.553642272949219,9.355631828308105,1966755,0.0,0.0
