,MSE,RMSE,MAE,MAPE,R2
0,0.0011010242592133642,0.03317782789917051,0.026295904608012673,0.04798078214834947,0.2860434744383165
1,0.0003340684778666264,0.018277210798428103,0.014524896280356312,0.028247492663221522,0.48093795917085475
2,0.0006047361571755347,0.0245885369864131,0.02048271134451465,0.029684488142833688,0.8074499498624021
3,0.0010338621714456938,0.03215296544702593,0.022282230862362033,0.03128804012811249,0.45715105118909616
4,0.0011597320233703902,0.034054299144248484,0.02764725150040333,0.03238015833132261,0.917189272788364
5,0.0007687900362589122,0.027725783321546477,0.02230896433560206,0.023200490361117005,0.663356285819172
6,0.0009216312605306497,0.030355982112688445,0.02216182875133491,0.028326295189255557,0.7133575906472999
7,0.0004786733940495114,0.021878552430882336,0.014956120935272649,0.023000651414550252,0.8769921116829846
8,0.0004472468679079893,0.02114733068733728,0.014992030238727569,0.023994888943675758,0.747271833768152
9,0.0008669524902809542,0.029435226328893116,0.020714799205884118,0.032915559573700175,0.2956708150307745
10,0.00031796847232050895,0.01783030118479699,0.01384820411807694,0.021099199860958595,0.8485514511022054
11,0.0005597235659048072,0.023658464400566053,0.018969721968397694,0.03804107799827409,0.8723765053013178
Mean,0.0007162007646937452,0.026190206728499737,0.019932055345745412,0.030013260396280935,0.6638623584000783
