TIMESTAMP,JANI_OPEN_PRICE_USD,JANI_HIGH_PRICE_USD,JANI_LOW_PRICE_USD,JANI_CLOSE_PRICE_USD,JANI_VOLUME_USD,JANI_DIVIDENDS_USD,JANI_STOCK_SPLITS_USD
2024-07-25 00:00:00+00:00,0.000957000011112541,0.0013000000035390258,0.0009319999953731894,0.0012450000504031777,668023,0.0,0.0
2024-07-26 00:00:00+00:00,0.0012489999644458294,0.0013200000394135714,0.0011180000146850944,0.001151000033132732,279617,0.0,0.0
2024-07-27 00:00:00+00:00,0.0011490000179037452,0.0012280000373721123,0.001044000033289194,0.0010849999962374568,249713,0.0,0.0
2024-07-28 00:00:00+00:00,0.0010849999962374568,0.001133000012487173,0.0010470000561326742,0.0011030000168830156,213728,0.0,0.0
2024-07-29 00:00:00+00:00,0.0011030000168830156,0.0011790000135079026,0.0010649999603629112,0.0010760000441223383,207484,0.0,0.0
2024-07-30 00:00:00+00:00,0.001075000036507845,0.0010870000114664435,0.0010019999463111162,0.0010219999821856618,178820,0.0,0.0
2024-07-31 00:00:00+00:00,0.001028000027872622,0.0010499999625608325,0.0009250000002793968,0.0009250000002793968,168643,0.0,0.0
2024-08-01 00:00:00+00:00,0.0009250000002793968,0.0010010000551119447,0.0009089999948628247,0.0009689999860711396,161203,0.0,0.0
2024-08-02 00:00:00+00:00,0.0009590000263415277,0.000981000019237399,0.0007849999819882214,0.0007980000227689743,142020,0.0,0.0
2024-08-03 00:00:00+00:00,0.0007980000227689743,0.0008069999748840928,0.0007089999853633344,0.0007210000185295939,112570,0.0,0.0
2024-08-04 00:00:00+00:00,0.0007169999880716205,0.0007340000011026859,0.0006120000034570694,0.0006549999816343188,87787,0.0,0.0
2024-08-05 00:00:00+00:00,0.0006469999789260328,0.0006539999740198255,0.0005109999910928309,0.000615999975707382,56630,0.0,0.0
2024-08-06 00:00:00+00:00,0.000615999975707382,0.0007159999804571271,0.000610999995842576,0.0006929999799467623,67424,0.0,0.0
2024-08-07 00:00:00+00:00,0.0006910000229254365,0.0008219999726861715,0.0006900000153109431,0.0007469999836757779,91293,0.0,0.0
2024-08-08 00:00:00+00:00,0.0007440000190399587,0.0008410000009462237,0.0007329999934881926,0.0008360000210814178,96741,0.0,0.0
2024-08-09 00:00:00+00:00,0.0008360000210814178,0.000838999985717237,0.0007229999755509198,0.0007489999989047647,100115,0.0,0.0
2024-08-10 00:00:00+00:00,0.0007529999711550772,0.0007619999814778566,0.0007259999983943999,0.0007360000163316727,100492,0.0,0.0
2024-08-11 00:00:00+00:00,0.0007399999885819852,0.0007740000146441162,0.0006970000104047358,0.0007029999978840351,104679,0.0,0.0
2024-08-12 00:00:00+00:00,0.0007029999978840351,0.000754999986384064,0.0006880000000819564,0.0007060000207275152,97466,0.0,0.0
