TIMESTAMP,CPC_OPEN_PRICE_USD,CPC_HIGH_PRICE_USD,CPC_LOW_PRICE_USD,CPC_CLOSE_PRICE_USD,CPC_VOLUME_USD,CPC_DIVIDENDS_USD,CPC_STOCK_SPLITS_USD
2018-01-30 00:00:00+00:00,0.3266400098800659,0.32767099142074585,0.29377201199531555,0.31647300720214844,1766030,0.0,0.0
2018-01-31 00:00:00+00:00,0.3184260129928589,0.409976989030838,0.30140599608421326,0.35105100274086,1694220,0.0,0.0
2018-02-01 00:00:00+00:00,0.33855998516082764,0.4292829930782318,0.33392998576164246,0.3920919895172119,1700280,0.0,0.0
2018-02-02 00:00:00+00:00,0.3904440104961395,0.3904440104961395,0.23355400562286377,0.2534539997577667,1158460,0.0,0.0
2018-02-03 00:00:00+00:00,0.25679200887680054,0.4097749888896942,0.25679200887680054,0.4097749888896942,1374880,0.0,0.0
2018-02-04 00:00:00+00:00,0.4058789908885956,0.4058789908885956,0.3204059898853302,0.3545509874820709,1896250,0.0,0.0
2018-02-05 00:00:00+00:00,0.35110899806022644,0.3733479976654053,0.18066999316215515,0.2147900015115738,1517540,0.0,0.0
2018-02-06 00:00:00+00:00,0.21863900125026703,0.32584500312805176,0.1677200049161911,0.302605003118515,1472550,0.0,0.0
2018-02-07 00:00:00+00:00,0.29663801193237305,0.35530099272727966,0.27653399109840393,0.3123779892921448,1470990,0.0,0.0
2018-02-08 00:00:00+00:00,0.311489999294281,0.3359470069408417,0.25111299753189087,0.27615898847579956,907429,0.0,0.0
2018-02-09 00:00:00+00:00,0.2764970064163208,0.29349398612976074,0.24626100063323975,0.28746598958969116,576660,0.0,0.0
2018-02-10 00:00:00+00:00,0.28736498951911926,0.32836100459098816,0.22589899599552155,0.2515240013599396,1451980,0.0,0.0
2018-02-11 00:00:00+00:00,0.25110799074172974,0.2746550142765045,0.22773000597953796,0.2389100044965744,802506,0.0,0.0
2018-02-12 00:00:00+00:00,0.23993700742721558,0.2653749883174896,0.22732600569725037,0.2594130039215088,648349,0.0,0.0
2018-02-13 00:00:00+00:00,0.2503570020198822,0.2598299980163574,0.18550199270248413,0.21873700618743896,766196,0.0,0.0
2018-02-14 00:00:00+00:00,0.218641996383667,0.218641996383667,0.18121899664402008,0.20699000358581543,2534340,0.0,0.0
2018-02-15 00:00:00+00:00,0.2058439999818802,0.23345300555229187,0.18322999775409698,0.23316200077533722,3020380,0.0,0.0
2018-02-16 00:00:00+00:00,0.23254700005054474,0.2636350095272064,0.22498099505901337,0.2259649932384491,2761950,0.0,0.0
2018-02-17 00:00:00+00:00,0.22575899958610535,0.23409900069236755,0.22200800478458405,0.23201000690460205,1787720,0.0,0.0
2018-02-18 00:00:00+00:00,0.23225699365139008,0.24106299877166748,0.21882900595664978,0.2326270043849945,2140910,0.0,0.0
2018-02-19 00:00:00+00:00,0.23174700140953064,0.2455649971961975,0.22937500476837158,0.24439099431037903,2637190,0.0,0.0
2018-02-20 00:00:00+00:00,0.2455029934644699,0.24889999628067017,0.2295379936695099,0.23087899386882782,2315410,0.0,0.0
2018-02-21 00:00:00+00:00,0.2301190048456192,0.2324569970369339,0.21293100714683533,0.21956999599933624,2192110,0.0,0.0
2018-02-22 00:00:00+00:00,0.21855899691581726,0.23802399635314941,0.20585699379444122,0.22653800249099731,1499070,0.0,0.0
2018-02-23 00:00:00+00:00,0.226282998919487,0.2430029958486557,0.22097699344158173,0.2430029958486557,1949670,0.0,0.0
2018-02-24 00:00:00+00:00,0.24255500733852386,0.2735989987850189,0.23114599287509918,0.2719399929046631,3332220,0.0,0.0
2018-02-25 00:00:00+00:00,0.26968300342559814,0.2734780013561249,0.22693300247192383,0.24439500272274017,2887580,0.0,0.0
2018-02-26 00:00:00+00:00,0.24281300604343414,0.2576180100440979,0.2078000009059906,0.23800699412822723,3766700,0.0,0.0
2018-02-27 00:00:00+00:00,0.23927299678325653,0.24622400104999542,0.2279289960861206,0.23619599640369415,2830480,0.0,0.0
