TIMESTAMP,MUSCAT_OPEN_PRICE_USD,MUSCAT_HIGH_PRICE_USD,MUSCAT_LOW_PRICE_USD,MUSCAT_CLOSE_PRICE_USD,MUSCAT_VOLUME_USD,MUSCAT_DIVIDENDS_USD,MUSCAT_STOCK_SPLITS_USD
2024-05-27 00:00:00+00:00,9.999999747378752e-06,1.5999999959603883e-05,7.999999979801942e-06,7.999999979801942e-06,429995,0.0,0.0
2024-05-28 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,6.000000212225132e-06,6.000000212225132e-06,98145,0.0,0.0
2024-05-29 00:00:00+00:00,6.000000212225132e-06,7.000000096013537e-06,4.999999873689376e-06,4.999999873689376e-06,59214,0.0,0.0
2024-05-30 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,1.9999999949504854e-06,3.000000106112566e-06,91718,0.0,0.0
2024-05-31 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,39478,0.0,0.0
2024-06-01 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,25432,0.0,0.0
2024-06-02 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,19621,0.0,0.0
2024-06-03 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,41065,0.0,0.0
2024-06-04 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,1.9999999949504854e-06,3.000000106112566e-06,60584,0.0,0.0
2024-06-05 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,1.9999999949504854e-06,3.999999989900971e-06,60699,0.0,0.0
2024-06-06 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.000000106112566e-06,3.999999989900971e-06,131723,0.0,0.0
2024-06-07 00:00:00+00:00,3.999999989900971e-06,6.000000212225132e-06,3.000000106112566e-06,3.999999989900971e-06,68408,0.0,0.0
2024-06-08 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.999999989900971e-06,3.999999989900971e-06,23476,0.0,0.0
2024-06-09 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,20318,0.0,0.0
2024-06-10 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.999999989900971e-06,29758,0.0,0.0
2024-06-11 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,18610,0.0,0.0
2024-06-12 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,10411,0.0,0.0
2024-06-13 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,8695,0.0,0.0
2024-06-14 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,11148,0.0,0.0
2024-06-15 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,13879,0.0,0.0
2024-06-16 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,6988,0.0,0.0
2024-06-17 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,19024,0.0,0.0
2024-06-18 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,9849,0.0,0.0
2024-06-19 00:00:00+00:00,1.9999999949504854e-06,3.999999989900971e-06,1.9999999949504854e-06,3.000000106112566e-06,26149,0.0,0.0
2024-06-20 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,12577,0.0,0.0
2024-06-21 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,5807,0.0,0.0
2024-06-22 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,5562,0.0,0.0
2024-06-23 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,2888,0.0,0.0
2024-06-24 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,3901,0.0,0.0
2024-06-25 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,8905,0.0,0.0
2024-06-26 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,4266,0.0,0.0
2024-06-27 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,3098,0.0,0.0
2024-06-28 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,2932,0.0,0.0
2024-06-29 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,5450,0.0,0.0
2024-06-30 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,5486,0.0,0.0
2024-07-01 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,3.000000106112566e-06,11349,0.0,0.0
2024-07-02 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,6760,0.0,0.0
2024-07-03 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,4096,0.0,0.0
2024-07-04 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,3083,0.0,0.0
2024-07-05 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,4294,0.0,0.0
2024-07-06 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,2966,0.0,0.0
2024-07-07 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1359,0.0,0.0
2024-07-08 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,4421,0.0,0.0
2024-07-09 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,2013,0.0,0.0
2024-07-10 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1061,0.0,0.0
2024-07-11 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1751,0.0,0.0
2024-07-12 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,4562,0.0,0.0
2024-07-13 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,3944,0.0,0.0
2024-07-14 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1668,0.0,0.0
2024-07-15 00:00:00+00:00,,,,0.0,14740,0.0,0.0
2024-07-16 00:00:00+00:00,,,,0.0,5222,0.0,0.0
2024-07-17 00:00:00+00:00,,,,0.0,1445,0.0,0.0
2024-07-18 00:00:00+00:00,,,,0.0,535,0.0,0.0
2024-07-19 00:00:00+00:00,,,,0.0,547,0.0,0.0
2024-07-20 00:00:00+00:00,,,,0.0,196,0.0,0.0
2024-07-21 00:00:00+00:00,,,,0.0,686,0.0,0.0
2024-07-22 00:00:00+00:00,,,,0.0,819,0.0,0.0
2024-07-23 00:00:00+00:00,,,,0.0,142,0.0,0.0
2024-07-24 00:00:00+00:00,,,,0.0,249,0.0,0.0
2024-07-25 00:00:00+00:00,,,,0.0,467,0.0,0.0
2024-07-26 00:00:00+00:00,,,,0.0,276,0.0,0.0
2024-07-27 00:00:00+00:00,,,,0.0,165,0.0,0.0
2024-07-28 00:00:00+00:00,,,,0.0,521,0.0,0.0
2024-07-29 00:00:00+00:00,,,,0.0,252,0.0,0.0
2024-07-30 00:00:00+00:00,,,,0.0,311,0.0,0.0
2024-07-31 00:00:00+00:00,,,,0.0,478,0.0,0.0
2024-08-01 00:00:00+00:00,,,,0.0,301,0.0,0.0
2024-08-02 00:00:00+00:00,,,,0.0,265,0.0,0.0
2024-08-03 00:00:00+00:00,,,,0.0,288,0.0,0.0
2024-08-04 00:00:00+00:00,,,,0.0,34,0.0,0.0
2024-08-05 00:00:00+00:00,,,,0.0,102,0.0,0.0
2024-08-06 00:00:00+00:00,,,,0.0,892,0.0,0.0
2024-08-07 00:00:00+00:00,,,,0.0,1289,0.0,0.0
2024-08-08 00:00:00+00:00,,,,0.0,496,0.0,0.0
2024-08-09 00:00:00+00:00,,,,0.0,114,0.0,0.0
2024-08-10 00:00:00+00:00,,,,0.0,164,0.0,0.0
2024-08-11 00:00:00+00:00,,,,0.0,12,0.0,0.0
2024-08-12 00:00:00+00:00,,,,0.0,292,0.0,0.0
2024-08-13 00:00:00+00:00,,,,0.0,459,0.0,0.0
2024-08-14 00:00:00+00:00,,,,0.0,723,0.0,0.0
2024-08-15 00:00:00+00:00,,,,0.0,323,0.0,0.0
2024-08-16 00:00:00+00:00,,,,0.0,146,0.0,0.0
2024-08-17 00:00:00+00:00,,,,0.0,285,0.0,0.0
2024-08-18 00:00:00+00:00,,,,0.0,456,0.0,0.0
2024-08-19 00:00:00+00:00,,,,0.0,270,0.0,0.0
2024-08-20 00:00:00+00:00,,,,0.0,76,0.0,0.0
2024-08-21 00:00:00+00:00,,,,0.0,111,0.0,0.0
2024-08-22 00:00:00+00:00,,,,0.0,288,0.0,0.0
2024-08-23 00:00:00+00:00,,,,0.0,343,0.0,0.0
2024-08-24 00:00:00+00:00,,,,0.0,2251,0.0,0.0
2024-08-25 00:00:00+00:00,,,,0.0,171,0.0,0.0
2024-08-26 00:00:00+00:00,,,,0.0,151,0.0,0.0
2024-08-27 00:00:00+00:00,,,,0.0,206,0.0,0.0
2024-08-28 00:00:00+00:00,,,,0.0,134,0.0,0.0
2024-08-29 00:00:00+00:00,,,,0.0,43,0.0,0.0
2024-08-31 00:00:00+00:00,,,,0.0,4,0.0,0.0
2024-09-01 00:00:00+00:00,,,,0.0,37,0.0,0.0
2024-09-10 00:00:00+00:00,,,,0.0,146,0.0,0.0
2024-09-12 00:00:00+00:00,,,,0.0,7,0.0,0.0
2024-09-14 00:00:00+00:00,,,,0.0,6,0.0,0.0
2024-09-18 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-09-23 00:00:00+00:00,,,,0.0,28,0.0,0.0
2024-09-24 00:00:00+00:00,,,,0.0,6,0.0,0.0
2024-09-28 00:00:00+00:00,,,,0.0,13,0.0,0.0
2024-09-29 00:00:00+00:00,,,,0.0,13,0.0,0.0
2024-10-04 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-10-06 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-10-07 00:00:00+00:00,,,,0.0,119,0.0,0.0
2024-10-08 00:00:00+00:00,,,,0.0,18,0.0,0.0
2024-10-09 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-10-10 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-10-11 00:00:00+00:00,,,,0.0,756,0.0,0.0
2024-10-12 00:00:00+00:00,,,,0.0,917,0.0,0.0
2024-10-13 00:00:00+00:00,,,,0.0,469,0.0,0.0
2024-10-14 00:00:00+00:00,,,,0.0,379,0.0,0.0
2024-10-15 00:00:00+00:00,,,,0.0,277,0.0,0.0
2024-10-16 00:00:00+00:00,,,,0.0,343,0.0,0.0
2024-10-17 00:00:00+00:00,,,,0.0,117,0.0,0.0
2024-10-18 00:00:00+00:00,,,,0.0,485,0.0,0.0
2024-10-19 00:00:00+00:00,,,,0.0,810,0.0,0.0
2024-10-20 00:00:00+00:00,,,,0.0,1411,0.0,0.0
2024-10-21 00:00:00+00:00,,,,0.0,3265,0.0,0.0
2024-10-22 00:00:00+00:00,,,,0.0,5406,0.0,0.0
2024-10-23 00:00:00+00:00,,,,0.0,9687,0.0,0.0
2024-10-24 00:00:00+00:00,,,,0.0,4818,0.0,0.0
2024-10-25 00:00:00+00:00,,,,0.0,18510,0.0,0.0
2024-10-26 00:00:00+00:00,,,,0.0,5295,0.0,0.0
2024-10-27 00:00:00+00:00,,,,0.0,6115,0.0,0.0
2024-10-28 00:00:00+00:00,,,,0.0,1766,0.0,0.0
2024-10-29 00:00:00+00:00,,,,0.0,3173,0.0,0.0
2024-10-30 00:00:00+00:00,,,,0.0,1839,0.0,0.0
2024-10-31 00:00:00+00:00,,,,0.0,1072,0.0,0.0
2024-11-01 00:00:00+00:00,,,,0.0,1806,0.0,0.0
2024-11-02 00:00:00+00:00,,,,0.0,1253,0.0,0.0
2024-11-03 00:00:00+00:00,,,,0.0,915,0.0,0.0
2024-11-04 00:00:00+00:00,,,,0.0,193,0.0,0.0
2024-11-05 00:00:00+00:00,,,,0.0,526,0.0,0.0
2024-11-06 00:00:00+00:00,,,,0.0,2044,0.0,0.0
2024-11-07 00:00:00+00:00,,,,0.0,1528,0.0,0.0
2024-11-08 00:00:00+00:00,,,,0.0,856,0.0,0.0
2024-11-09 00:00:00+00:00,,,,0.0,2175,0.0,0.0
2024-11-10 00:00:00+00:00,,,,0.0,3979,0.0,0.0
2024-11-11 00:00:00+00:00,,,,0.0,495,0.0,0.0
2024-11-12 00:00:00+00:00,,,,0.0,81,0.0,0.0
