TIMESTAMP,HELLO_OPEN_PRICE_USD,HELLO_HIGH_PRICE_USD,HELLO_LOW_PRICE_USD,HELLO_CLOSE_PRICE_USD,HELLO_VOLUME_USD,HELLO_DIVIDENDS_USD,HELLO_STOCK_SPLITS_USD
2022-10-20 00:00:00+00:00,0.01800600066781044,0.01895200088620186,0.01398099958896637,0.01587500050663948,860437,0.0,0.0
2022-10-21 00:00:00+00:00,0.015883000567555428,0.016605999320745468,0.01496300008147955,0.014964999631047249,461257,0.0,0.0
2022-10-22 00:00:00+00:00,0.014986000023782253,0.01590299978852272,0.013451999984681606,0.015406000427901745,287697,0.0,0.0
2022-10-23 00:00:00+00:00,0.015406999737024307,0.015417000278830528,0.014115000143647194,0.015022000297904015,222550,0.0,0.0
2022-10-24 00:00:00+00:00,0.015018000267446041,0.0156289990991354,0.014851000159978867,0.015155999921262264,204595,0.0,0.0
2022-10-25 00:00:00+00:00,0.015155999921262264,0.01708099991083145,0.01508999988436699,0.016241999343037605,366784,0.0,0.0
2022-10-26 00:00:00+00:00,0.016251999884843826,0.017041999846696854,0.016011999920010567,0.01636599935591221,261434,0.0,0.0
2022-10-27 00:00:00+00:00,0.01636599935591221,0.016455000266432762,0.0149940000846982,0.01576099917292595,237368,0.0,0.0
2022-10-28 00:00:00+00:00,0.01576099917292595,0.01604500040411949,0.015084999613463879,0.01561299990862608,133989,0.0,0.0
2022-10-29 00:00:00+00:00,0.01561299990862608,0.016464000567793846,0.015100999735295773,0.015238000079989433,189722,0.0,0.0
2022-10-30 00:00:00+00:00,0.015238000079989433,0.016231000423431396,0.015201999805867672,0.015652000904083252,128987,0.0,0.0
2022-10-31 00:00:00+00:00,0.015652000904083252,0.016423000022768974,0.014829999767243862,0.015464000403881073,163419,0.0,0.0
2022-11-01 00:00:00+00:00,0.015464000403881073,0.015634000301361084,0.014181000180542469,0.014461999759078026,177229,0.0,0.0
2022-11-02 00:00:00+00:00,0.014461999759078026,0.014511000365018845,0.012790000066161156,0.013290000148117542,150299,0.0,0.0
2022-11-03 00:00:00+00:00,0.013290000148117542,0.014560000039637089,0.012263000011444092,0.012725000269711018,181710,0.0,0.0
