TIMESTAMP,POTATO_OPEN_PRICE_USD,POTATO_HIGH_PRICE_USD,POTATO_LOW_PRICE_USD,POTATO_CLOSE_PRICE_USD,POTATO_VOLUME_USD,POTATO_DIVIDENDS_USD,POTATO_STOCK_SPLITS_USD
2021-09-10 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,12506,0.0,0.0
2021-09-11 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,0.0,9.999999974752427e-07,46460,0.0,0.0
2021-09-12 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,31184,0.0,0.0
2021-09-13 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,24011,0.0,0.0
2021-09-14 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,8843,0.0,0.0
2021-09-15 00:00:00+00:00,,,,0.0,4308,0.0,0.0
2021-09-16 00:00:00+00:00,,,,0.0,5931,0.0,0.0
2021-09-17 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,8983,0.0,0.0
2021-09-18 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,19551,0.0,0.0
2021-09-19 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,4849,0.0,0.0
2021-09-20 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,4944,0.0,0.0
2021-09-21 00:00:00+00:00,,,,0.0,3331,0.0,0.0
2021-09-22 00:00:00+00:00,,,,0.0,3991,0.0,0.0
2021-09-23 00:00:00+00:00,,,,0.0,2523,0.0,0.0
2021-09-24 00:00:00+00:00,,,,0.0,3214,0.0,0.0
2021-09-25 00:00:00+00:00,,,,0.0,998,0.0,0.0
2021-09-26 00:00:00+00:00,,,,0.0,1504,0.0,0.0
2021-09-27 00:00:00+00:00,,,,0.0,2222,0.0,0.0
2021-09-28 00:00:00+00:00,,,,0.0,2068,0.0,0.0
2021-09-29 00:00:00+00:00,,,,0.0,1150,0.0,0.0
2021-09-30 00:00:00+00:00,,,,0.0,2597,0.0,0.0
2021-10-01 00:00:00+00:00,,,,0.0,4992,0.0,0.0
2021-10-02 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,6686,0.0,0.0
2021-10-03 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,3887,0.0,0.0
2021-10-04 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,4257,0.0,0.0
2021-10-05 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,3219,0.0,0.0
2021-10-06 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,2135,0.0,0.0
2021-10-07 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,2464,0.0,0.0
2021-10-08 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,4910,0.0,0.0
2021-10-09 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,7042,0.0,0.0
2021-10-10 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1503,0.0,0.0
2021-10-11 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,2478,0.0,0.0
2021-10-12 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,7684,0.0,0.0
2021-10-13 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,5422,0.0,0.0
2021-10-14 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,22219,0.0,0.0
2021-10-15 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,21279,0.0,0.0
2021-10-16 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,4991,0.0,0.0
2021-10-17 00:00:00+00:00,,,,0.0,6776,0.0,0.0
2021-10-18 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,10359,0.0,0.0
2021-10-19 00:00:00+00:00,,,,0.0,9713,0.0,0.0
2021-10-20 00:00:00+00:00,,,,0.0,6171,0.0,0.0
2021-10-21 00:00:00+00:00,,,,0.0,4250,0.0,0.0
2021-10-22 00:00:00+00:00,,,,0.0,7294,0.0,0.0
2021-10-23 00:00:00+00:00,,,,0.0,2435,0.0,0.0
2021-10-24 00:00:00+00:00,,,,0.0,4036,0.0,0.0
2021-10-25 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,11117,0.0,0.0
