TIMESTAMP,AMPL_OPEN_PRICE_USD,AMPL_HIGH_PRICE_USD,AMPL_LOW_PRICE_USD,AMPL_CLOSE_PRICE_USD,AMPL_VOLUME_USD,AMPL_DIVIDENDS_USD,AMPL_STOCK_SPLITS_USD
2019-06-28 00:00:00+00:00,2.000699996948242,2.000699996948242,1.965499997138977,2.000699996948242,468404,0.0,0.0
2019-06-29 00:00:00+00:00,2.000699996948242,2.110985040664673,1.7462340593338013,2.1109819412231445,106057,0.0,0.0
2019-06-30 00:00:00+00:00,2.110980987548828,2.181083917617798,1.8450000286102295,1.9357000589370728,89688,0.0,0.0
2019-07-01 00:00:00+00:00,1.9357000589370728,1.965499997138977,1.890212059020996,1.9207650423049927,240254,0.0,0.0
2019-07-02 00:00:00+00:00,1.9193999767303467,1.9288510084152222,1.585800051689148,1.624500036239624,69755,0.0,0.0
2019-07-03 00:00:00+00:00,1.624500036239624,1.624500036239624,1.31850004196167,1.4332000017166138,111523,0.0,0.0
2019-07-04 00:00:00+00:00,1.4332000017166138,1.611767053604126,1.4187979698181152,1.4354619979858398,29752,0.0,0.0
2019-07-05 00:00:00+00:00,1.4354100227355957,1.5347859859466553,1.3370250463485718,1.3570029735565186,33609,0.0,0.0
2019-07-06 00:00:00+00:00,1.3569610118865967,1.3948869705200195,1.2546679973602295,1.258607029914856,113086,0.0,0.0
2019-07-07 00:00:00+00:00,1.2588850259780884,1.2866350412368774,1.2484829425811768,1.254696011543274,176799,0.0,0.0
2019-07-08 00:00:00+00:00,1.2546039819717407,1.2983779907226562,1.2539050579071045,1.2974979877471924,292550,0.0,0.0
2019-07-09 00:00:00+00:00,1.2974870204925537,1.3024020195007324,1.2379570007324219,1.2863670587539673,341423,0.0,0.0
2019-07-10 00:00:00+00:00,1.2858610153198242,1.521736979484558,1.269703984260559,1.4974780082702637,514640,0.0,0.0
2019-07-11 00:00:00+00:00,1.4968680143356323,1.4996140003204346,1.3464950323104858,1.359637975692749,136475,0.0,0.0
2019-07-12 00:00:00+00:00,1.3589060306549072,1.8197170495986938,1.3405139446258545,1.4821399450302124,517290,0.0,0.0
2019-07-13 00:00:00+00:00,1.483996033668518,1.517374038696289,1.4230899810791016,1.4423719644546509,81107,0.0,0.0
2019-07-14 00:00:00+00:00,1.4418749809265137,1.6807589530944824,1.4415379762649536,1.5571459531784058,553978,0.0,0.0
2019-07-15 00:00:00+00:00,1.55833899974823,1.5845730304718018,1.4781930446624756,1.5304670333862305,307350,0.0,0.0
