TIMESTAMP,DFIAT_OPEN_PRICE_USD,DFIAT_HIGH_PRICE_USD,DFIAT_LOW_PRICE_USD,DFIAT_CLOSE_PRICE_USD,DFIAT_VOLUME_USD,DFIAT_DIVIDENDS_USD,DFIAT_STOCK_SPLITS_USD
2020-12-17 00:00:00+00:00,0.1199679970741272,0.1260789930820465,0.11923100054264069,0.12491399794816971,420095,0.0,0.0
2020-12-18 00:00:00+00:00,0.12490899860858917,0.1264210045337677,0.12485100328922272,0.12533900141716003,208121,0.0,0.0
2020-12-19 00:00:00+00:00,0.12533800303936005,0.12680299580097198,0.12405099719762802,0.12508800625801086,246281,0.0,0.0
2020-12-20 00:00:00+00:00,0.1250859946012497,0.12707099318504333,0.12479600310325623,0.12495999783277512,244961,0.0,0.0
2020-12-21 00:00:00+00:00,0.12495999783277512,0.12530000507831573,0.1217769980430603,0.12477300316095352,153959,0.0,0.0
2020-12-22 00:00:00+00:00,0.12477099895477295,0.12579700350761414,0.10893800109624863,0.11988099664449692,43163,0.0,0.0
2020-12-23 00:00:00+00:00,0.11989700049161911,0.11997400224208832,0.10379000008106232,0.10804200172424316,61943,0.0,0.0
2020-12-24 00:00:00+00:00,0.10803300142288208,0.1106489971280098,0.10705400258302689,0.10834500193595886,17702,0.0,0.0
2020-12-25 00:00:00+00:00,0.10834799706935883,0.11465200036764145,0.06252200156450272,0.06971099972724915,24536,0.0,0.0
2020-12-26 00:00:00+00:00,0.06971099972724915,0.09055200219154358,0.056265998631715775,0.05627400055527687,25,0.0,0.0
2020-12-27 00:00:00+00:00,0.05627499893307686,0.11051599681377411,0.05627499893307686,0.10883600264787674,116,0.0,0.0
2020-12-28 00:00:00+00:00,0.1086290031671524,0.11397299915552139,0.029579000547528267,0.03355000168085098,16946,0.0,0.0
2020-12-29 00:00:00+00:00,0.033548999577760696,0.03355700150132179,0.027272000908851624,0.028697000816464424,16162,0.0,0.0
2020-12-30 00:00:00+00:00,0.028697000816464424,0.029982000589370728,0.024560000747442245,0.02817700058221817,59900,0.0,0.0
2020-12-31 00:00:00+00:00,0.02817700058221817,0.029106000438332558,0.025988999754190445,0.02842099964618683,87104,0.0,0.0
2021-01-01 00:00:00+00:00,0.02842099964618683,0.029172999784350395,0.02463800087571144,0.0289900004863739,85672,0.0,0.0
2021-01-02 00:00:00+00:00,0.02899100072681904,0.08990299701690674,0.024602999910712242,0.028501000255346298,64224,0.0,0.0
2021-01-03 00:00:00+00:00,0.028505999594926834,0.0307839997112751,0.026002999395132065,0.026064999401569366,83489,0.0,0.0
2021-01-04 00:00:00+00:00,0.02606699988245964,0.033629998564720154,0.025922000408172607,0.026095999404788017,83341,0.0,0.0
2021-01-05 00:00:00+00:00,0.02609499916434288,0.0400019995868206,0.026007000356912613,0.026204999536275864,64921,0.0,0.0
2021-01-06 00:00:00+00:00,0.026204999536275864,0.03967199847102165,0.024644000455737114,0.026003999635577202,1806,0.0,0.0
2021-01-07 00:00:00+00:00,0.02605699934065342,0.03487800061702728,0.02476399950683117,0.02621000073850155,50358,0.0,0.0
2021-01-08 00:00:00+00:00,0.026210999116301537,0.03826100006699562,0.026065999642014503,0.02651900053024292,12420,0.0,0.0
2021-01-09 00:00:00+00:00,0.02651900053024292,0.03688900172710419,0.02651900053024292,0.03587700054049492,154,0.0,0.0
2021-01-10 00:00:00+00:00,0.03587000072002411,0.12568600475788116,0.03584099933505058,0.03788299858570099,240,0.0,0.0
2021-01-11 00:00:00+00:00,0.037866998463869095,0.037866998463869095,0.02587899938225746,0.026074999943375587,36879,0.0,0.0
2021-01-12 00:00:00+00:00,0.02607700042426586,0.03405100107192993,0.025983000174164772,0.02601899951696396,22443,0.0,0.0
2021-01-13 00:00:00+00:00,0.02601799927651882,0.02603200078010559,0.025978000834584236,0.02599800005555153,67840,0.0,0.0
2021-01-14 00:00:00+00:00,0.025996999815106392,0.02603200078010559,0.025964999571442604,0.02597299963235855,82260,0.0,0.0
2021-01-15 00:00:00+00:00,0.025971999391913414,0.02601199969649315,0.025956999510526657,0.026001999154686928,82197,0.0,0.0
2021-01-16 00:00:00+00:00,0.02600100077688694,0.026045000180602074,0.02597999945282936,0.026014000177383423,81816,0.0,0.0
2021-01-17 00:00:00+00:00,0.026014000177383423,0.026027999818325043,0.025975000113248825,0.026012999936938286,82073,0.0,0.0
2021-01-18 00:00:00+00:00,0.02601199969649315,0.026038000360131264,0.02599100023508072,0.02601799927651882,82446,0.0,0.0
2021-01-19 00:00:00+00:00,0.02601799927651882,0.026068000122904778,0.025953000411391258,0.02601799927651882,81896,0.0,0.0
2021-01-20 00:00:00+00:00,0.026017000898718834,0.026027999818325043,0.025970999151468277,0.026023000478744507,79927,0.0,0.0
