TIMESTAMP,ETH_OPEN_PRICE_USDT,ETH_HIGH_PRICE_USDT,ETH_LOW_PRICE_USDT,ETH_CLOSE_PRICE_USDT
2017-08-17 04:00:00,301.13,307.96,298.0,307.96
2017-08-17 08:00:00,307.96,312.0,307.0,308.95
2017-08-17 12:00:00,308.95,310.51,303.56,307.06
2017-08-17 16:00:00,307.06,312.18,298.21,301.6
2017-08-17 20:00:00,301.6,310.85,299.01,302.0
2017-08-18 00:00:00,302.0,306.47,295.19,301.4
2017-08-18 04:00:00,301.4,309.49,298.41,306.24
2017-08-18 08:00:00,306.24,311.79,303.22,307.78
2017-08-18 12:00:00,307.78,310.29,296.32,298.8
2017-08-18 16:00:00,298.8,301.11,287.37,293.83
2017-08-18 20:00:00,293.83,295.46,283.94,293.96
2017-08-19 00:00:00,293.96,299.84,292.83,293.22
2017-08-19 04:00:00,293.22,299.9,287.01,290.16
2017-08-19 08:00:00,290.16,293.17,278.0,282.58
2017-08-19 12:00:00,282.58,290.85,279.56,288.64
2017-08-19 16:00:00,288.64,295.0,284.16,293.31
2017-08-19 20:00:00,293.31,294.9,288.8,290.91
2017-08-20 00:00:00,290.91,292.42,285.96,292.41
2017-08-20 04:00:00,292.41,295.56,285.39,292.08
2017-08-20 08:00:00,292.08,296.89,282.85,295.0
2017-08-20 12:00:00,295.0,296.92,292.28,295.1
2017-08-20 16:00:00,295.1,300.53,293.28,297.88
2017-08-20 20:00:00,297.88,300.53,294.51,299.1
2017-08-21 00:00:00,299.1,300.9,294.6,299.85
2017-08-21 04:00:00,299.85,329.49,299.11,318.5
2017-08-21 08:00:00,318.5,333.66,312.6,331.53
2017-08-21 12:00:00,331.53,346.52,325.42,334.94
2017-08-21 16:00:00,334.94,342.72,316.82,329.71
2017-08-21 20:00:00,329.71,332.74,316.12,323.29
2017-08-22 00:00:00,323.29,330.41,280.0,280.0
2017-08-22 04:00:00,280.0,310.24,144.21,300.35
2017-08-22 08:00:00,300.35,313.16,296.0,308.03
2017-08-22 12:00:00,308.03,311.24,301.48,308.39
2017-08-22 16:00:00,308.39,320.76,305.08,307.03
2017-08-22 20:00:00,307.03,313.99,305.08,309.8
2017-08-23 00:00:00,309.8,319.78,309.41,317.26
2017-08-23 04:00:00,317.26,324.99,315.35,319.06
2017-08-23 08:00:00,319.06,324.51,318.02,319.2
2017-08-23 12:00:00,319.2,322.0,313.75,319.2
2017-08-23 16:00:00,319.2,322.34,315.53,318.57
2017-08-23 20:00:00,318.57,320.2,312.05,315.74
2017-08-24 00:00:00,315.74,318.45,314.01,315.22
2017-08-24 04:00:00,315.22,322.36,314.31,318.54
2017-08-24 08:00:00,318.54,323.61,316.14,323.61
2017-08-24 12:00:00,323.61,328.04,317.9,321.2
2017-08-24 16:00:00,321.2,325.35,318.97,321.23
2017-08-24 20:00:00,321.23,326.33,318.97,323.42
2017-08-25 00:00:00,323.42,330.44,323.42,326.55
2017-08-25 04:00:00,326.55,335.0,326.55,330.29
2017-08-25 08:00:00,330.29,335.41,327.4,331.26
2017-08-25 12:00:00,331.26,335.33,328.72,333.15
2017-08-25 16:00:00,333.15,338.28,325.42,328.71
2017-08-25 20:00:00,328.71,332.27,324.9,327.24
2017-08-26 00:00:00,327.24,332.27,323.41,323.46
2017-08-26 04:00:00,323.46,329.69,323.41,327.9
2017-08-26 08:00:00,327.9,331.25,326.69,327.89
2017-08-26 12:00:00,327.89,335.44,324.06,327.0
2017-08-26 16:00:00,327.0,334.17,326.7,331.19
2017-08-26 20:00:00,331.19,334.17,329.33,330.79
2017-08-27 00:00:00,330.79,338.28,330.79,331.62
2017-08-27 04:00:00,331.62,338.29,331.49,332.77
2017-08-27 08:00:00,332.77,338.42,330.73,333.94
2017-08-27 12:00:00,333.94,336.99,331.88,334.67
2017-08-27 16:00:00,334.67,341.47,332.97,339.64
2017-08-27 20:00:00,339.64,348.13,337.12,348.13
2017-08-28 00:00:00,348.13,351.0,343.44,343.44
2017-08-28 04:00:00,343.44,343.69,331.95,338.77
2017-08-28 08:00:00,338.77,342.86,336.54,341.9
2017-08-28 12:00:00,341.9,347.41,339.34,341.83
2017-08-28 16:00:00,341.83,347.42,340.49,344.3
2017-08-28 20:00:00,344.3,348.5,342.16,346.0
2017-08-29 00:00:00,346.0,353.23,346.0,350.03
2017-08-29 04:00:00,350.03,360.79,350.02,354.18
2017-08-29 08:00:00,354.18,367.13,354.01,356.75
2017-08-29 12:00:00,356.75,367.4,356.75,364.57
2017-08-29 16:00:00,364.57,373.66,362.79,367.44
2017-08-29 20:00:00,367.44,377.6,367.36,374.7
2017-08-30 00:00:00,374.7,377.8,367.37,373.0
2017-08-30 04:00:00,373.0,393.71,372.92,378.14
2017-08-30 08:00:00,378.14,384.33,362.05,375.9
2017-08-30 12:00:00,375.9,385.33,370.49,379.38
2017-08-30 16:00:00,379.38,389.8,378.72,383.38
2017-08-30 20:00:00,383.38,387.29,380.74,385.93
2017-08-31 00:00:00,385.93,385.93,377.78,383.51
2017-08-31 04:00:00,383.51,385.94,379.21,383.14
2017-08-31 08:00:00,383.14,387.42,378.85,387.42
2017-08-31 12:00:00,387.42,389.36,383.48,383.76
2017-08-31 16:00:00,383.76,387.39,383.13,384.45
2017-08-31 20:00:00,384.45,388.25,383.19,384.79
2017-09-01 00:00:00,384.79,394.39,384.79,390.86
2017-09-01 04:00:00,390.86,394.27,383.18,388.4
2017-09-01 08:00:00,388.4,393.08,387.46,389.64
2017-09-01 12:00:00,389.64,391.2,385.88,387.01
2017-09-01 16:00:00,387.01,393.4,386.05,388.08
2017-09-01 20:00:00,388.08,394.02,388.08,388.46
2017-09-02 00:00:00,388.46,394.32,373.66,378.52
2017-09-02 04:00:00,378.52,379.6,347.0,363.7
2017-09-02 08:00:00,363.7,364.84,350.42,357.0
2017-09-02 12:00:00,357.0,360.28,327.09,341.72
2017-09-02 16:00:00,341.72,345.27,329.73,336.18
2017-09-02 20:00:00,336.18,343.15,320.08,343.14
2017-09-03 00:00:00,343.14,352.67,340.2,348.85
2017-09-03 04:00:00,348.85,367.28,348.84,357.81
2017-09-03 08:00:00,357.81,363.45,334.75,336.54
2017-09-03 12:00:00,336.54,348.22,320.08,329.34
2017-09-03 16:00:00,329.34,347.73,328.3,343.03
2017-09-03 20:00:00,343.03,347.68,337.35,341.77
2017-09-04 00:00:00,341.77,344.55,328.27,329.62
2017-09-04 04:00:00,329.62,339.26,270.38,275.01
2017-09-04 08:00:00,275.01,314.27,270.0,289.93
2017-09-04 12:00:00,289.93,298.18,267.94,269.54
2017-09-04 16:00:00,269.54,302.55,268.2,296.43
2017-09-04 20:00:00,296.43,312.92,282.36,283.77
2017-09-05 00:00:00,283.77,298.74,235.55,271.12
2017-09-05 04:00:00,271.12,297.25,268.11,296.52
2017-09-05 08:00:00,296.52,299.64,282.52,295.98
2017-09-05 12:00:00,295.98,304.99,289.1,291.66
2017-09-05 16:00:00,291.66,321.52,285.94,318.26
2017-09-05 20:00:00,318.26,320.45,309.76,312.09
2017-09-06 00:00:00,312.09,333.12,312.09,325.73
2017-09-06 04:00:00,325.73,328.06,314.76,318.53
2017-09-06 08:00:00,318.53,335.02,318.53,335.02
2017-09-06 12:00:00,335.02,335.24,321.01,335.0
2017-09-06 16:00:00,335.0,335.0,335.0,335.0
2017-09-06 20:00:00,335.0,336.34,335.0,335.0
2017-09-07 00:00:00,335.0,335.01,320.35,326.59
2017-09-07 04:00:00,326.59,330.45,321.31,323.57
2017-09-07 08:00:00,323.57,332.53,320.17,329.94
2017-09-07 12:00:00,329.94,338.38,327.79,337.0
2017-09-07 16:00:00,337.0,342.5,328.81,333.52
2017-09-07 20:00:00,333.52,338.35,329.15,334.49
2017-09-08 00:00:00,334.49,335.1,326.79,330.0
2017-09-08 04:00:00,330.0,331.68,324.72,329.57
2017-09-08 08:00:00,329.57,333.76,329.57,331.53
2017-09-08 12:00:00,331.53,331.57,272.0,294.05
2017-09-08 16:00:00,294.05,310.46,280.8,294.06
2017-09-08 20:00:00,294.06,306.9,281.52,302.99
2017-09-09 00:00:00,302.99,302.99,286.96,292.31
2017-09-09 04:00:00,292.31,306.42,281.66,299.68
2017-09-09 08:00:00,299.68,303.0,295.0,303.0
2017-09-09 12:00:00,303.0,307.0,295.01,298.98
2017-09-09 16:00:00,298.98,298.98,285.17,298.76
2017-09-09 20:00:00,298.76,302.77,294.56,296.74
2017-09-10 00:00:00,296.74,299.0,281.51,290.58
2017-09-10 04:00:00,290.58,291.0,261.03,276.86
2017-09-10 08:00:00,276.86,287.05,265.0,280.22
2017-09-10 12:00:00,280.22,288.0,279.98,283.2
2017-09-10 16:00:00,283.2,302.78,283.0,302.78
2017-09-10 20:00:00,302.78,302.78,291.87,293.5
2017-09-11 00:00:00,293.5,304.98,285.21,301.76
2017-09-11 04:00:00,301.76,304.89,286.82,293.96
2017-09-11 08:00:00,293.96,297.36,288.98,294.46
2017-09-11 12:00:00,294.46,300.97,292.16,299.2
2017-09-11 16:00:00,299.2,301.99,294.77,295.56
2017-09-11 20:00:00,295.56,297.74,293.38,297.3
2017-09-12 00:00:00,297.3,304.41,297.3,304.41
2017-09-12 04:00:00,304.41,316.46,302.62,314.15
2017-09-12 08:00:00,314.15,314.15,302.32,310.95
2017-09-12 12:00:00,310.95,311.81,300.0,304.21
2017-09-12 16:00:00,304.21,305.22,286.01,295.07
2017-09-12 20:00:00,295.07,297.66,291.42,293.96
2017-09-13 00:00:00,293.96,294.5,275.0,275.0
2017-09-13 04:00:00,275.0,283.74,267.0,277.83
2017-09-13 08:00:00,277.83,280.63,262.0,263.84
2017-09-13 12:00:00,263.84,274.21,257.05,266.93
2017-09-13 16:00:00,266.93,278.24,264.95,266.1
2017-09-13 20:00:00,266.1,282.77,266.1,276.91
2017-09-14 00:00:00,276.91,283.77,270.0,270.0
2017-09-14 04:00:00,270.0,275.0,266.95,270.85
2017-09-14 08:00:00,270.85,273.0,238.34,238.39
2017-09-14 12:00:00,238.39,253.01,229.77,243.48
2017-09-14 16:00:00,243.48,244.99,221.5,234.22
2017-09-14 20:00:00,234.22,240.49,215.0,215.21
2017-09-15 00:00:00,215.21,243.96,212.11,234.0
2017-09-15 04:00:00,234.0,235.0,212.11,220.0
2017-09-15 08:00:00,220.0,225.91,192.0,199.28
2017-09-15 12:00:00,199.28,270.93,195.09,262.28
2017-09-15 16:00:00,262.28,267.69,235.03,259.01
2017-09-15 20:00:00,259.01,263.4,252.85,253.0
2017-09-16 00:00:00,253.0,269.99,250.0,259.0
2017-09-16 04:00:00,259.0,271.81,256.0,263.55
2017-09-16 08:00:00,263.55,268.72,235.51,249.99
2017-09-16 12:00:00,249.99,258.19,242.3,243.0
2017-09-16 16:00:00,243.0,257.0,243.0,246.62
2017-09-16 20:00:00,246.62,256.0,245.75,249.31
2017-09-17 00:00:00,249.31,252.54,244.0,245.02
2017-09-17 04:00:00,245.02,249.97,242.0,242.09
2017-09-17 08:00:00,242.09,246.0,239.02,242.84
2017-09-17 12:00:00,242.84,254.0,240.05,253.25
2017-09-17 16:00:00,253.25,264.39,252.01,262.06
2017-09-17 20:00:00,262.06,263.97,257.0,257.55
2017-09-18 00:00:00,257.55,285.01,257.11,282.0
2017-09-18 04:00:00,282.0,299.0,278.88,289.05
2017-09-18 08:00:00,289.05,291.0,279.61,288.88
2017-09-18 12:00:00,288.88,306.22,285.06,290.87
2017-09-18 16:00:00,290.87,293.87,285.1,288.0
2017-09-18 20:00:00,288.0,296.0,288.0,294.57
2017-09-19 00:00:00,294.57,300.0,287.0,289.87
2017-09-19 04:00:00,289.87,289.87,277.41,277.41
2017-09-19 08:00:00,277.41,294.99,277.41,289.0
2017-09-19 12:00:00,289.0,290.0,284.0,289.98
2017-09-19 16:00:00,289.98,289.98,282.0,282.0
2017-09-19 20:00:00,282.0,286.98,278.0,284.0
2017-09-20 00:00:00,284.0,284.96,280.0,281.0
2017-09-20 04:00:00,281.0,288.0,275.91,288.0
2017-09-20 08:00:00,288.0,288.0,280.98,284.05
2017-09-20 12:00:00,284.05,294.0,283.99,291.01
2017-09-20 16:00:00,291.01,293.94,288.0,288.0
2017-09-20 20:00:00,288.0,290.0,282.0,282.0
2017-09-21 00:00:00,282.0,286.0,280.01,280.01
2017-09-21 04:00:00,280.01,285.0,278.05,285.0
2017-09-21 08:00:00,285.0,287.0,282.09,282.83
2017-09-21 12:00:00,282.83,284.11,265.5,267.02
2017-09-21 16:00:00,267.02,270.8,255.02,260.87
2017-09-21 20:00:00,260.87,264.43,252.1,257.0
2017-09-22 00:00:00,257.0,268.0,257.0,268.0
2017-09-22 04:00:00,268.0,272.97,263.32,263.32
2017-09-22 08:00:00,263.32,264.79,253.5,254.22
2017-09-22 12:00:00,254.22,262.01,253.01,253.01
2017-09-22 16:00:00,253.01,259.99,253.01,259.99
2017-09-22 20:00:00,259.99,266.61,259.5,264.0
2017-09-23 00:00:00,264.0,264.0,255.11,263.0
2017-09-23 04:00:00,263.0,268.7,261.34,265.27
2017-09-23 08:00:00,265.27,282.83,265.27,282.8
2017-09-23 12:00:00,282.8,283.09,275.55,280.0
2017-09-23 16:00:00,280.0,285.0,277.07,283.0
2017-09-23 20:00:00,283.0,286.23,278.77,285.93
2017-09-24 00:00:00,285.93,294.61,282.44,293.19
2017-09-24 04:00:00,293.19,293.19,275.0,278.5
2017-09-24 08:00:00,278.5,282.95,277.95,280.47
2017-09-24 12:00:00,280.47,288.18,280.4,284.84
2017-09-24 16:00:00,284.84,287.14,277.06,284.99
2017-09-24 20:00:00,284.99,287.0,281.96,282.0
2017-09-25 00:00:00,282.0,290.8,281.34,285.32
2017-09-25 04:00:00,285.32,291.3,285.02,289.5
