TIMESTAMP,BAR32477_OPEN_PRICE_USD,BAR32477_HIGH_PRICE_USD,BAR32477_LOW_PRICE_USD,BAR32477_CLOSE_PRICE_USD,BAR32477_VOLUME_USD,BAR32477_DIVIDENDS_USD,BAR32477_STOCK_SPLITS_USD
2024-07-30 00:00:00+00:00,9.897211074829102,16.70598793029785,7.657841205596924,14.503044128417969,6850259,0.0,0.0
2024-07-31 00:00:00+00:00,14.503044128417969,20.672048568725586,11.814043998718262,12.80010986328125,5379346,0.0,0.0
2024-08-01 00:00:00+00:00,12.791088104248047,12.912172317504883,8.777251243591309,10.008942604064941,2975064,0.0,0.0
2024-08-02 00:00:00+00:00,11.090970993041992,14.253792762756348,9.155652046203613,9.80044174194336,3072062,0.0,0.0
2024-08-03 00:00:00+00:00,9.80044174194336,10.658684730529785,7.730521202087402,8.255277633666992,2879525,0.0,0.0
2024-08-04 00:00:00+00:00,8.255277633666992,9.817094802856445,6.204841136932373,7.496857166290283,2673636,0.0,0.0
2024-08-05 00:00:00+00:00,7.42973518371582,7.61117696762085,4.036994934082031,5.164092063903809,2593748,0.0,0.0
2024-08-06 00:00:00+00:00,5.164092063903809,7.211252212524414,5.164092063903809,5.614768981933594,2228263,0.0,0.0
2024-08-07 00:00:00+00:00,4.938717842102051,4.9634270668029785,2.906419038772583,3.5367519855499268,2767066,0.0,0.0
2024-08-08 00:00:00+00:00,3.5367519855499268,5.519543170928955,3.1295430660247803,5.193424224853516,2155053,0.0,0.0
2024-08-09 00:00:00+00:00,5.176009178161621,5.176009178161621,3.7353270053863525,3.7979109287261963,2227176,0.0,0.0
2024-08-10 00:00:00+00:00,3.8077149391174316,4.394215106964111,3.375976085662842,3.771627902984619,1577397,0.0,0.0
2024-08-11 00:00:00+00:00,3.771627902984619,4.271615028381348,3.3476428985595703,3.817060947418213,1353398,0.0,0.0
2024-08-12 00:00:00+00:00,3.817060947418213,6.4983367919921875,3.581494092941284,6.461383819580078,2491955,0.0,0.0
2024-08-13 00:00:00+00:00,6.474230766296387,9.717388153076172,5.767117977142334,7.741067886352539,3976778,0.0,0.0
2024-08-14 00:00:00+00:00,7.741067886352539,11.71328353881836,7.559646129608154,7.850184917449951,2702508,0.0,0.0
2024-08-15 00:00:00+00:00,7.687864780426025,8.090811729431152,6.146845817565918,6.5268731117248535,2013262,0.0,0.0
2024-08-16 00:00:00+00:00,6.414447784423828,7.895043849945068,5.924018859863281,7.542063236236572,1855256,0.0,0.0
2024-08-17 00:00:00+00:00,7.762692928314209,9.824069023132324,7.097998142242432,7.695896148681641,1890851,0.0,0.0
2024-08-18 00:00:00+00:00,7.287615776062012,7.436516761779785,5.987253189086914,6.40526008605957,1673801,0.0,0.0
2024-08-19 00:00:00+00:00,6.3870110511779785,7.426639080047607,5.48045015335083,5.983386039733887,1792638,0.0,0.0
2024-08-20 00:00:00+00:00,6.145978927612305,6.583748817443848,5.077155113220215,5.7457661628723145,1637258,0.0,0.0
2024-08-21 00:00:00+00:00,5.850852012634277,5.893457889556885,5.240944862365723,5.597839832305908,1368814,0.0,0.0
2024-08-22 00:00:00+00:00,5.450493812561035,6.055093765258789,5.129134178161621,5.613059997558594,1496582,0.0,0.0
2024-08-23 00:00:00+00:00,5.593654155731201,5.808891773223877,5.156208038330078,5.699294090270996,1457215,0.0,0.0
2024-08-24 00:00:00+00:00,6.009889125823975,6.018868923187256,5.0070390701293945,5.62551212310791,1632477,0.0,0.0
2024-08-25 00:00:00+00:00,5.454864978790283,5.7114458084106445,5.180354118347168,5.487987995147705,1425852,0.0,0.0
2024-08-26 00:00:00+00:00,5.487987995147705,5.769545078277588,4.826194763183594,5.208724021911621,1370005,0.0,0.0
2024-08-27 00:00:00+00:00,5.161007881164551,5.2003679275512695,4.4704132080078125,4.529843807220459,1338819,0.0,0.0
2024-08-28 00:00:00+00:00,4.529843807220459,4.606497764587402,3.766450881958008,3.8567230701446533,1266932,0.0,0.0
2024-08-29 00:00:00+00:00,3.8567230701446533,4.3802409172058105,3.6649909019470215,3.8045461177825928,1385541,0.0,0.0
2024-08-30 00:00:00+00:00,3.8045461177825928,3.8045461177825928,3.2731010913848877,3.654339075088501,1438011,0.0,0.0
2024-08-31 00:00:00+00:00,3.654339075088501,3.8130569458007812,3.4765400886535645,3.5182480812072754,1216340,0.0,0.0
