,BTC,Lag
QTUM,1.0591899508149746e-10,21
XRP,3.404135471305256e-09,11
ETC,2.294353520470768e-07,7
ETH,4.68500185043472e-07,14
LTC,2.2259587925824838e-06,10
XLM,2.8104270502156104e-06,13
ZEC,3.699695375210479e-05,11
USDT,0.0001217206563934,30
DASH,0.0011165918151614,10
GNO,0.0031378120741382,12
BAT,0.0075276664525408,8
DOGE,0.0102161426188948,30
XMR,0.0165460221533537,8
IOTA,0.0237436611441515,6
DCR,0.3346797288815998,22
