TIMESTAMP,BTE_OPEN_PRICE_USD,BTE_HIGH_PRICE_USD,BTE_LOW_PRICE_USD,BTE_CLOSE_PRICE_USD,BTE_VOLUME_USD,BTE_DIVIDENDS_USD,BTE_STOCK_SPLITS_USD
2022-04-22 00:00:00+00:00,0.013640999794006348,0.017792999744415283,0.011851999908685684,0.012548999860882759,91416,0.0,0.0
2022-04-23 00:00:00+00:00,0.012548999860882759,0.013554999604821205,0.012462000362575054,0.01344200037419796,9929,0.0,0.0
2022-04-24 00:00:00+00:00,0.01344200037419796,0.013632000423967838,0.01230200007557869,0.012870999984443188,12519,0.0,0.0
2022-04-25 00:00:00+00:00,0.012870999984443188,0.012873999774456024,0.011624000035226345,0.011846999637782574,9601,0.0,0.0
2022-04-26 00:00:00+00:00,0.011846999637782574,0.011885000392794609,0.010951000265777111,0.010999999940395355,473,0.0,0.0
2022-04-27 00:00:00+00:00,0.010999999940395355,0.011404000222682953,0.00993799977004528,0.01007699966430664,7159,0.0,0.0
2022-04-28 00:00:00+00:00,0.01007699966430664,0.011068999767303467,0.0099870003759861,0.010444999672472477,8426,0.0,0.0
2022-04-29 00:00:00+00:00,0.010444999672472477,0.010467000305652618,0.009867999702692032,0.009902999736368656,656,0.0,0.0
2022-04-30 00:00:00+00:00,0.009902999736368656,0.010003999806940556,0.009592999704182148,0.009599000215530396,0,0.0,0.0
2022-05-01 00:00:00+00:00,0.009599000215530396,0.009990000165998936,0.009588999673724174,0.009956000372767448,0,0.0,0.0
2022-05-02 00:00:00+00:00,0.009956000372767448,0.010094000026583672,0.009800000116229057,0.010053000412881374,667,0.0,0.0
2022-05-03 00:00:00+00:00,0.010053000412881374,0.010154999792575836,0.009147999808192253,0.009212000295519829,4914,0.0,0.0
2022-05-04 00:00:00+00:00,0.009212000295519829,0.010394999757409096,0.009202999994158745,0.010359999723732471,8773,0.0,0.0
2022-05-05 00:00:00+00:00,0.010359999723732471,0.011107999831438065,0.009693999774754047,0.010563000105321407,13903,0.0,0.0
2022-05-06 00:00:00+00:00,0.010563000105321407,0.012330000288784504,0.010328000411391258,0.011158999986946583,52549,0.0,0.0
