TIMESTAMP,ELONIA_OPEN_PRICE_USD,ELONIA_HIGH_PRICE_USD,ELONIA_LOW_PRICE_USD,ELONIA_CLOSE_PRICE_USD,ELONIA_VOLUME_USD,ELONIA_DIVIDENDS_USD,ELONIA_STOCK_SPLITS_USD
2024-12-01 00:00:00+00:00,5.999999848427251e-05,6.0999998822808266e-05,5.500000042957254e-05,5.8000001445179805e-05,52602,0.0,0.0
2024-12-02 00:00:00+00:00,5.8000001445179805e-05,5.8000001445179805e-05,4.8999998398358e-05,4.999999873689376e-05,49386,0.0,0.0
2024-12-03 00:00:00+00:00,4.999999873689376e-05,7.79999973019585e-05,4.3000000005122274e-05,7.699999696342275e-05,72603,0.0,0.0
2024-12-04 00:00:00+00:00,7.699999696342275e-05,9.7999996796716e-05,7.400000322377309e-05,9.40000027185306e-05,37513,0.0,0.0
2024-12-05 00:00:00+00:00,9.500000305706635e-05,0.00018200000340584666,9.000000136438757e-05,9.300000237999484e-05,175130,0.0,0.0
2024-12-06 00:00:00+00:00,9.40000027185306e-05,0.00010099999781232327,9.300000237999484e-05,9.999999747378752e-05,21317,0.0,0.0
2024-12-07 00:00:00+00:00,9.999999747378752e-05,0.00011700000322889537,9.899999713525176e-05,0.00010900000052060932,70459,0.0,0.0
2024-12-08 00:00:00+00:00,0.00010900000052060932,0.0001289999927394092,8.499999967170879e-05,0.0001250000059371814,116523,0.0,0.0
2024-12-09 00:00:00+00:00,0.0001250000059371814,0.0001500000071246177,6.299999949987978e-05,6.800000119255856e-05,656134,0.0,0.0
2024-12-10 00:00:00+00:00,6.800000119255856e-05,6.900000153109431e-05,4.8999998398358e-05,5.2999999752501026e-05,47865,0.0,0.0
2024-12-11 00:00:00+00:00,5.2999999752501026e-05,5.999999848427251e-05,5.2999999752501026e-05,5.900000178371556e-05,36898,0.0,0.0
2024-12-12 00:00:00+00:00,5.900000178371556e-05,6.900000153109431e-05,5.900000178371556e-05,6.199999916134402e-05,106096,0.0,0.0
2024-12-13 00:00:00+00:00,6.199999916134402e-05,6.299999949987978e-05,4.8000001697801054e-05,4.8999998398358e-05,51119,0.0,0.0
2024-12-14 00:00:00+00:00,4.8999998398358e-05,5.500000042957254e-05,4.099999932805076e-05,4.199999966658652e-05,55417,0.0,0.0
2024-12-15 00:00:00+00:00,4.199999966658652e-05,4.600000102072954e-05,3.9999998989515007e-05,4.199999966658652e-05,39836,0.0,0.0
2024-12-16 00:00:00+00:00,4.199999966658652e-05,4.199999966658652e-05,3.7000001611886546e-05,3.7999998312443495e-05,41142,0.0,0.0
2024-12-17 00:00:00+00:00,3.7999998312443495e-05,4.099999932805076e-05,3.7000001611886546e-05,3.899999865097925e-05,39893,0.0,0.0
2024-12-18 00:00:00+00:00,3.899999865097925e-05,3.9999998989515007e-05,3.5000000934815034e-05,3.600000127335079e-05,30982,0.0,0.0
2024-12-19 00:00:00+00:00,3.600000127335079e-05,4.8000001697801054e-05,3.400000059627928e-05,4.400000034365803e-05,19304,0.0,0.0
2024-12-20 00:00:00+00:00,4.400000034365803e-05,6.199999916134402e-05,4.3000000005122274e-05,6.0999998822808266e-05,17404,0.0,0.0
2024-12-21 00:00:00+00:00,6.0999998822808266e-05,6.299999949987978e-05,5.6000000768108293e-05,5.6000000768108293e-05,15577,0.0,0.0
2024-12-22 00:00:00+00:00,5.6000000768108293e-05,6.299999949987978e-05,5.0999999075429514e-05,5.999999848427251e-05,16006,0.0,0.0
2024-12-23 00:00:00+00:00,5.999999848427251e-05,7.300000288523734e-05,5.900000178371556e-05,7.200000254670158e-05,12938,0.0,0.0
2024-12-24 00:00:00+00:00,7.200000254670158e-05,8.800000068731606e-05,7.100000220816582e-05,8.70000003487803e-05,16427,0.0,0.0
2024-12-25 00:00:00+00:00,8.70000003487803e-05,0.00011000000085914508,8.70000003487803e-05,0.00010299999848939478,48885,0.0,0.0
2024-12-26 00:00:00+00:00,0.00010299999848939478,0.00011700000322889537,9.300000237999484e-05,0.0001140000022132881,21419,0.0,0.0
2024-12-27 00:00:00+00:00,0.0001140000022132881,0.00011899999663000926,0.00011300000187475234,0.00011300000187475234,22162,0.0,0.0
2024-12-28 00:00:00+00:00,0.00011300000187475234,0.0001340000017080456,0.00010900000052060932,0.00013299999409355223,27774,0.0,0.0
2024-12-29 00:00:00+00:00,0.00013299999409355223,0.00013800000306218863,0.00013000000035390258,0.0001340000017080456,12575,0.0,0.0
2024-12-30 00:00:00+00:00,0.0001340000017080456,0.00014699999883305281,0.0001340000017080456,0.00014099999680183828,14777,0.0,0.0
2024-12-31 00:00:00+00:00,0.00014099999680183828,0.00014400000509340316,0.0001289999927394092,0.0001289999927394092,13954,0.0,0.0
2025-01-01 00:00:00+00:00,0.0001289999927394092,0.0001340000017080456,0.00012799999967683107,0.00013299999409355223,12262,0.0,0.0
2025-01-02 00:00:00+00:00,0.00013299999409355223,0.00014899999951012433,0.00013299999409355223,0.00014200000441633165,14530,0.0,0.0
2025-01-03 00:00:00+00:00,0.00014200000441633165,0.0001539999939268455,0.00014000000373926014,0.0001500000071246177,13895,0.0,0.0
2025-01-04 00:00:00+00:00,0.0001500000071246177,0.00015500000154133886,0.0001449999981559813,0.0001539999939268455,14435,0.0,0.0
2025-01-05 00:00:00+00:00,0.0001539999939268455,0.00015799999528098851,0.0001500000071246177,0.0001500000071246177,15161,0.0,0.0
2025-01-06 00:00:00+00:00,0.0001500000071246177,0.0001500000071246177,0.00014000000373926014,0.00014200000441633165,11659,0.0,0.0
2025-01-07 00:00:00+00:00,0.0001429999974789098,0.0001429999974789098,0.0001320000010309741,0.00013299999409355223,10739,0.0,0.0
2025-01-08 00:00:00+00:00,0.00013299999409355223,0.00013299999409355223,0.00012399999832268804,0.00012700000661425292,6940,0.0,0.0
2025-01-09 00:00:00+00:00,0.00012700000661425292,0.0001320000010309741,0.00011700000322889537,0.00011999999696854502,14670,0.0,0.0
2025-01-10 00:00:00+00:00,0.00011999999696854502,0.00015199999324977398,0.00011999999696854502,0.00015100000018719584,19045,0.0,0.0
2025-01-11 00:00:00+00:00,0.00015100000018719584,0.00015100000018719584,0.0001449999981559813,0.0001449999981559813,10510,0.0,0.0
2025-01-12 00:00:00+00:00,0.0001449999981559813,0.000155999994603917,0.00014200000441633165,0.00015300000086426735,16200,0.0,0.0
2025-01-13 00:00:00+00:00,0.00015300000086426735,0.00015900000289548188,0.00014200000441633165,0.0001429999974789098,14417,0.0,0.0
2025-01-14 00:00:00+00:00,0.0001429999974789098,0.00015199999324977398,0.00014200000441633165,0.00014699999883305281,16033,0.0,0.0
2025-01-15 00:00:00+00:00,0.00014699999883305281,0.00016900000628083944,0.00014600000577047467,0.00016799999866634607,11032,0.0,0.0
2025-01-16 00:00:00+00:00,0.00016799999866634607,0.00017499999376013875,0.0001610000035725534,0.00017299999308306724,17341,0.0,0.0
2025-01-17 00:00:00+00:00,0.00017299999308306724,0.00020199999562464654,0.00016799999866634607,0.000195999993593432,226267,0.0,0.0
2025-01-18 00:00:00+00:00,0.000195999993593432,0.0003370000049471855,0.0001939999929163605,0.00030899999546818435,395637,0.0,0.0
