TIMESTAMP,XB31158_OPEN_PRICE_USD,XB31158_HIGH_PRICE_USD,XB31158_LOW_PRICE_USD,XB31158_CLOSE_PRICE_USD,XB31158_VOLUME_USD,XB31158_DIVIDENDS_USD,XB31158_STOCK_SPLITS_USD
2024-05-09 00:00:00+00:00,0.4587480127811432,1.0486030578613281,0.3789159953594208,0.827987015247345,185724,0.0,0.0
2024-05-10 00:00:00+00:00,0.827987015247345,3.5647449493408203,0.5302450060844421,1.5827749967575073,374023,0.0,0.0
2024-05-11 00:00:00+00:00,1.6418819427490234,1.8191410303115845,1.0071769952774048,1.0653159618377686,97473,0.0,0.0
2024-05-12 00:00:00+00:00,1.1650919914245605,1.6861449480056763,0.8875659704208374,1.3504979610443115,92194,0.0,0.0
2024-05-13 00:00:00+00:00,1.311432957649231,1.5190329551696777,0.9262629747390747,1.003646969795227,50760,0.0,0.0
2024-05-14 00:00:00+00:00,1.0147980451583862,1.0943989753723145,0.7350329756736755,0.8154709935188293,30948,0.0,0.0
2024-05-15 00:00:00+00:00,0.8154709935188293,1.1529430150985718,0.7797880172729492,0.9791319966316223,24899,0.0,0.0
2024-05-16 00:00:00+00:00,0.9897159934043884,1.0057940483093262,0.7996990084648132,0.8157849907875061,13702,0.0,0.0
2024-05-17 00:00:00+00:00,0.8025519847869873,0.8506709933280945,0.7509350180625916,0.8114539980888367,10250,0.0,0.0
2024-05-18 00:00:00+00:00,0.8132290244102478,0.8179050087928772,0.5001000165939331,0.685247004032135,39083,0.0,0.0
2024-05-19 00:00:00+00:00,0.6785359978675842,0.7493720054626465,0.6115419864654541,0.7379770278930664,8289,0.0,0.0
2024-05-20 00:00:00+00:00,0.7343569993972778,0.7426589727401733,0.625078022480011,0.6702269911766052,14235,0.0,0.0
2024-05-21 00:00:00+00:00,0.6702269911766052,0.7478950023651123,0.5520529747009277,0.624364972114563,20348,0.0,0.0
2024-05-22 00:00:00+00:00,0.624364972114563,0.6682720184326172,0.6234139800071716,0.6332190036773682,2805,0.0,0.0
2024-05-23 00:00:00+00:00,0.6332190036773682,0.7234619855880737,0.5537130236625671,0.6091939806938171,14734,0.0,0.0
2024-05-24 00:00:00+00:00,0.5962259769439697,0.667294979095459,0.552278995513916,0.5523139834403992,7138,0.0,0.0
2024-05-25 00:00:00+00:00,0.5523139834403992,0.5524470210075378,0.4033389985561371,0.4436289966106415,13958,0.0,0.0
2024-05-26 00:00:00+00:00,0.43374601006507874,0.45611700415611267,0.4132319986820221,0.4332830011844635,7915,0.0,0.0
