,XRP
ETH,0.6666557065379333
QTUM,0.6570329543679614
BTS,0.6437185867223035
XEM,0.622333411270269
ETC,0.6141629677791581
LSK,0.6091070735076511
KMD,0.5929230058217958
BTC,0.591514868259374
SC,0.5883607607158133
ZEN,0.5803891987921509
DGB,0.5756434362259717
STEEM,0.5637045056020138
ARK,0.560547416221026
DCR,0.5528021116011766
RLC,0.5213985340129957
SYS,0.5197117573690706
ANT,0.513233553303956
GNO,0.5116772589997083
MONA,0.4875351251873102
FIRO,0.4754014484316207
MAID,0.4013345541820862
DOGE,0.3728421643577587
VERI,0.260548433383403
USDT,0.2214156138028815
XWC,0.0983477972502587
CON,-0.0395913333054552
