,XRP
ETH,0.5864733223117451
QTUM,0.5408426561645022
ETC,0.5063971937227622
BTS,0.5037115701696416
XEM,0.4965730225651502
BTC,0.4932904680446389
LSK,0.4840906298968902
SC,0.4730137358060076
KMD,0.4698104974438674
DGB,0.467599711831297
ZEN,0.4647472363705353
STEEM,0.4274176381014258
ARK,0.4201055047851546
DCR,0.4070380681837088
ANT,0.4026810828637526
RLC,0.3963835821222986
FIRO,0.3930835691038847
GNO,0.374635183966154
SYS,0.3740038934233384
MONA,0.348501818015949
MAID,0.3432391522118013
DOGE,0.260287659314003
VERI,0.2038025361183037
XWC,0.0580264000897104
CON,0.0566398905124913
USDT,0.0547202728662074
