,XRP
ETH,0.6034620439946197
QTUM,0.5611271709263158
ETC,0.5286193863416815
LSK,0.5099517269134098
BTC,0.5096797965514372
BTS,0.4974734814163407
KMD,0.4948621176574067
DGB,0.4921079628521022
SC,0.4857807151226641
ZEN,0.4849822629825779
XEM,0.4782971892805246
ARK,0.4490939789360481
STEEM,0.4410075144250969
FIRO,0.4342035372053883
RLC,0.4319517764855023
DCR,0.4282670439492453
ANT,0.427543495296081
SYS,0.3971785331569148
MAID,0.396201570341352
GNO,0.3929490556290522
MONA,0.3495818014870938
DOGE,0.2265534961438595
VERI,0.2231776107237172
CON,0.1042252553296825
XWC,0.0551038780113005
USDT,-0.0341835144415988
