TIMESTAMP,PHB_OPEN_PRICE_USD,PHB_HIGH_PRICE_USD,PHB_LOW_PRICE_USD,PHB_CLOSE_PRICE_USD,PHB_VOLUME_USD,PHB_DIVIDENDS_USD,PHB_STOCK_SPLITS_USD
2017-11-09 00:00:00+00:00,0.04905400052666664,0.05542200058698654,0.04611999914050102,0.052014999091625214,799153,0.0,0.0
2017-11-10 00:00:00+00:00,0.0521869994699955,0.054040998220443726,0.04167800024151802,0.04235899820923805,672973,0.0,0.0
2017-11-11 00:00:00+00:00,0.042086999863386154,0.046535998582839966,0.04196200147271156,0.04427900165319443,885127,0.0,0.0
2017-11-12 00:00:00+00:00,0.04413300007581711,0.04413300007581711,0.03768400102853775,0.03854500129818916,1752070,0.0,0.0
2017-11-13 00:00:00+00:00,0.03991900011897087,0.05080899968743324,0.039236001670360565,0.050011999905109406,1383240,0.0,0.0
2017-11-14 00:00:00+00:00,0.05009400099515915,0.05074499920010567,0.04739399999380112,0.04785899817943573,1010800,0.0,0.0
2017-11-15 00:00:00+00:00,0.047919001430273056,0.049768999218940735,0.04485499858856201,0.045864999294281006,744128,0.0,0.0
2017-11-16 00:00:00+00:00,0.045559998601675034,0.04788700118660927,0.04167800024151802,0.04325300082564354,1164680,0.0,0.0
2017-11-17 00:00:00+00:00,0.042479999363422394,0.04732299968600273,0.042479999363422394,0.04468199983239174,1086990,0.0,0.0
2017-11-18 00:00:00+00:00,0.04483800008893013,0.04873700067400932,0.04335999861359596,0.047912999987602234,1127430,0.0,0.0
2017-11-19 00:00:00+00:00,0.047807998955249786,0.049963999539613724,0.04299499839544296,0.04299499839544296,1179690,0.0,0.0
2017-11-20 00:00:00+00:00,0.044429998844861984,0.047979000955820084,0.042750999331474304,0.04535999894142151,1081460,0.0,0.0
2017-11-21 00:00:00+00:00,0.04534300044178963,0.04534300044178963,0.04075000062584877,0.04346200078725815,787974,0.0,0.0
2017-11-22 00:00:00+00:00,0.04347499832510948,0.0437919981777668,0.04002299904823303,0.042031001299619675,669300,0.0,0.0
2017-11-23 00:00:00+00:00,0.04155899956822395,0.04834999889135361,0.04029799997806549,0.04706300050020218,826399,0.0,0.0
2017-11-24 00:00:00+00:00,0.04685400053858757,0.048652999103069305,0.044002000242471695,0.04753899946808815,957171,0.0,0.0
2017-11-25 00:00:00+00:00,0.047081999480724335,0.05034499987959862,0.04472599923610687,0.04825799912214279,2625550,0.0,0.0
2017-11-26 00:00:00+00:00,0.04822999984025955,0.04977000132203102,0.04619999974966049,0.04870399832725525,740226,0.0,0.0
2017-11-27 00:00:00+00:00,0.04880499839782715,0.04958700016140938,0.041662998497486115,0.0447469986975193,1000660,0.0,0.0
2017-11-28 00:00:00+00:00,0.04496600106358528,0.04559899866580963,0.0399009995162487,0.042288001626729965,771716,0.0,0.0
2017-11-29 00:00:00+00:00,0.042148999869823456,0.04347800090909004,0.033365000039339066,0.03466799855232239,616710,0.0,0.0
