TIMESTAMP,SIGMA32498_OPEN_PRICE_USD,SIGMA32498_HIGH_PRICE_USD,SIGMA32498_LOW_PRICE_USD,SIGMA32498_CLOSE_PRICE_USD,SIGMA32498_VOLUME_USD,SIGMA32498_DIVIDENDS_USD,SIGMA32498_STOCK_SPLITS_USD
2024-07-31 00:00:00+00:00,0.01707799918949604,0.01805100031197071,0.01355000026524067,0.015030999667942524,2421876,0.0,0.0
2024-08-01 00:00:00+00:00,0.015030999667942524,0.015807000920176506,0.010768000036478043,0.014174999669194221,3156645,0.0,0.0
2024-08-02 00:00:00+00:00,0.01333799958229065,0.013704000040888786,0.0077599999494850636,0.008205000311136246,2606539,0.0,0.0
2024-08-03 00:00:00+00:00,0.008244999684393406,0.010196000337600708,0.006192000117152929,0.00977300014346838,2589962,0.0,0.0
2024-08-04 00:00:00+00:00,0.009765000082552433,0.012252000160515308,0.007036999799311161,0.008945000357925892,1469623,0.0,0.0
2024-08-05 00:00:00+00:00,0.007947999984025955,0.008980999700725079,0.0044200001284480095,0.007060000207275152,2727581,0.0,0.0
2024-08-06 00:00:00+00:00,0.0070779998786747456,0.011145000346004963,0.007054999936372042,0.008085999637842178,2435540,0.0,0.0
2024-08-07 00:00:00+00:00,0.008648999966681004,0.012009000405669212,0.00838099978864193,0.008685999549925327,1656394,0.0,0.0
2024-08-08 00:00:00+00:00,0.008685999549925327,0.010057000443339348,0.007137000095099211,0.008059999905526638,1549311,0.0,0.0
2024-08-09 00:00:00+00:00,0.007430000230669975,0.007846999913454056,0.005760999862104654,0.0064500002190470695,1492665,0.0,0.0
2024-08-10 00:00:00+00:00,0.0064500002190470695,0.007230999879539013,0.004592000041157007,0.004679999779909849,1092546,0.0,0.0
2024-08-11 00:00:00+00:00,0.004679999779909849,0.005754999816417694,0.003976000007241964,0.003976000007241964,779941,0.0,0.0
2024-08-12 00:00:00+00:00,0.00395999988541007,0.00621799984946847,0.0038300000596791506,0.004610000178217888,1069517,0.0,0.0
2024-08-13 00:00:00+00:00,0.004610000178217888,0.005776999983936548,0.004236000124365091,0.004422000143676996,844551,0.0,0.0
2024-08-14 00:00:00+00:00,0.004422000143676996,0.005843000020831823,0.0043379999697208405,0.005752000026404858,750602,0.0,0.0
2024-08-15 00:00:00+00:00,0.006302000023424625,0.010987999849021435,0.00582600012421608,0.00941499974578619,2913901,0.0,0.0
2024-08-16 00:00:00+00:00,0.009205999784171581,0.014014000073075294,0.009021000005304813,0.01155999954789877,2623007,0.0,0.0
2024-08-17 00:00:00+00:00,0.010780000127851963,0.011311000213027,0.009328999556601048,0.009445000439882278,915448,0.0,0.0
2024-08-18 00:00:00+00:00,0.009169000200927258,0.009696000255644321,0.007416999898850918,0.007726000156253576,856744,0.0,0.0
2024-08-19 00:00:00+00:00,0.007726000156253576,0.009693000465631485,0.00725199980661273,0.007873999886214733,967445,0.0,0.0
2024-08-20 00:00:00+00:00,0.007945000194013119,0.009452000260353088,0.007178000174462795,0.0074720000848174095,621177,0.0,0.0
2024-08-21 00:00:00+00:00,0.006663000211119652,0.007255000062286854,0.00571200018748641,0.005748999770730734,784365,0.0,0.0
