TIMESTAMP,PET29706_OPEN_PRICE_USD,PET29706_HIGH_PRICE_USD,PET29706_LOW_PRICE_USD,PET29706_CLOSE_PRICE_USD,PET29706_VOLUME_USD,PET29706_DIVIDENDS_USD,PET29706_STOCK_SPLITS_USD
2024-03-12 00:00:00+00:00,0.007770999800413847,0.008635999634861946,0.007728999946266413,0.008309000171720982,15456,0.0,0.0
2024-03-13 00:00:00+00:00,0.008309000171720982,0.013365999795496464,9.999999974752427e-07,0.01171599980443716,42183,0.0,0.0
2024-03-14 00:00:00+00:00,0.01171599980443716,0.0117419995367527,0.007937000133097172,0.008488999679684639,26177,0.0,0.0
2024-03-15 00:00:00+00:00,0.008488999679684639,0.009437999688088894,0.0077320002019405365,0.008902999572455883,4379,0.0,0.0
2024-03-16 00:00:00+00:00,0.008902999572455883,0.009057000279426575,0.007792000193148851,0.007861999794840813,6319,0.0,0.0
2024-03-17 00:00:00+00:00,0.007861999794840813,0.008477999828755856,0.00735200010240078,0.007519000209867954,9617,0.0,0.0
2024-03-18 00:00:00+00:00,0.007400999777019024,0.007683000061661005,0.006661000195890665,0.007203000131994486,7008,0.0,0.0
2024-03-19 00:00:00+00:00,0.007178000174462795,0.010254999622702599,0.00686099985614419,0.009602000005543232,35552,0.0,0.0
2024-03-20 00:00:00+00:00,0.009602000005543232,0.023593999445438385,0.009429999627172947,0.018765000626444817,115194,0.0,0.0
2024-03-21 00:00:00+00:00,0.018765000626444817,0.023679999634623528,0.01868700049817562,0.019362999126315117,58456,0.0,0.0
2024-03-22 00:00:00+00:00,0.019362999126315117,0.020002000033855438,0.015629999339580536,0.01767599955201149,36513,0.0,0.0
2024-03-23 00:00:00+00:00,0.01767599955201149,0.02053700014948845,0.017568999901413918,0.019751999527215958,32473,0.0,0.0
2024-03-24 00:00:00+00:00,0.019751999527215958,0.023267000913619995,0.01971999928355217,0.02042200043797493,33933,0.0,0.0
2024-03-25 00:00:00+00:00,0.02042200043797493,0.03887400031089783,0.02042200043797493,0.03177599981427193,174273,0.0,0.0
2024-03-26 00:00:00+00:00,0.03177599981427193,0.034609999507665634,0.026629000902175903,0.028119999915361404,63763,0.0,0.0
2024-03-27 00:00:00+00:00,0.028119999915361404,0.028534000739455223,0.02515999972820282,0.02762099914252758,24916,0.0,0.0
2024-03-28 00:00:00+00:00,0.02762099914252758,0.029673999175429344,0.02667500078678131,0.028787000104784966,18769,0.0,0.0
2024-03-29 00:00:00+00:00,0.028787000104784966,0.029810000211000443,0.024956999346613884,0.025294000282883644,29782,0.0,0.0
2024-03-30 00:00:00+00:00,0.025294000282883644,0.02871900051832199,0.024979999288916588,0.027532000094652176,36691,0.0,0.0
2024-03-31 00:00:00+00:00,0.027532000094652176,0.030717000365257263,0.027202000841498375,0.03064900077879429,36299,0.0,0.0
2024-04-01 00:00:00+00:00,0.03064900077879429,0.03191300109028816,0.028586000204086304,0.02913700044155121,37389,0.0,0.0
2024-04-02 00:00:00+00:00,0.02913700044155121,0.029231000691652298,0.023663999512791634,0.02416599914431572,18393,0.0,0.0
2024-04-03 00:00:00+00:00,0.02416599914431572,0.026350999251008034,0.023667000234127045,0.024553000926971436,5898,0.0,0.0
2024-04-04 00:00:00+00:00,0.024553000926971436,0.024809999391436577,0.022752000018954277,0.023471999913454056,14396,0.0,0.0
2024-04-05 00:00:00+00:00,0.023471999913454056,0.028403999283909798,0.023469999432563782,0.02798599936068058,17204,0.0,0.0
2024-04-06 00:00:00+00:00,0.02798599936068058,0.02806999906897545,0.023238999769091606,0.025807000696659088,28645,0.0,0.0
2024-04-07 00:00:00+00:00,0.025807000696659088,0.025837000459432602,0.02100200019776821,0.021497000008821487,25296,0.0,0.0
2024-04-08 00:00:00+00:00,0.021497000008821487,0.028387000784277916,0.021438999101519585,0.027852000668644905,39769,0.0,0.0
2024-04-09 00:00:00+00:00,0.027852000668644905,0.030567999929189682,0.023403000086545944,0.02433300018310547,55647,0.0,0.0
2024-04-10 00:00:00+00:00,0.02433300018310547,0.029152000322937965,0.023460999131202698,0.02695699967443943,332658,0.0,0.0
2024-04-11 00:00:00+00:00,0.02695699967443943,0.030237000435590744,0.025710999965667725,0.026726000010967255,607329,0.0,0.0
2024-04-12 00:00:00+00:00,0.026726000010967255,0.029496999457478523,0.01675800047814846,0.020912999287247658,793994,0.0,0.0
2024-04-13 00:00:00+00:00,0.020912999287247658,0.021338000893592834,0.01591400057077408,0.017318999394774437,12900,0.0,0.0
2024-04-14 00:00:00+00:00,0.017318999394774437,0.01902800053358078,0.016714999452233315,0.018888000398874283,8486,0.0,0.0
2024-04-15 00:00:00+00:00,0.01889999955892563,0.01989400014281273,0.015545999631285667,0.015561999753117561,35897,0.0,0.0
2024-04-16 00:00:00+00:00,0.015561999753117561,0.01586100086569786,0.013577999547123909,0.014268999919295311,15915,0.0,0.0
2024-04-17 00:00:00+00:00,0.014224999584257603,0.014588999561965466,0.013016999699175358,0.013028999790549278,6636,0.0,0.0
2024-04-18 00:00:00+00:00,0.013028999790549278,0.014019999653100967,0.012517999857664108,0.01386599987745285,4914,0.0,0.0
2024-04-19 00:00:00+00:00,0.01386599987745285,0.015652000904083252,0.013136000372469425,0.013255000114440918,375,0.0,0.0
2024-04-20 00:00:00+00:00,0.013255000114440918,0.013265999965369701,0.013252000324428082,0.013256000354886055,181,0.0,0.0
2024-04-21 00:00:00+00:00,0.013253999873995781,0.013257999904453754,0.011389000341296196,0.011428000405430794,2946,0.0,0.0
2024-04-22 00:00:00+00:00,0.011428000405430794,0.01160299964249134,0.009062999859452248,0.00930199958384037,14827,0.0,0.0
2024-04-23 00:00:00+00:00,0.00930199958384037,0.009549999609589577,0.007803000044077635,0.007829000242054462,14207,0.0,0.0
2024-04-24 00:00:00+00:00,0.007840000092983246,0.008208000101149082,0.006984000094234943,0.00774900009855628,10483,0.0,0.0
2024-04-25 00:00:00+00:00,0.00774900009855628,0.00784900039434433,0.006798999849706888,0.0069229998625814915,6460,0.0,0.0
2024-04-26 00:00:00+00:00,0.0069229998625814915,0.006994999945163727,0.0055160000920295715,0.005541000049561262,12379,0.0,0.0
2024-04-27 00:00:00+00:00,0.005541000049561262,0.005601999815553427,0.004705999977886677,0.005204999819397926,14459,0.0,0.0
2024-04-28 00:00:00+00:00,0.005204999819397926,0.00585100008174777,0.005204000044614077,0.00583800021559,6696,0.0,0.0
2024-04-29 00:00:00+00:00,0.00583800021559,0.006043999921530485,0.005669999867677689,0.006041000131517649,7565,0.0,0.0
2024-04-30 00:00:00+00:00,0.006041000131517649,0.009089999832212925,0.005750999785959721,0.0067889997735619545,42499,0.0,0.0
2024-05-01 00:00:00+00:00,0.0067889997735619545,0.006806999910622835,0.005923999939113855,0.006798999849706888,6228,0.0,0.0
2024-05-02 00:00:00+00:00,0.006798999849706888,0.007253999821841717,0.006477000191807747,0.006802999880164862,10148,0.0,0.0
2024-05-03 00:00:00+00:00,0.006725999992340803,0.008077000267803669,0.0066720000468194485,0.008057000115513802,22637,0.0,0.0
