TIMESTAMP,UBX_OPEN_PRICE_USD,UBX_HIGH_PRICE_USD,UBX_LOW_PRICE_USD,UBX_CLOSE_PRICE_USD,UBX_VOLUME_USD,UBX_DIVIDENDS_USD,UBX_STOCK_SPLITS_USD
2020-11-09 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,23519,0.0,0.0
2020-11-10 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,7.000000096013537e-06,7.999999979801942e-06,25934,0.0,0.0
2020-11-11 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.000000096013537e-06,7.000000096013537e-06,24084,0.0,0.0
2020-11-12 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,7.000000096013537e-06,7.000000096013537e-06,25767,0.0,0.0
2020-11-13 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,7.000000096013537e-06,7.999999979801942e-06,27800,0.0,0.0
2020-11-14 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.000000096013537e-06,7.000000096013537e-06,23344,0.0,0.0
2020-11-15 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,7.000000096013537e-06,7.999999979801942e-06,18600,0.0,0.0
2020-11-16 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.000000096013537e-06,7.000000096013537e-06,24731,0.0,0.0
2020-11-17 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.000000096013537e-06,7.999999979801942e-06,25055,0.0,0.0
2020-11-18 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,22893,0.0,0.0
2020-11-19 00:00:00+00:00,7.999999979801942e-06,9.999999747378752e-06,7.999999979801942e-06,9.999999747378752e-06,25786,0.0,0.0
2020-11-20 00:00:00+00:00,9.999999747378752e-06,1.2000000424450263e-05,9.999999747378752e-06,1.2000000424450263e-05,35960,0.0,0.0
2020-11-21 00:00:00+00:00,1.2000000424450263e-05,1.2999999853491317e-05,1.1000000085914508e-05,1.1000000085914508e-05,28766,0.0,0.0
2020-11-22 00:00:00+00:00,1.1000000085914508e-05,1.2999999853491317e-05,9.999999747378752e-06,1.2000000424450263e-05,27205,0.0,0.0
2020-11-23 00:00:00+00:00,1.2000000424450263e-05,1.2999999853491317e-05,1.2000000424450263e-05,1.2000000424450263e-05,27391,0.0,0.0
2020-11-24 00:00:00+00:00,1.2000000424450263e-05,1.2999999853491317e-05,1.1000000085914508e-05,1.2000000424450263e-05,30084,0.0,0.0
2020-11-25 00:00:00+00:00,1.2000000424450263e-05,1.4000000192027073e-05,9.999999747378752e-06,1.2999999853491317e-05,30188,0.0,0.0
2020-11-26 00:00:00+00:00,1.2999999853491317e-05,2.099999983329326e-05,1.2000000424450263e-05,1.2999999853491317e-05,28196,0.0,0.0
2020-11-27 00:00:00+00:00,1.2999999853491317e-05,1.4999999621068127e-05,1.2000000424450263e-05,1.4000000192027073e-05,26459,0.0,0.0
2020-11-28 00:00:00+00:00,1.4000000192027073e-05,1.5999999959603883e-05,1.4000000192027073e-05,1.5999999959603883e-05,28859,0.0,0.0
2020-11-29 00:00:00+00:00,1.5999999959603883e-05,1.700000029813964e-05,1.4999999621068127e-05,1.700000029813964e-05,29163,0.0,0.0
2020-11-30 00:00:00+00:00,1.700000029813964e-05,1.8000000636675395e-05,1.4999999621068127e-05,1.8000000636675395e-05,37495,0.0,0.0
2020-12-01 00:00:00+00:00,1.8000000636675395e-05,1.8000000636675395e-05,1.4999999621068127e-05,1.700000029813964e-05,34505,0.0,0.0
2020-12-02 00:00:00+00:00,1.700000029813964e-05,1.700000029813964e-05,1.4000000192027073e-05,1.4999999621068127e-05,35659,0.0,0.0
2020-12-03 00:00:00+00:00,1.4999999621068127e-05,1.5999999959603883e-05,1.4000000192027073e-05,1.4000000192027073e-05,32909,0.0,0.0
2020-12-04 00:00:00+00:00,1.4000000192027073e-05,1.4999999621068127e-05,1.1000000085914508e-05,1.1000000085914508e-05,26688,0.0,0.0
2020-12-05 00:00:00+00:00,1.1000000085914508e-05,1.2999999853491317e-05,9.999999747378752e-06,1.1000000085914508e-05,41404,0.0,0.0
2020-12-06 00:00:00+00:00,1.1000000085914508e-05,1.4000000192027073e-05,9.999999747378752e-06,1.2999999853491317e-05,46787,0.0,0.0
2020-12-07 00:00:00+00:00,1.2999999853491317e-05,1.2999999853491317e-05,9.999999747378752e-06,1.1000000085914508e-05,30791,0.0,0.0
2020-12-08 00:00:00+00:00,1.1000000085914508e-05,1.2000000424450263e-05,9.999999747378752e-06,9.999999747378752e-06,26412,0.0,0.0
2020-12-09 00:00:00+00:00,9.999999747378752e-06,1.1000000085914508e-05,9.999999747378752e-06,1.1000000085914508e-05,31792,0.0,0.0
2020-12-10 00:00:00+00:00,9.999999747378752e-06,1.1000000085914508e-05,9.999999747378752e-06,9.999999747378752e-06,29182,0.0,0.0
2020-12-11 00:00:00+00:00,9.999999747378752e-06,9.999999747378752e-06,7.999999979801942e-06,7.999999979801942e-06,28082,0.0,0.0
2020-12-12 00:00:00+00:00,7.999999979801942e-06,1.1000000085914508e-05,7.999999979801942e-06,9.999999747378752e-06,29006,0.0,0.0
2020-12-13 00:00:00+00:00,9.999999747378752e-06,1.1000000085914508e-05,9.000000318337698e-06,1.1000000085914508e-05,33211,0.0,0.0
2020-12-14 00:00:00+00:00,1.1000000085914508e-05,1.2000000424450263e-05,9.999999747378752e-06,1.1000000085914508e-05,31036,0.0,0.0
2020-12-15 00:00:00+00:00,1.1000000085914508e-05,1.1000000085914508e-05,9.999999747378752e-06,9.999999747378752e-06,28736,0.0,0.0
2020-12-16 00:00:00+00:00,9.999999747378752e-06,1.1000000085914508e-05,9.000000318337698e-06,9.999999747378752e-06,30542,0.0,0.0
2020-12-17 00:00:00+00:00,9.999999747378752e-06,1.1000000085914508e-05,7.999999979801942e-06,9.000000318337698e-06,28097,0.0,0.0
2020-12-18 00:00:00+00:00,9.000000318337698e-06,9.999999747378752e-06,7.999999979801942e-06,9.999999747378752e-06,29388,0.0,0.0
2020-12-19 00:00:00+00:00,9.999999747378752e-06,9.999999747378752e-06,9.000000318337698e-06,9.000000318337698e-06,28987,0.0,0.0
2020-12-20 00:00:00+00:00,9.000000318337698e-06,1.2000000424450263e-05,9.000000318337698e-06,9.000000318337698e-06,38757,0.0,0.0
2020-12-21 00:00:00+00:00,9.999999747378752e-06,1.1000000085914508e-05,9.000000318337698e-06,9.000000318337698e-06,31468,0.0,0.0
2020-12-22 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,7.999999979801942e-06,7.999999979801942e-06,31191,0.0,0.0
2020-12-23 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,6.000000212225132e-06,7.000000096013537e-06,10951,0.0,0.0
2020-12-24 00:00:00+00:00,7.000000096013537e-06,9.000000318337698e-06,7.000000096013537e-06,9.000000318337698e-06,8035,0.0,0.0
2020-12-25 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,7.000000096013537e-06,7.000000096013537e-06,18101,0.0,0.0
2020-12-26 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,7.000000096013537e-06,7.999999979801942e-06,25116,0.0,0.0
2020-12-27 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.000000096013537e-06,7.000000096013537e-06,27698,0.0,0.0
2020-12-28 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,6.000000212225132e-06,7.000000096013537e-06,29497,0.0,0.0
2020-12-29 00:00:00+00:00,7.000000096013537e-06,9.000000318337698e-06,7.000000096013537e-06,9.000000318337698e-06,35236,0.0,0.0
2020-12-30 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,7.999999979801942e-06,9.000000318337698e-06,27188,0.0,0.0
2020-12-31 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,7.999999979801942e-06,9.000000318337698e-06,25582,0.0,0.0
2021-01-01 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,7.999999979801942e-06,7.999999979801942e-06,25629,0.0,0.0
2021-01-02 00:00:00+00:00,7.999999979801942e-06,9.000000318337698e-06,7.999999979801942e-06,9.000000318337698e-06,36712,0.0,0.0
2021-01-03 00:00:00+00:00,9.000000318337698e-06,1.4000000192027073e-05,9.000000318337698e-06,1.1000000085914508e-05,55324,0.0,0.0
2021-01-04 00:00:00+00:00,1.1000000085914508e-05,1.2999999853491317e-05,9.000000318337698e-06,1.1000000085914508e-05,41399,0.0,0.0
2021-01-05 00:00:00+00:00,1.1000000085914508e-05,1.1000000085914508e-05,7.999999979801942e-06,9.999999747378752e-06,37553,0.0,0.0
2021-01-06 00:00:00+00:00,9.999999747378752e-06,1.1000000085914508e-05,7.000000096013537e-06,9.999999747378752e-06,41486,0.0,0.0
2021-01-07 00:00:00+00:00,9.999999747378752e-06,9.999999747378752e-06,9.000000318337698e-06,9.000000318337698e-06,48715,0.0,0.0
2021-01-08 00:00:00+00:00,9.000000318337698e-06,9.999999747378752e-06,7.000000096013537e-06,9.000000318337698e-06,53006,0.0,0.0
2021-01-09 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,7.999999979801942e-06,9.000000318337698e-06,46253,0.0,0.0
2021-01-10 00:00:00+00:00,9.000000318337698e-06,1.1000000085914508e-05,7.999999979801942e-06,9.999999747378752e-06,59833,0.0,0.0
2021-01-11 00:00:00+00:00,9.999999747378752e-06,9.999999747378752e-06,6.000000212225132e-06,7.000000096013537e-06,43658,0.0,0.0
2021-01-12 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,6.000000212225132e-06,7.000000096013537e-06,41695,0.0,0.0
2021-01-13 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,6.000000212225132e-06,7.000000096013537e-06,45454,0.0,0.0
2021-01-14 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,7.000000096013537e-06,7.999999979801942e-06,59884,0.0,0.0
2021-01-15 00:00:00+00:00,7.999999979801942e-06,9.000000318337698e-06,7.000000096013537e-06,7.999999979801942e-06,31208,0.0,0.0
2021-01-16 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.000000096013537e-06,7.999999979801942e-06,52429,0.0,0.0
2021-01-17 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.000000096013537e-06,7.999999979801942e-06,51985,0.0,0.0
2021-01-18 00:00:00+00:00,7.999999979801942e-06,9.999999747378752e-06,7.000000096013537e-06,9.999999747378752e-06,63643,0.0,0.0
2021-01-19 00:00:00+00:00,9.000000318337698e-06,1.2000000424450263e-05,9.000000318337698e-06,9.999999747378752e-06,82283,0.0,0.0
2021-01-20 00:00:00+00:00,9.999999747378752e-06,1.1000000085914508e-05,7.999999979801942e-06,9.000000318337698e-06,52813,0.0,0.0
2021-01-21 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,7.000000096013537e-06,7.000000096013537e-06,43550,0.0,0.0
2021-01-22 00:00:00+00:00,7.000000096013537e-06,9.000000318337698e-06,7.000000096013537e-06,7.999999979801942e-06,26446,0.0,0.0
2021-01-23 00:00:00+00:00,7.999999979801942e-06,9.999999747378752e-06,7.999999979801942e-06,9.000000318337698e-06,13644,0.0,0.0
2021-01-24 00:00:00+00:00,9.000000318337698e-06,9.999999747378752e-06,7.999999979801942e-06,9.999999747378752e-06,22019,0.0,0.0
2021-01-25 00:00:00+00:00,9.999999747378752e-06,1.1000000085914508e-05,9.999999747378752e-06,9.999999747378752e-06,34588,0.0,0.0
2021-01-26 00:00:00+00:00,9.999999747378752e-06,1.1000000085914508e-05,9.000000318337698e-06,9.999999747378752e-06,25517,0.0,0.0
2021-01-27 00:00:00+00:00,9.999999747378752e-06,1.2000000424450263e-05,9.000000318337698e-06,9.999999747378752e-06,57238,0.0,0.0
2021-01-28 00:00:00+00:00,9.999999747378752e-06,9.999999747378752e-06,9.000000318337698e-06,9.000000318337698e-06,31164,0.0,0.0
2021-01-29 00:00:00+00:00,9.000000318337698e-06,9.999999747378752e-06,7.999999979801942e-06,9.000000318337698e-06,43129,0.0,0.0
2021-01-30 00:00:00+00:00,9.000000318337698e-06,9.999999747378752e-06,7.999999979801942e-06,9.000000318337698e-06,38825,0.0,0.0
2021-01-31 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,7.999999979801942e-06,9.000000318337698e-06,41436,0.0,0.0
2021-02-01 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,7.999999979801942e-06,9.000000318337698e-06,19000,0.0,0.0
2021-02-02 00:00:00+00:00,9.000000318337698e-06,9.999999747378752e-06,9.000000318337698e-06,9.999999747378752e-06,63914,0.0,0.0
2021-02-03 00:00:00+00:00,9.999999747378752e-06,1.1000000085914508e-05,9.999999747378752e-06,1.1000000085914508e-05,56007,0.0,0.0
2021-02-04 00:00:00+00:00,1.1000000085914508e-05,1.2000000424450263e-05,9.999999747378752e-06,1.1000000085914508e-05,89233,0.0,0.0
2021-02-05 00:00:00+00:00,1.1000000085914508e-05,1.2000000424450263e-05,1.1000000085914508e-05,1.1000000085914508e-05,84033,0.0,0.0
2021-02-06 00:00:00+00:00,1.1000000085914508e-05,1.2999999853491317e-05,1.1000000085914508e-05,1.1000000085914508e-05,34007,0.0,0.0
2021-02-07 00:00:00+00:00,1.1000000085914508e-05,1.1000000085914508e-05,9.999999747378752e-06,9.999999747378752e-06,16610,0.0,0.0
2021-02-08 00:00:00+00:00,9.999999747378752e-06,1.2000000424450263e-05,9.999999747378752e-06,1.1000000085914508e-05,54990,0.0,0.0
2021-02-09 00:00:00+00:00,1.1000000085914508e-05,1.4000000192027073e-05,1.1000000085914508e-05,1.2999999853491317e-05,72079,0.0,0.0
2021-02-10 00:00:00+00:00,1.2999999853491317e-05,1.700000029813964e-05,1.2000000424450263e-05,1.2999999853491317e-05,80280,0.0,0.0
2021-02-11 00:00:00+00:00,1.2999999853491317e-05,1.700000029813964e-05,1.2999999853491317e-05,1.5999999959603883e-05,65946,0.0,0.0
2021-02-12 00:00:00+00:00,1.5999999959603883e-05,2.5999999706982635e-05,1.5999999959603883e-05,2.4000000848900527e-05,207871,0.0,0.0
2021-02-13 00:00:00+00:00,2.4000000848900527e-05,5.999999848427251e-05,2.300000051036477e-05,5.700000110664405e-05,473864,0.0,0.0
2021-02-14 00:00:00+00:00,5.999999848427251e-05,0.00015199999324977398,5.199999941396527e-05,8.099999831756577e-05,933885,0.0,0.0
2021-02-15 00:00:00+00:00,7.699999696342275e-05,8.299999899463728e-05,2.9999999242136255e-05,4.8999998398358e-05,340208,0.0,0.0
2021-02-16 00:00:00+00:00,4.999999873689376e-05,6.299999949987978e-05,2.9999999242136255e-05,4.999999873689376e-05,358976,0.0,0.0
2021-02-17 00:00:00+00:00,4.999999873689376e-05,4.999999873689376e-05,3.600000127335079e-05,3.9999998989515007e-05,227634,0.0,0.0
2021-02-18 00:00:00+00:00,3.9999998989515007e-05,4.5000000682193786e-05,2.700000004551839e-05,3.099999958067201e-05,193419,0.0,0.0
2021-02-19 00:00:00+00:00,3.099999958067201e-05,3.5000000934815034e-05,2.5999999706982635e-05,2.9999999242136255e-05,131071,0.0,0.0
2021-02-20 00:00:00+00:00,2.9999999242136255e-05,3.9999998989515007e-05,2.9000000722589903e-05,3.600000127335079e-05,191054,0.0,0.0
2021-02-21 00:00:00+00:00,3.600000127335079e-05,3.9999998989515007e-05,3.099999958067201e-05,3.400000059627928e-05,272078,0.0,0.0
2021-02-22 00:00:00+00:00,3.400000059627928e-05,3.400000059627928e-05,2.5999999706982635e-05,2.9999999242136255e-05,174329,0.0,0.0
2021-02-23 00:00:00+00:00,2.9999999242136255e-05,2.9999999242136255e-05,2.300000051036477e-05,2.4000000848900527e-05,129310,0.0,0.0
2021-02-24 00:00:00+00:00,2.4000000848900527e-05,2.700000004551839e-05,2.099999983329326e-05,2.4000000848900527e-05,126147,0.0,0.0
2021-02-25 00:00:00+00:00,2.4000000848900527e-05,2.499999936844688e-05,1.9999999494757503e-05,2.099999983329326e-05,122656,0.0,0.0
2021-02-26 00:00:00+00:00,2.099999983329326e-05,2.4000000848900527e-05,1.9999999494757503e-05,2.2000000171829015e-05,126170,0.0,0.0
2021-02-27 00:00:00+00:00,2.2000000171829015e-05,3.199999991920777e-05,2.2000000171829015e-05,2.9000000722589903e-05,220849,0.0,0.0
2021-02-28 00:00:00+00:00,2.9000000722589903e-05,5.0999999075429514e-05,2.8000000384054147e-05,2.9999999242136255e-05,243333,0.0,0.0
2021-03-01 00:00:00+00:00,2.9999999242136255e-05,4.099999932805076e-05,2.8000000384054147e-05,3.7999998312443495e-05,232867,0.0,0.0
2021-03-02 00:00:00+00:00,3.7999998312443495e-05,5.999999848427251e-05,3.7000001611886546e-05,5.6000000768108293e-05,372216,0.0,0.0
2021-03-03 00:00:00+00:00,5.700000110664405e-05,5.900000178371556e-05,4.600000102072954e-05,5.199999941396527e-05,218118,0.0,0.0
2021-03-04 00:00:00+00:00,5.199999941396527e-05,5.2999999752501026e-05,4.600000102072954e-05,4.8000001697801054e-05,173912,0.0,0.0
2021-03-05 00:00:00+00:00,4.8000001697801054e-05,4.8999998398358e-05,4.099999932805076e-05,4.5000000682193786e-05,169942,0.0,0.0
