TIMESTAMP,CVAI_OPEN_PRICE_USD,CVAI_HIGH_PRICE_USD,CVAI_LOW_PRICE_USD,CVAI_CLOSE_PRICE_USD,CVAI_VOLUME_USD,CVAI_DIVIDENDS_USD,CVAI_STOCK_SPLITS_USD
2025-02-20 00:00:00+00:00,0.005055000074207783,0.005175999831408262,0.004561000037938356,0.004614000208675861,36844,0.0,0.0
2025-02-21 00:00:00+00:00,0.004614000208675861,0.004658000078052282,0.004031999967992306,0.004083999898284674,20273,0.0,0.0
2025-02-22 00:00:00+00:00,0.004083999898284674,0.004772999789565802,0.004083999898284674,0.004666999913752079,12867,0.0,0.0
2025-02-23 00:00:00+00:00,0.004666999913752079,0.005177999846637249,0.0045529999770224094,0.004755999892950058,16480,0.0,0.0
2025-02-24 00:00:00+00:00,0.004755999892950058,0.004867999814450741,0.003955000080168247,0.003992000129073858,11356,0.0,0.0
2025-02-25 00:00:00+00:00,0.003992000129073858,0.003992000129073858,0.0035959999077022076,0.0038920000661164522,10662,0.0,0.0
2025-02-26 00:00:00+00:00,0.0038920000661164522,0.004052000120282173,0.0036700000055134296,0.003877999959513545,12704,0.0,0.0
2025-02-27 00:00:00+00:00,0.003877999959513545,0.004145999904721975,0.0038129999302327633,0.003894000081345439,8461,0.0,0.0
2025-02-28 00:00:00+00:00,0.003894000081345439,0.0043020001612603664,0.0035910001024603844,0.004298999905586243,14224,0.0,0.0
2025-03-01 00:00:00+00:00,0.004298999905586243,0.004298999905586243,0.0036780000664293766,0.0036780000664293766,9229,0.0,0.0
2025-03-02 00:00:00+00:00,0.0036780000664293766,0.00456500006839633,0.0036780000664293766,0.004495999775826931,8797,0.0,0.0
2025-03-03 00:00:00+00:00,0.004495999775826931,0.004581000190228224,0.003567999927327037,0.0036689999978989363,5538,0.0,0.0
2025-03-04 00:00:00+00:00,0.0036689999978989363,0.0037690000608563423,0.003410999896004796,0.0037609999999403954,2054,0.0,0.0
2025-03-05 00:00:00+00:00,0.0037609999999403954,0.003823000006377697,0.0036269999109208584,0.0037990000564604998,0,0.0,0.0
