TIMESTAMP,BTCS_OPEN_PRICE_USD,BTCS_HIGH_PRICE_USD,BTCS_LOW_PRICE_USD,BTCS_CLOSE_PRICE_USD,BTCS_VOLUME_USD,BTCS_DIVIDENDS_USD,BTCS_STOCK_SPLITS_USD
2023-12-19 00:00:00+00:00,3.159329891204834,3.6206910610198975,2.8042259216308594,3.169064998626709,10258760,0.0,0.0
2023-12-20 00:00:00+00:00,3.167630910873413,3.188102960586548,2.5482211112976074,2.8086729049682617,6228386,0.0,0.0
2023-12-21 00:00:00+00:00,2.8020520210266113,2.8264060020446777,2.375602960586548,2.4087159633636475,6087992,0.0,0.0
2023-12-22 00:00:00+00:00,2.4086880683898926,2.607732057571411,1.651023030281067,1.9437580108642578,5387410,0.0,0.0
2023-12-23 00:00:00+00:00,1.9513740539550781,2.517427921295166,1.6642999649047852,2.1760449409484863,5297243,0.0,0.0
2023-12-24 00:00:00+00:00,2.176032066345215,2.72467303276062,2.087299108505249,2.238250970840454,4751004,0.0,0.0
2023-12-25 00:00:00+00:00,2.236841917037964,2.894714117050171,1.9550889730453491,2.8161280155181885,6877010,0.0,0.0
2023-12-26 00:00:00+00:00,2.8148880004882812,2.9270660877227783,2.4598350524902344,2.613140106201172,3873122,0.0,0.0
2023-12-27 00:00:00+00:00,2.6144540309906006,2.6405460834503174,2.225637912750244,2.4194560050964355,2966381,0.0,0.0
2023-12-28 00:00:00+00:00,2.419433116912842,2.4280200004577637,1.824442982673645,1.8599059581756592,3303109,0.0,0.0
2023-12-29 00:00:00+00:00,1.8599209785461426,2.309617042541504,1.8566319942474365,2.130819082260132,3056259,0.0,0.0
2023-12-30 00:00:00+00:00,2.1308460235595703,2.239593029022217,1.9874730110168457,2.0480029582977295,2190064,0.0,0.0
2023-12-31 00:00:00+00:00,2.047930955886841,2.2303519248962402,1.9478789567947388,2.080780029296875,2642214,0.0,0.0
2024-01-01 00:00:00+00:00,2.0820460319519043,2.305727005004883,2.031219005584717,2.285922050476074,3523901,0.0,0.0
2024-01-02 00:00:00+00:00,2.285918951034546,2.789397954940796,2.285918951034546,2.4166738986968994,4683073,0.0,0.0
2024-01-03 00:00:00+00:00,2.416680097579956,2.4628190994262695,1.9701800346374512,2.105510950088501,3919422,0.0,0.0
2024-01-04 00:00:00+00:00,2.1054649353027344,2.119349956512451,1.941269040107727,2.021959066390991,2657096,0.0,0.0
2024-01-05 00:00:00+00:00,2.0220348834991455,2.125227928161621,1.9201020002365112,1.9962069988250732,2443063,0.0,0.0
2024-01-06 00:00:00+00:00,1.9962069988250732,2.1100800037384033,1.9214650392532349,1.9299060106277466,2136214,0.0,0.0
2024-01-07 00:00:00+00:00,1.930022954940796,1.9825630187988281,1.837414026260376,1.8469409942626953,2334793,0.0,0.0
2024-01-08 00:00:00+00:00,1.846966028213501,2.058485984802246,1.7069439888000488,2.038588047027588,2768001,0.0,0.0
