TIMESTAMP,UPTOS_OPEN_PRICE_USD,UPTOS_HIGH_PRICE_USD,UPTOS_LOW_PRICE_USD,UPTOS_CLOSE_PRICE_USD,UPTOS_VOLUME_USD,UPTOS_DIVIDENDS_USD,UPTOS_STOCK_SPLITS_USD
2024-04-04 00:00:00+00:00,8.199999865610152e-05,0.0003330000035930425,7.599999662488699e-05,0.00021100000594742596,2136204,0.0,0.0
2024-04-05 00:00:00+00:00,0.00021100000594742596,0.00025499999173916876,0.00016999999934341758,0.00019500000053085387,684575,0.0,0.0
2024-04-06 00:00:00+00:00,0.00019500000053085387,0.00031900001340545714,0.00017800000205170363,0.00029299999005161226,715244,0.0,0.0
2024-04-07 00:00:00+00:00,0.00029299999005161226,0.000299000006634742,0.0002099999983329326,0.00021899999410379678,395276,0.0,0.0
2024-04-08 00:00:00+00:00,0.00021899999410379678,0.0003330000035930425,0.0001939999929163605,0.00022899999748915434,1069938,0.0,0.0
2024-04-09 00:00:00+00:00,0.00022899999748915434,0.0002809999859891832,0.00018899999849963933,0.00021800000104121864,471903,0.0,0.0
2024-04-10 00:00:00+00:00,0.00021800000104121864,0.00022000000171829015,0.00011700000322889537,0.00015500000154133886,528715,0.0,0.0
2024-04-11 00:00:00+00:00,0.00015500000154133886,0.00020399999630171806,0.00010800000018207356,0.0001630000042496249,471322,0.0,0.0
2024-04-12 00:00:00+00:00,0.0001630000042496249,0.00017699999443721026,7.100000220816582e-05,9.899999713525176e-05,471812,0.0,0.0
2024-04-13 00:00:00+00:00,9.899999713525176e-05,0.00012700000661425292,4.600000102072954e-05,6.70000008540228e-05,417882,0.0,0.0
2024-04-14 00:00:00+00:00,6.70000008540228e-05,9.000000136438757e-05,6.299999949987978e-05,7.599999662488699e-05,184149,0.0,0.0
2024-04-15 00:00:00+00:00,7.599999662488699e-05,8.600000001024455e-05,6.500000017695129e-05,6.600000051548705e-05,155685,0.0,0.0
2024-04-16 00:00:00+00:00,6.600000051548705e-05,7.100000220816582e-05,5.6000000768108293e-05,6.800000119255856e-05,119010,0.0,0.0
2024-04-17 00:00:00+00:00,6.900000153109431e-05,8.499999967170879e-05,6.399999983841553e-05,7.899999764049426e-05,166893,0.0,0.0
2024-04-18 00:00:00+00:00,7.899999764049426e-05,0.00013299999409355223,7.400000322377309e-05,0.00010299999848939478,547616,0.0,0.0
2024-04-19 00:00:00+00:00,0.00010299999848939478,0.0001230000052601099,7.899999764049426e-05,8.499999967170879e-05,620495,0.0,0.0
2024-04-20 00:00:00+00:00,8.499999967170879e-05,0.00010599999950500205,8.299999899463728e-05,9.899999713525176e-05,552860,0.0,0.0
