TIMESTAMP,YLT_OPEN_PRICE_USD,YLT_HIGH_PRICE_USD,YLT_LOW_PRICE_USD,YLT_CLOSE_PRICE_USD,YLT_VOLUME_USD,YLT_DIVIDENDS_USD,YLT_STOCK_SPLITS_USD
2025-05-16 00:00:00+00:00,0.00698099983856082,0.012292000465095043,0.006535000167787075,0.010370999574661255,48388,0.0,0.0
2025-05-17 00:00:00+00:00,0.010370999574661255,0.011350000277161598,0.008612999692559242,0.009359999559819698,15634,0.0,0.0
2025-05-18 00:00:00+00:00,0.009359999559819698,0.00955399964004755,0.007726000156253576,0.008845999836921692,24421,0.0,0.0
2025-05-19 00:00:00+00:00,0.008845999836921692,0.009572000242769718,0.008225000463426113,0.009099000133574009,29352,0.0,0.0
2025-05-20 00:00:00+00:00,0.009099000133574009,0.010816000401973724,0.008491000160574913,0.008817000314593315,47655,0.0,0.0
2025-05-21 00:00:00+00:00,0.008817000314593315,0.009608999826014042,0.00810999982059002,0.008905000053346157,0,0.0,0.0
2025-05-22 00:00:00+00:00,0.008905000053346157,0.009850000031292439,0.008280999958515167,0.008851000107824802,0,0.0,0.0
2025-05-23 00:00:00+00:00,0.008851000107824802,0.00991200003772974,0.008851000107824802,0.009105999954044819,0,0.0,0.0
2025-05-24 00:00:00+00:00,0.009105999954044819,0.009855999611318111,0.008592000231146812,0.009197000414133072,31682,0.0,0.0
2025-05-25 00:00:00+00:00,0.009197000414133072,0.009735999628901482,0.00802799966186285,0.009007000364363194,0,0.0,0.0
2025-05-26 00:00:00+00:00,0.009007000364363194,0.00965999998152256,0.008805000223219395,0.009449999779462814,0,0.0,0.0
2025-05-27 00:00:00+00:00,0.009449999779462814,0.009588000364601612,0.00837900023907423,0.008921000175178051,20186,0.0,0.0
2025-05-28 00:00:00+00:00,0.008921000175178051,0.009343000128865242,0.008139999583363533,0.008845999836921692,0,0.0,0.0
2025-05-29 00:00:00+00:00,0.008845999836921692,0.008994000032544136,0.007949000224471092,0.007949000224471092,4886,0.0,0.0
2025-05-30 00:00:00+00:00,0.007949000224471092,0.00885900016874075,0.007770999800413847,0.008139999583363533,2498,0.0,0.0
2025-05-31 00:00:00+00:00,0.008139999583363533,0.008597999811172485,0.007927999831736088,0.008170000277459621,0,0.0,0.0
2025-06-01 00:00:00+00:00,0.008170110173523426,0.008561445400118828,0.007890008389949799,0.008100789040327072,149,0.0,0.0
