TIMESTAMP,REAP_OPEN_PRICE_USD,REAP_HIGH_PRICE_USD,REAP_LOW_PRICE_USD,REAP_CLOSE_PRICE_USD,REAP_VOLUME_USD,REAP_DIVIDENDS_USD,REAP_STOCK_SPLITS_USD
2020-11-15 00:00:00+00:00,0.034627001732587814,0.03484699875116348,0.03461800143122673,0.03463299944996834,445263,0.0,0.0
2020-11-16 00:00:00+00:00,0.03463299944996834,0.03484800085425377,0.03462599962949753,0.034664999693632126,1249852,0.0,0.0
2020-11-17 00:00:00+00:00,0.034669000655412674,0.03711400181055069,0.034561000764369965,0.036616001278162,1038867,0.0,0.0
2020-11-18 00:00:00+00:00,0.036616001278162,0.036782000213861465,0.03651399910449982,0.036600999534130096,441223,0.0,0.0
2020-11-19 00:00:00+00:00,0.036600999534130096,0.037144001573324203,0.03641200065612793,0.037039000540971756,85211,0.0,0.0
2020-11-20 00:00:00+00:00,0.037039000540971756,0.03719700127840042,0.03419800102710724,0.03443099930882454,356018,0.0,0.0
2020-11-21 00:00:00+00:00,0.03443099930882454,0.03522999957203865,0.03199699893593788,0.03282799944281578,112445,0.0,0.0
2020-11-22 00:00:00+00:00,0.03282799944281578,0.033987998962402344,0.03197000175714493,0.032593000680208206,293185,0.0,0.0
2020-11-23 00:00:00+00:00,0.032593000680208206,0.03290199860930443,0.031106999143958092,0.031296998262405396,206678,0.0,0.0
2020-11-24 00:00:00+00:00,0.031314000487327576,0.032896000891923904,0.031098000705242157,0.032565999776124954,514672,0.0,0.0
2020-11-25 00:00:00+00:00,0.03259599953889847,0.03309600055217743,0.03169900178909302,0.032878000289201736,138248,0.0,0.0
2020-11-26 00:00:00+00:00,0.032882001250982285,0.034040000289678574,0.032451000064611435,0.033640000969171524,345057,0.0,0.0
2020-11-27 00:00:00+00:00,0.03365800157189369,0.03399600088596344,0.03107599914073944,0.033500999212265015,250526,0.0,0.0
2020-11-28 00:00:00+00:00,0.03348400071263313,0.03407200053334236,0.03295600041747093,0.034028999507427216,361987,0.0,0.0
2020-11-29 00:00:00+00:00,0.0340379998087883,0.03479599952697754,0.0324460007250309,0.03358900174498558,348635,0.0,0.0
2020-11-30 00:00:00+00:00,0.03364599868655205,0.033785998821258545,0.03293599933385849,0.03350500017404556,568363,0.0,0.0
2020-12-01 00:00:00+00:00,0.03347399830818176,0.0344420000910759,0.03204699978232384,0.03440599888563156,297382,0.0,0.0
2020-12-02 00:00:00+00:00,0.034370001405477524,0.0374860018491745,0.03247300162911415,0.03671500086784363,226414,0.0,0.0
2020-12-03 00:00:00+00:00,0.03663399815559387,0.04042699933052063,0.033698998391628265,0.035043999552726746,310746,0.0,0.0
2020-12-04 00:00:00+00:00,0.03508299961686134,0.04309000074863434,0.034745000302791595,0.04232800006866455,377891,0.0,0.0
2020-12-05 00:00:00+00:00,0.04228400066494942,0.051336001604795456,0.04216400161385536,0.04752499982714653,231858,0.0,0.0
2020-12-06 00:00:00+00:00,0.047481998801231384,0.05077499896287918,0.04509599879384041,0.04599500074982643,367972,0.0,0.0
2020-12-07 00:00:00+00:00,0.0460829995572567,0.04956600069999695,0.044133998453617096,0.04844300076365471,411938,0.0,0.0
2020-12-08 00:00:00+00:00,0.04854299873113632,0.050002001225948334,0.04412100091576576,0.04713200032711029,413135,0.0,0.0
