TIMESTAMP,PEPEGA31418_OPEN_PRICE_USD,PEPEGA31418_HIGH_PRICE_USD,PEPEGA31418_LOW_PRICE_USD,PEPEGA31418_CLOSE_PRICE_USD,PEPEGA31418_VOLUME_USD,PEPEGA31418_DIVIDENDS_USD,PEPEGA31418_STOCK_SPLITS_USD
2024-05-24 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,321986,0.0,0.0
2024-05-25 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,122185,0.0,0.0
2024-05-26 00:00:00+00:00,1.9999999949504854e-06,3.999999989900971e-06,1.9999999949504854e-06,3.999999989900971e-06,215623,0.0,0.0
2024-05-27 00:00:00+00:00,3.999999989900971e-06,6.000000212225132e-06,3.000000106112566e-06,4.999999873689376e-06,482466,0.0,0.0
2024-05-28 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,3.000000106112566e-06,4.999999873689376e-06,535913,0.0,0.0
2024-05-29 00:00:00+00:00,6.000000212225132e-06,9.000000318337698e-06,4.999999873689376e-06,7.000000096013537e-06,770493,0.0,0.0
2024-05-30 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,3.000000106112566e-06,3.999999989900971e-06,476717,0.0,0.0
2024-05-31 00:00:00+00:00,3.999999989900971e-06,6.000000212225132e-06,1.9999999949504854e-06,3.999999989900971e-06,391537,0.0,0.0
2024-06-01 00:00:00+00:00,4.999999873689376e-06,7.000000096013537e-06,3.999999989900971e-06,4.999999873689376e-06,335454,0.0,0.0
2024-06-02 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,3.000000106112566e-06,3.999999989900971e-06,239777,0.0,0.0
2024-06-03 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.000000106112566e-06,3.999999989900971e-06,184707,0.0,0.0
2024-06-04 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,1.9999999949504854e-06,3.000000106112566e-06,107765,0.0,0.0
2024-06-05 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,9.999999974752427e-07,1.9999999949504854e-06,568377,0.0,0.0
2024-06-06 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,9.999999974752427e-07,9.999999974752427e-07,182560,0.0,0.0
2024-06-07 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,92998,0.0,0.0
2024-06-08 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,111365,0.0,0.0
2024-06-09 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,61398,0.0,0.0
2024-06-10 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,62676,0.0,0.0
2024-06-11 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,34358,0.0,0.0
2024-06-12 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,23055,0.0,0.0
2024-06-13 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,18213,0.0,0.0
2024-06-14 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,13870,0.0,0.0
2024-06-15 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,25884,0.0,0.0
2024-06-16 00:00:00+00:00,9.999999974752427e-07,3.000000106112566e-06,9.999999974752427e-07,1.9999999949504854e-06,216460,0.0,0.0
2024-06-17 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,9.999999974752427e-07,9.999999974752427e-07,74593,0.0,0.0
2024-06-18 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,56094,0.0,0.0
2024-06-19 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,22216,0.0,0.0
2024-06-20 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,11856,0.0,0.0
2024-06-21 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,11017,0.0,0.0
2024-06-22 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,12053,0.0,0.0
2024-06-23 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,16114,0.0,0.0
2024-06-24 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,37195,0.0,0.0
