TIMESTAMP,BASED30319_OPEN_PRICE_USD,BASED30319_HIGH_PRICE_USD,BASED30319_LOW_PRICE_USD,BASED30319_CLOSE_PRICE_USD,BASED30319_VOLUME_USD,BASED30319_DIVIDENDS_USD,BASED30319_STOCK_SPLITS_USD
2024-04-02 00:00:00+00:00,0.0024679999332875013,0.002486000070348382,0.002317999955266714,0.0023789999540895224,72485,0.0,0.0
2024-04-03 00:00:00+00:00,0.0023789999540895224,0.0024059999268501997,0.0021720000077039003,0.002254999941214919,33782,0.0,0.0
2024-04-04 00:00:00+00:00,0.002254999941214919,0.002254999941214919,0.001560000004246831,0.0016850000247359276,100972,0.0,0.0
2024-04-05 00:00:00+00:00,0.0016850000247359276,0.0016850000247359276,0.0015879999846220016,0.0016049999976530671,23367,0.0,0.0
2024-04-06 00:00:00+00:00,0.0016049999976530671,0.001769999973475933,0.0015569999814033508,0.001576000009663403,25108,0.0,0.0
2024-04-07 00:00:00+00:00,0.001576000009663403,0.0017519999528303742,0.001550000044517219,0.0017519999528303742,21263,0.0,0.0
2024-04-08 00:00:00+00:00,0.0017519999528303742,0.002563999965786934,0.0017340000486001372,0.0023240000009536743,133454,0.0,0.0
2024-04-09 00:00:00+00:00,0.0023240000009536743,0.0025939999613910913,0.0017430000007152557,0.0019680000841617584,316149,0.0,0.0
2024-04-10 00:00:00+00:00,0.0019680000841617584,0.002090000081807375,0.0016949999844655395,0.001706999959424138,268323,0.0,0.0
2024-04-11 00:00:00+00:00,0.001706999959424138,0.0017849999712780118,0.0014669999945908785,0.001505000051110983,214381,0.0,0.0
2024-04-12 00:00:00+00:00,0.001505000051110983,0.0015330000314861536,0.0012359999818727374,0.0013050000416114926,195381,0.0,0.0
2024-04-13 00:00:00+00:00,0.0013050000416114926,0.00133500003721565,0.0011239999439567327,0.001184999942779541,212832,0.0,0.0
2024-04-14 00:00:00+00:00,0.001184999942779541,0.0013249999610707164,0.0011360000353306532,0.001281999982893467,121347,0.0,0.0
2024-04-15 00:00:00+00:00,0.001281999982893467,0.001353000057861209,0.001129999989643693,0.0011530000483617187,203061,0.0,0.0
2024-04-16 00:00:00+00:00,0.0011530000483617187,0.0012369999894872308,0.0010949999559670687,0.001171999960206449,183491,0.0,0.0
2024-04-17 00:00:00+00:00,0.001184999942779541,0.001184999942779541,0.0010359999723732471,0.0010679999832063913,141478,0.0,0.0
2024-04-18 00:00:00+00:00,0.0010679999832063913,0.0012009999481961131,0.001032999949529767,0.0011030000168830156,199733,0.0,0.0
2024-04-19 00:00:00+00:00,0.0011030000168830156,0.0011099999537691474,0.0010349999647587538,0.0010710000060498714,188092,0.0,0.0
2024-04-20 00:00:00+00:00,0.0010710000060498714,0.0010710000060498714,0.0010089999996125698,0.0010450000409036875,146059,0.0,0.0
2024-04-21 00:00:00+00:00,0.0010400000028312206,0.0010740000288933516,0.0010110000148415565,0.0010389999952167273,160817,0.0,0.0
2024-04-22 00:00:00+00:00,0.0010389999952167273,0.001108999946154654,0.001003999961540103,0.0010089999996125698,196074,0.0,0.0
2024-04-23 00:00:00+00:00,0.0010089999996125698,0.0012499999720603228,0.0010000000474974513,0.0010930000571534038,177832,0.0,0.0
2024-04-24 00:00:00+00:00,0.0011050000321120024,0.0011309999972581863,0.0009670000290498137,0.0009790000040084124,111116,0.0,0.0
2024-04-25 00:00:00+00:00,0.0009790000040084124,0.000994000001810491,0.0008629999938420951,0.0008709999965503812,108366,0.0,0.0
2024-04-26 00:00:00+00:00,0.0008709999965503812,0.0008880000095814466,0.0008420000085607171,0.000859999970998615,113786,0.0,0.0
2024-04-27 00:00:00+00:00,0.000859999970998615,0.0008789999992586672,0.0008520000264979899,0.0008590000215917826,56448,0.0,0.0
2024-04-28 00:00:00+00:00,0.0008590000215917826,0.0008900000248104334,0.0008570000063627958,0.0008759999764151871,19999,0.0,0.0
2024-04-29 00:00:00+00:00,0.0008759999764151871,0.000881000014487654,0.0008510000188834965,0.0008629999938420951,40545,0.0,0.0
2024-04-30 00:00:00+00:00,0.0008629999938420951,0.0008720000041648746,0.0008229999803006649,0.0008670000243000686,72865,0.0,0.0
2024-05-01 00:00:00+00:00,0.0008670000243000686,0.0008829999715089798,0.0008360000210814178,0.0008679999737069011,53392,0.0,0.0
2024-05-02 00:00:00+00:00,0.0008679999737069011,0.0008699999889358878,0.0008490000036545098,0.0008650000090710819,31889,0.0,0.0
2024-05-03 00:00:00+00:00,0.000859999970998615,0.0008779999916441739,0.0008529999759048223,0.0008720000041648746,42993,0.0,0.0
