TIMESTAMP,SXT_OPEN_PRICE_USD,SXT_HIGH_PRICE_USD,SXT_LOW_PRICE_USD,SXT_CLOSE_PRICE_USD,SXT_VOLUME_USD,SXT_DIVIDENDS_USD,SXT_STOCK_SPLITS_USD
2025-05-08 00:00:00+00:00,0.15700699388980865,0.18686699867248535,0.13512399792671204,0.14475299417972565,239180265,0.0,0.0
2025-05-09 00:00:00+00:00,0.14479200541973114,0.1596439927816391,0.11826500296592712,0.12928800284862518,240469684,0.0,0.0
2025-05-10 00:00:00+00:00,0.129271000623703,0.1362220048904419,0.12018699944019318,0.13198700547218323,111975216,0.0,0.0
2025-05-11 00:00:00+00:00,0.13198700547218323,0.1567229926586151,0.12852700054645538,0.15185900032520294,183970565,0.0,0.0
2025-05-12 00:00:00+00:00,0.15185800194740295,0.15596899390220642,0.1293569952249527,0.1349859982728958,143417395,0.0,0.0
2025-05-13 00:00:00+00:00,0.1349859982728958,0.14770099520683289,0.12691299617290497,0.14425599575042725,146714003,0.0,0.0
2025-05-14 00:00:00+00:00,0.14423899352550507,0.1615770012140274,0.1405619978904724,0.14391399919986725,179053829,0.0,0.0
2025-05-15 00:00:00+00:00,0.14391399919986725,0.14849500358104706,0.1262030005455017,0.12989400327205658,110531814,0.0,0.0
2025-05-16 00:00:00+00:00,0.12990300357341766,0.1359740048646927,0.12563300132751465,0.12667599320411682,59032861,0.0,0.0
2025-05-17 00:00:00+00:00,0.12667599320411682,0.1267250031232834,0.10766000300645828,0.11476899683475494,74520150,0.0,0.0
2025-05-18 00:00:00+00:00,0.11479199677705765,0.1228180006146431,0.10949300229549408,0.11692400276660919,71478129,0.0,0.0
2025-05-19 00:00:00+00:00,0.11692400276660919,0.11692400276660919,0.10474800318479538,0.10810299962759018,59307255,0.0,0.0
2025-05-20 00:00:00+00:00,0.10810299962759018,0.14661799371242523,0.10625000298023224,0.14451399445533752,179514417,0.0,0.0
2025-05-21 00:00:00+00:00,0.1445080041885376,0.1500910073518753,0.12977899610996246,0.13130900263786316,213538700,0.0,0.0
2025-05-22 00:00:00+00:00,0.1314069926738739,0.13555200397968292,0.12691199779510498,0.13275399804115295,112146321,0.0,0.0
2025-05-23 00:00:00+00:00,0.132750004529953,0.13700999319553375,0.11517000198364258,0.11589600145816803,89807822,0.0,0.0
2025-05-24 00:00:00+00:00,0.11590100079774857,0.12612000107765198,0.11586499959230423,0.1198749989271164,45913336,0.0,0.0
2025-05-25 00:00:00+00:00,0.1198749989271164,0.12599800527095795,0.11583799868822098,0.12308599799871445,59346997,0.0,0.0
2025-05-26 00:00:00+00:00,0.1230589970946312,0.12551599740982056,0.11775200068950653,0.12060700356960297,41155747,0.0,0.0
2025-05-27 00:00:00+00:00,0.12060700356960297,0.1250769942998886,0.11655300110578537,0.12392400205135345,33815278,0.0,0.0
2025-05-28 00:00:00+00:00,0.12392400205135345,0.12807400524616241,0.11550500243902206,0.1193080022931099,36141241,0.0,0.0
2025-05-29 00:00:00+00:00,0.11931300163269043,0.12131299823522568,0.11063099652528763,0.11117000132799149,27636282,0.0,0.0
2025-05-30 00:00:00+00:00,0.11116000264883041,0.11147800087928772,0.09659100323915482,0.09700699895620346,39291771,0.0,0.0
2025-05-31 00:00:00+00:00,0.097011998295784,0.10340200364589691,0.09414699673652649,0.10079500079154968,21701444,0.0,0.0
2025-06-01 00:00:00+00:00,0.1007947251200676,0.10347340255975723,0.09960189461708069,0.1025862768292427,20881352,0.0,0.0
