TIMESTAMP,EURC36572_OPEN_PRICE_USD,EURC36572_HIGH_PRICE_USD,EURC36572_LOW_PRICE_USD,EURC36572_CLOSE_PRICE_USD,EURC36572_VOLUME_USD,EURC36572_DIVIDENDS_USD,EURC36572_STOCK_SPLITS_USD
2025-05-21 00:00:00+00:00,1.1501870155334473,1.1512320041656494,1.1497139930725098,1.150858998298645,101280,0.0,0.0
2025-05-22 00:00:00+00:00,1.1508599519729614,1.1511039733886719,1.1493710279464722,1.1499329805374146,165393,0.0,0.0
2025-05-23 00:00:00+00:00,1.149935007095337,1.1511820554733276,1.1493200063705444,1.1504980325698853,171821,0.0,0.0
2025-05-24 00:00:00+00:00,1.1507289409637451,1.1510909795761108,1.149749994277954,1.150967001914978,129912,0.0,0.0
2025-05-25 00:00:00+00:00,1.1509679555892944,1.151049017906189,1.149778962135315,1.1502350568771362,124608,0.0,0.0
2025-05-26 00:00:00+00:00,1.150236964225769,1.151218056678772,1.1499290466308594,1.1508510112762451,136348,0.0,0.0
2025-05-27 00:00:00+00:00,1.150622010231018,1.1512490510940552,1.1496520042419434,1.1503080129623413,173075,0.0,0.0
2025-05-28 00:00:00+00:00,1.1503080129623413,1.150581955909729,1.1491010189056396,1.1501699686050415,171375,0.0,0.0
2025-05-29 00:00:00+00:00,1.1501729488372803,1.1504590511322021,1.14935302734375,1.1496729850769043,196938,0.0,0.0
2025-05-30 00:00:00+00:00,1.149675965309143,1.1504729986190796,1.1491349935531616,1.1500259637832642,128910,0.0,0.0
2025-05-31 00:00:00+00:00,1.149798035621643,1.150480031967163,1.1495800018310547,1.1501679420471191,200850,0.0,0.0
2025-06-01 00:00:00+00:00,1.1501953601837158,1.1505728960037231,1.1496825218200684,1.150173306465149,204708,0.0,0.0
