TIMESTAMP,IBIT27871_OPEN_PRICE_USD,IBIT27871_HIGH_PRICE_USD,IBIT27871_LOW_PRICE_USD,IBIT27871_CLOSE_PRICE_USD,IBIT27871_VOLUME_USD,IBIT27871_DIVIDENDS_USD,IBIT27871_STOCK_SPLITS_USD
2023-08-18 00:00:00+00:00,0.00018600000475998968,0.000307999987853691,0.00017899999511428177,0.0002859999949578196,59568,0.0,0.0
2023-08-19 00:00:00+00:00,0.0002859999949578196,0.0005579999997280538,0.0002579999854788184,0.0005579999997280538,238811,0.0,0.0
2023-08-20 00:00:00+00:00,0.0005590000073425472,0.0007169999880716205,0.00045200000749900937,0.0005239999736659229,229711,0.0,0.0
2023-08-21 00:00:00+00:00,0.0005239999736659229,0.0006709999870508909,0.0004830000107176602,0.0004830000107176602,128936,0.0,0.0
2023-08-22 00:00:00+00:00,0.0004839999892283231,0.0007179999956861138,0.00042100000428035855,0.0005200000014156103,218066,0.0,0.0
2023-08-23 00:00:00+00:00,0.0005200000014156103,0.0005339999916031957,0.0003459999861661345,0.0004349999944679439,171332,0.0,0.0
2023-08-24 00:00:00+00:00,0.0004450000124052167,0.0006360000115819275,0.0004450000124052167,0.00048499999684281647,101807,0.0,0.0
2023-08-25 00:00:00+00:00,0.00048499999684281647,0.0008730000117793679,0.0004400000034365803,0.0007660000119358301,218721,0.0,0.0
2023-08-26 00:00:00+00:00,0.0007660000119358301,0.0008909999742172658,0.0006849999772384763,0.0007510000141337514,146113,0.0,0.0
2023-08-27 00:00:00+00:00,0.0007510000141337514,0.0007570000016130507,0.0005530000198632479,0.0007009999826550484,106326,0.0,0.0
2023-08-28 00:00:00+00:00,0.0007009999826550484,0.000910000002477318,0.0006760000251233578,0.0006760000251233578,90325,0.0,0.0
2023-08-29 00:00:00+00:00,0.0006760000251233578,0.0009330000029876828,0.0006709999870508909,0.0007479999912902713,109195,0.0,0.0
2023-08-30 00:00:00+00:00,0.0007469999836757779,0.0007619999814778566,0.000547999981790781,0.0007270000060088933,81119,0.0,0.0
