TIMESTAMP,SAFEBULL_OPEN_PRICE_USD,SAFEBULL_HIGH_PRICE_USD,SAFEBULL_LOW_PRICE_USD,SAFEBULL_CLOSE_PRICE_USD,SAFEBULL_VOLUME_USD,SAFEBULL_DIVIDENDS_USD,SAFEBULL_STOCK_SPLITS_USD
2021-06-25 00:00:00+00:00,,,,0.0,1022526,0.0,0.0
2021-06-26 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,703228,0.0,0.0
2021-06-27 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,448357,0.0,0.0
2021-06-28 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,618192,0.0,0.0
2021-06-29 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,495184,0.0,0.0
2021-06-30 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,310827,0.0,0.0
2021-07-01 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,256409,0.0,0.0
2021-07-02 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,106391,0.0,0.0
2021-07-03 00:00:00+00:00,,,,0.0,100545,0.0,0.0
2021-07-04 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,185377,0.0,0.0
2021-07-05 00:00:00+00:00,,,,0.0,221479,0.0,0.0
2021-07-06 00:00:00+00:00,,,,0.0,191935,0.0,0.0
2021-07-07 00:00:00+00:00,,,,0.0,110029,0.0,0.0
2021-07-08 00:00:00+00:00,,,,0.0,115929,0.0,0.0
2021-07-09 00:00:00+00:00,,,,0.0,110582,0.0,0.0
2021-07-10 00:00:00+00:00,,,,0.0,46125,0.0,0.0
2021-07-11 00:00:00+00:00,,,,0.0,46737,0.0,0.0
2021-07-12 00:00:00+00:00,,,,0.0,47676,0.0,0.0
2021-07-13 00:00:00+00:00,,,,0.0,47704,0.0,0.0
2021-07-14 00:00:00+00:00,,,,0.0,41077,0.0,0.0
2021-07-15 00:00:00+00:00,,,,0.0,22561,0.0,0.0
2021-07-16 00:00:00+00:00,,,,0.0,46342,0.0,0.0
2021-07-17 00:00:00+00:00,,,,0.0,110136,0.0,0.0
2021-07-18 00:00:00+00:00,,,,0.0,112591,0.0,0.0
2021-07-19 00:00:00+00:00,,,,0.0,55812,0.0,0.0
2021-07-20 00:00:00+00:00,,,,0.0,59145,0.0,0.0
2021-07-21 00:00:00+00:00,,,,0.0,115697,0.0,0.0
2021-07-22 00:00:00+00:00,,,,0.0,101941,0.0,0.0
2021-07-23 00:00:00+00:00,,,,0.0,84723,0.0,0.0
2021-07-24 00:00:00+00:00,,,,0.0,86924,0.0,0.0
2021-07-25 00:00:00+00:00,,,,0.0,45361,0.0,0.0
2021-07-26 00:00:00+00:00,,,,0.0,20052,0.0,0.0
2021-07-27 00:00:00+00:00,,,,0.0,28137,0.0,0.0
2021-07-28 00:00:00+00:00,,,,0.0,27929,0.0,0.0
2021-07-29 00:00:00+00:00,,,,0.0,12704,0.0,0.0
2021-07-30 00:00:00+00:00,,,,0.0,18555,0.0,0.0
2021-07-31 00:00:00+00:00,,,,0.0,169862,0.0,0.0
2021-08-01 00:00:00+00:00,,,,0.0,183104,0.0,0.0
2021-08-02 00:00:00+00:00,,,,0.0,41899,0.0,0.0
2021-08-03 00:00:00+00:00,,,,0.0,33150,0.0,0.0
2021-08-04 00:00:00+00:00,,,,0.0,24282,0.0,0.0
2021-08-05 00:00:00+00:00,,,,0.0,17604,0.0,0.0
2021-08-06 00:00:00+00:00,,,,0.0,18557,0.0,0.0
2021-08-07 00:00:00+00:00,,,,0.0,13462,0.0,0.0
2021-08-08 00:00:00+00:00,,,,0.0,8192,0.0,0.0
2021-08-09 00:00:00+00:00,,,,0.0,9859,0.0,0.0
2021-08-10 00:00:00+00:00,,,,0.0,21788,0.0,0.0
2021-08-11 00:00:00+00:00,,,,0.0,22885,0.0,0.0
2021-08-12 00:00:00+00:00,,,,0.0,13310,0.0,0.0
2021-08-13 00:00:00+00:00,,,,0.0,9430,0.0,0.0
