TIMESTAMP,MIH_OPEN_PRICE_USD,MIH_HIGH_PRICE_USD,MIH_LOW_PRICE_USD,MIH_CLOSE_PRICE_USD,MIH_VOLUME_USD,MIH_DIVIDENDS_USD,MIH_STOCK_SPLITS_USD
2025-05-20 00:00:00+00:00,0.17061500251293182,0.17151500284671783,0.1703760027885437,0.17102999985218048,129832,0.0,0.0
2025-05-21 00:00:00+00:00,0.17102999985218048,0.17348900437355042,0.17101599276065826,0.17299999296665192,130977,0.0,0.0
2025-05-22 00:00:00+00:00,0.17299999296665192,0.17381399869918823,0.1728300005197525,0.1729850023984909,179972,0.0,0.0
2025-05-23 00:00:00+00:00,0.1729850023984909,0.1760990023612976,0.17288799583911896,0.17333200573921204,93386,0.0,0.0
2025-05-24 00:00:00+00:00,0.17333200573921204,0.17375199496746063,0.004985000006854534,0.1160999983549118,386406,0.0,0.0
2025-05-25 00:00:00+00:00,0.1160999983549118,0.17357000708580017,0.11265499889850616,0.1734679937362671,35827,0.0,0.0
2025-05-26 00:00:00+00:00,0.1734679937362671,0.17357900738716125,0.16943299770355225,0.17101100087165833,10399,0.0,0.0
2025-05-27 00:00:00+00:00,0.17101100087165833,0.17104500532150269,0.16899000108242035,0.1690939962863922,12023,0.0,0.0
2025-05-28 00:00:00+00:00,0.1690939962863922,0.17017899453639984,0.06267800182104111,0.15191100537776947,12592,0.0,0.0
2025-05-29 00:00:00+00:00,0.15191100537776947,0.15194299817085266,0.14771799743175507,0.14773200452327728,8906,0.0,0.0
2025-05-30 00:00:00+00:00,0.14773200452327728,0.1700260043144226,0.14722199738025665,0.16136200726032257,12467,0.0,0.0
2025-05-31 00:00:00+00:00,0.16136200726032257,0.17565999925136566,0.14995700120925903,0.17007100582122803,9181,0.0,0.0
2025-06-01 00:00:00+00:00,0.17007094621658325,0.1707662045955658,0.14510338008403778,0.17004984617233276,55,0.0,0.0
