TIMESTAMP,SPACEPI_OPEN_PRICE_USD,SPACEPI_HIGH_PRICE_USD,SPACEPI_LOW_PRICE_USD,SPACEPI_CLOSE_PRICE_USD,SPACEPI_VOLUME_USD,SPACEPI_DIVIDENDS_USD,SPACEPI_STOCK_SPLITS_USD
2022-03-24 00:00:00+00:00,,,,0.0,21049805,0.0,0.0
2022-03-25 00:00:00+00:00,,,,0.0,16869288,0.0,0.0
2022-03-26 00:00:00+00:00,,,,0.0,9257649,0.0,0.0
2022-03-27 00:00:00+00:00,,,,0.0,12114945,0.0,0.0
2022-03-28 00:00:00+00:00,,,,0.0,25806901,0.0,0.0
2022-03-29 00:00:00+00:00,,,,0.0,36333560,0.0,0.0
2022-03-30 00:00:00+00:00,,,,0.0,26106224,0.0,0.0
2022-03-31 00:00:00+00:00,,,,0.0,14222479,0.0,0.0
2022-04-01 00:00:00+00:00,,,,0.0,16122524,0.0,0.0
2022-04-02 00:00:00+00:00,,,,0.0,15168191,0.0,0.0
2022-04-03 00:00:00+00:00,,,,0.0,9612366,0.0,0.0
2022-04-04 00:00:00+00:00,,,,0.0,9185594,0.0,0.0
2022-04-05 00:00:00+00:00,,,,0.0,8101263,0.0,0.0
2022-04-06 00:00:00+00:00,,,,0.0,7268550,0.0,0.0
2022-04-07 00:00:00+00:00,,,,0.0,9737311,0.0,0.0
2022-04-08 00:00:00+00:00,,,,0.0,7891762,0.0,0.0
2022-04-09 00:00:00+00:00,,,,0.0,6753538,0.0,0.0
2022-04-10 00:00:00+00:00,,,,0.0,5036634,0.0,0.0
2022-04-11 00:00:00+00:00,,,,0.0,9147932,0.0,0.0
2022-04-12 00:00:00+00:00,,,,0.0,9543225,0.0,0.0
2022-04-13 00:00:00+00:00,,,,0.0,3636583,0.0,0.0
2022-04-14 00:00:00+00:00,,,,0.0,4649939,0.0,0.0
2022-04-15 00:00:00+00:00,,,,0.0,6425903,0.0,0.0
2022-04-16 00:00:00+00:00,,,,0.0,4845835,0.0,0.0
2022-04-17 00:00:00+00:00,,,,0.0,3016777,0.0,0.0
2022-04-18 00:00:00+00:00,,,,0.0,3935958,0.0,0.0
2022-04-19 00:00:00+00:00,,,,0.0,3841061,0.0,0.0
2022-04-20 00:00:00+00:00,,,,0.0,3068896,0.0,0.0
2022-04-21 00:00:00+00:00,,,,0.0,2963840,0.0,0.0
2022-04-22 00:00:00+00:00,,,,0.0,2614810,0.0,0.0
2022-04-23 00:00:00+00:00,,,,0.0,2432207,0.0,0.0
2022-04-24 00:00:00+00:00,,,,0.0,2797727,0.0,0.0
2022-04-25 00:00:00+00:00,,,,0.0,3513020,0.0,0.0
2022-04-26 00:00:00+00:00,,,,0.0,3412044,0.0,0.0
2022-04-27 00:00:00+00:00,,,,0.0,2540416,0.0,0.0
2022-04-28 00:00:00+00:00,,,,0.0,2190344,0.0,0.0
2022-04-29 00:00:00+00:00,,,,0.0,3791151,0.0,0.0
2022-04-30 00:00:00+00:00,,,,0.0,3169658,0.0,0.0
2022-05-01 00:00:00+00:00,,,,0.0,1372385,0.0,0.0
2022-05-02 00:00:00+00:00,,,,0.0,1499001,0.0,0.0
2022-05-03 00:00:00+00:00,,,,0.0,1641885,0.0,0.0
2022-05-04 00:00:00+00:00,,,,0.0,1302021,0.0,0.0
2022-05-05 00:00:00+00:00,,,,0.0,1415471,0.0,0.0
2022-05-06 00:00:00+00:00,,,,0.0,1482541,0.0,0.0
2022-05-07 00:00:00+00:00,,,,0.0,997004,0.0,0.0
2022-05-08 00:00:00+00:00,,,,0.0,1143561,0.0,0.0
2022-05-09 00:00:00+00:00,,,,0.0,1082269,0.0,0.0
2022-05-10 00:00:00+00:00,,,,0.0,2295638,0.0,0.0
2022-05-11 00:00:00+00:00,,,,0.0,2096659,0.0,0.0
2022-05-12 00:00:00+00:00,,,,0.0,1187110,0.0,0.0
2022-05-13 00:00:00+00:00,,,,0.0,893765,0.0,0.0
2022-05-14 00:00:00+00:00,,,,0.0,729046,0.0,0.0
2022-05-15 00:00:00+00:00,,,,0.0,1843681,0.0,0.0
2022-05-16 00:00:00+00:00,,,,0.0,1676545,0.0,0.0
2022-05-17 00:00:00+00:00,,,,0.0,1589552,0.0,0.0
2022-05-18 00:00:00+00:00,,,,0.0,1599191,0.0,0.0
2022-05-19 00:00:00+00:00,,,,0.0,897143,0.0,0.0
2022-05-20 00:00:00+00:00,,,,0.0,972990,0.0,0.0
2022-05-21 00:00:00+00:00,,,,0.0,883002,0.0,0.0
2022-05-22 00:00:00+00:00,,,,0.0,607639,0.0,0.0
2022-05-23 00:00:00+00:00,,,,0.0,7995809,0.0,0.0
2022-05-24 00:00:00+00:00,,,,0.0,14325379,0.0,0.0
2022-05-25 00:00:00+00:00,,,,0.0,14934498,0.0,0.0
2022-05-26 00:00:00+00:00,,,,0.0,14550942,0.0,0.0
2022-05-27 00:00:00+00:00,,,,0.0,9000618,0.0,0.0
2022-05-28 00:00:00+00:00,,,,0.0,10170668,0.0,0.0
2022-05-29 00:00:00+00:00,,,,0.0,10851035,0.0,0.0
2022-05-30 00:00:00+00:00,,,,0.0,6409731,0.0,0.0
2022-05-31 00:00:00+00:00,,,,0.0,5432299,0.0,0.0
2022-06-01 00:00:00+00:00,,,,0.0,4420482,0.0,0.0
2022-06-02 00:00:00+00:00,,,,0.0,2730865,0.0,0.0
2022-06-03 00:00:00+00:00,,,,0.0,1741470,0.0,0.0
