,K,Alpha,Tau,MSE
0,6,250,0.3,0.0034620212754018437
1,7,250,0.3,0.0034620993122237947
2,9,500,0.3,0.0034621139993847704
3,7,250,0.25,0.0034621485019978317
4,7,250,0.2,0.0034622380535422265
5,10,750,0.3,0.003462287892808342
6,7,250,0.15,0.003462432412954123
7,10,500,0.3,0.00346248505538516
8,10,500,0.25,0.0034626797693269548
9,7,250,0.1,0.0034629673075416206
10,10,500,0.2,0.0034630244005897084
11,11,500,0.3,0.0034637618857794087
12,10,500,0.15,0.0034637625637650876
13,11,750,0.3,0.003463981659644138
14,11,500,0.25,0.003464324933222847
15,14,500,0.3,0.003464378848449447
16,13,500,0.3,0.0034645609451201998
17,15,500,0.3,0.00346456357921348
18,11,750,0.25,0.003464803047106698
19,8,250,0.3,0.0034650896420482555
20,11,500,0.2,0.0034653018332396366
21,9,250,0.3,0.0034653184618908773
22,14,500,0.25,0.003465439480775984
23,13,500,0.25,0.0034655942972171123
24,15,500,0.25,0.0034657057310112016
25,10,250,0.3,0.003465824381358074
26,11,1000,0.3,0.003466060377830188
27,11,750,0.2,0.0034663063988658624
28,8,250,0.25,0.003466334246738741
29,9,250,0.25,0.003466372480457778
30,10,250,0.25,0.003467139819917406
31,11,500,0.15,0.0034672979928602565
32,14,500,0.2,0.003467394621111482
33,13,500,0.2,0.0034674596989633538
34,15,500,0.2,0.0034678101505349656
35,9,250,0.2,0.0034680317274334025
36,11,1000,0.25,0.0034681054392100338
37,8,250,0.2,0.003468601731073283
38,10,250,0.2,0.0034693884663484255
39,10,500,0.1,0.003470002135816017
40,9,250,0.15,0.003470741808137676
41,13,500,0.15,0.0034714308222959906
42,14,500,0.15,0.0034716284748131784
43,15,500,0.15,0.003472357112829003
44,8,250,0.15,0.003473531496783678
45,12,250,0.3,0.0034735335265758988
46,10,250,0.15,0.003473931154441671
47,9,250,0.1,0.0034744696164028845
48,11,500,0.1,0.003475118223084306
49,11,750,0.15,0.003476568180809571
50,12,500,0.25,0.003476834472335577
51,10,750,0.25,0.003477185580051109
52,13,250,0.3,0.00347828119105671
53,12,250,0.25,0.003478301505436455
54,13,500,0.1,0.0034833460850896606
55,14,500,0.1,0.003483863713286854
56,15,500,0.1,0.0034853327932093895
57,13,250,0.25,0.0034856474611994013
58,8,250,0.1,0.0034865313801958346
59,10,250,0.1,0.0034868564664873375
60,12,250,0.2,0.003487001418423539
61,9,500,0.25,0.0034916496636677443
62,11,250,0.3,0.003491974707843276
63,11,250,0.25,0.003499611504360371
64,13,250,0.2,0.0034997084250243337
65,15,1500,0.3,0.0035038086259953877
66,15,1250,0.3,0.0035043571580248524
67,12,250,0.15,0.003506033850436304
68,11,250,0.2,0.0035117118687102928
69,12,750,0.3,0.0035134348473255536
70,13,250,0.15,0.003532460226097229
71,11,250,0.15,0.003534304456858786
72,14,500,0.05,0.0035531513911018454
73,12,750,0.25,0.003561550107362856
74,15,500,0.05,0.003561995780886118
75,12,250,0.1,0.003565891811034237
76,12,500,0.3,0.003571278464567317
77,12,500,0.1,0.003597471931022256
78,15,1250,0.25,0.0035976543101533154
79,11,250,0.1,0.003600973383128119
80,13,500,0.05,0.003610351622353396
81,13,750,0.3,0.003628178979635311
82,10,250,0.05,0.003630989914888508
83,13,250,0.1,0.0036451673381569
84,8,250,0.05,0.0036454646396997404
85,9,250,0.05,0.003678206279755346
86,12,750,0.2,0.003687826857822531
87,12,500,0.2,0.0037325140088808827
88,15,1250,0.2,0.003742090272447777
89,13,750,0.25,0.0037453544468119587
90,14,750,0.3,0.00379451560674527
91,6,250,0.25,0.0038160128905781257
92,15,250,0.3,0.003967987304418145
93,14,750,0.25,0.0039692361083192755
94,13,750,0.2,0.003992393924688541
95,15,750,0.3,0.004016624001005775
96,12,750,0.15,0.004030580968915236
97,15,250,0.25,0.004090220637859261
98,12,250,0.05,0.004119638028341615
99,15,250,0.2,0.004269886506125976
100,15,750,0.25,0.004295033302425338
101,14,750,0.2,0.004297901504168355
102,10,500,0.05,0.0043910972068477066
103,7,250,0.05,0.004465891350220353
104,11,250,0.05,0.004497877991366669
105,14,250,0.3,0.004517559250286238
106,13,750,0.15,0.0045693545668812376
107,15,250,0.15,0.00457655083434599
108,13,250,0.05,0.004650929899088918
109,14,1250,0.3,0.004810976039576684
110,15,750,0.2,0.004813149870770027
111,12,500,0.05,0.00484661603079025
112,12,750,0.1,0.004932676942944154
113,14,750,0.15,0.005006368069371235
114,14,250,0.25,0.005011998301925006
115,15,250,0.1,0.005295720290341906
116,8,500,0.3,0.0054361719953279685
117,14,250,0.2,0.00579903100935073
118,15,750,0.15,0.005925855721243449
119,13,750,0.1,0.0063718141124084375
120,12,1250,0.3,0.006712366198022476
121,14,750,0.1,0.006979500102520174
122,14,250,0.15,0.007058934484412947
123,14,1000,0.3,0.007421320611971663
124,15,1250,0.1,0.007782786721720309
125,12,500,0.15,0.00799124551281701
126,15,250,0.05,0.008520626559243474
127,15,750,0.1,0.009033490253697204
128,14,250,0.1,0.009165501372828372
129,12,750,0.05,0.009432031351366707
130,14,1000,0.25,0.009513597845892062
131,13,1000,0.3,0.01095734626193666
132,11,500,0.05,0.011544064725286154
133,13,1000,0.25,0.01301281199729598
134,15,1250,0.15,0.013116932015463144
135,15,1750,0.3,0.013595119258868051
136,11,1250,0.3,0.013981098160181935
137,14,250,0.05,0.014207069407886021
138,14,1250,0.25,0.014393818120307857
139,14,1500,0.3,0.014704453981215098
140,12,1000,0.3,0.015097313179773489
141,13,750,0.05,0.01516861183219401
142,14,1000,0.2,0.016520521437195394
143,14,750,0.05,0.0171163029077631
144,12,1000,0.25,0.01999703953050464
145,9,500,0.15,0.02275879734577077
146,14,1500,0.2,0.02372980141287908
147,13,1250,0.2,0.02430130276861854
148,15,750,0.05,0.024635395825794056
149,13,1250,0.3,0.025357009287658872
150,15,1500,0.25,0.025368045428704238
151,12,1000,0.2,0.025683450045772133
152,15,1250,0.05,0.026973757845887313
153,13,1000,0.2,0.028822175034394645
154,9,500,0.2,0.029065995632371413
155,11,1000,0.2,0.02985832490445847
156,11,750,0.05,0.030118958823643266
157,13,1250,0.1,0.03066428415454183
158,12,1250,0.25,0.03193507666587002
159,14,1500,0.25,0.03235053568479951
160,15,2250,0.2,0.03239328591116312
161,15,1500,0.05,0.032793561965160936
162,14,1750,0.25,0.03467133617136697
163,13,1250,0.15,0.037219548343726025
164,12,1000,0.15,0.0373679369821002
165,10,750,0.2,0.03829607687837448
166,11,1000,0.1,0.04030756317721188
167,15,1500,0.15,0.04118481294977454
168,14,1250,0.1,0.04172492810000601
169,13,1000,0.15,0.04188153672159431
170,15,2000,0.3,0.042372625485008794
171,14,1250,0.2,0.042490891139659606
172,11,1000,0.15,0.04318524354784567
173,15,1500,0.1,0.04364787928367302
174,15,2000,0.15,0.05311875237697327
175,15,250,0.0,0.053970220294308716
176,15,1750,0.25,0.05429413811478591
177,15,1000,0.1,0.054873744892123336
178,15,1750,0.15,0.05540042980493413
179,10,750,0.15,0.05571389311728824
180,15,1000,0.05,0.05922832341970108
181,6,250,0.1,0.06141544617419331
182,15,1750,0.1,0.06387408863770076
183,15,3000,0.3,0.06396358609379003
184,15,1000,0.15,0.06457917846706733
185,12,1250,0.2,0.0653816193436655
186,14,250,0.0,0.06572956600945676
187,14,2500,0.3,0.06582425291095739
188,8,750,0.3,0.06750988170346849
189,14,1250,0.15,0.07155998818217085
190,9,1000,0.3,0.07530570350545718
191,13,1500,0.3,0.07762416960041084
192,14,1000,0.15,0.07871259764792661
193,8,500,0.25,0.08139876766566576
194,13,250,0.0,0.08141096855564076
195,15,1500,0.2,0.0814769336258945
196,15,1000,0.2,0.08251086206315258
197,15,2000,0.2,0.0841206826140906
198,15,1000,0.3,0.08537198281110753
199,14,1000,0.05,0.08902667107702474
200,12,250,0.0,0.09399791295922946
