TIMESTAMP,MINDS34955_OPEN_PRICE_USD,MINDS34955_HIGH_PRICE_USD,MINDS34955_LOW_PRICE_USD,MINDS34955_CLOSE_PRICE_USD,MINDS34955_VOLUME_USD,MINDS34955_DIVIDENDS_USD,MINDS34955_STOCK_SPLITS_USD
2025-04-02 00:00:00+00:00,2.700000004551839e-05,2.8000000384054147e-05,2.499999936844688e-05,2.499999936844688e-05,863,0.0,0.0
2025-04-03 00:00:00+00:00,2.499999936844688e-05,2.9999999242136255e-05,2.499999936844688e-05,2.5999999706982635e-05,99,0.0,0.0
2025-04-04 00:00:00+00:00,2.5999999706982635e-05,2.5999999706982635e-05,2.300000051036477e-05,2.499999936844688e-05,109,0.0,0.0
2025-04-05 00:00:00+00:00,2.499999936844688e-05,2.5999999706982635e-05,2.4000000848900527e-05,2.499999936844688e-05,124,0.0,0.0
2025-04-06 00:00:00+00:00,2.499999936844688e-05,0.00014400000509340316,2.499999936844688e-05,2.9999999242136255e-05,14,0.0,0.0
2025-04-07 00:00:00+00:00,2.9999999242136255e-05,2.9999999242136255e-05,2.9999999242136255e-05,2.9999999242136255e-05,14,0.0,0.0
2025-04-08 00:00:00+00:00,2.9999999242136255e-05,2.9999999242136255e-05,1.9999999494757503e-05,1.9999999494757503e-05,46,0.0,0.0
2025-04-09 00:00:00+00:00,1.9999999494757503e-05,1.9999999494757503e-05,9.999999747378752e-06,1.9999999494757503e-05,59,0.0,0.0
2025-04-10 00:00:00+00:00,1.9999999494757503e-05,1.9999999494757503e-05,1.9999999494757503e-05,1.9999999494757503e-05,45,0.0,0.0
2025-04-11 00:00:00+00:00,1.9999999494757503e-05,1.9999999494757503e-05,1.9999999494757503e-05,1.9999999494757503e-05,18,0.0,0.0
2025-04-12 00:00:00+00:00,1.9999999494757503e-05,1.9999999494757503e-05,1.9999999494757503e-05,1.9999999494757503e-05,18,0.0,0.0
2025-04-13 00:00:00+00:00,1.9999999494757503e-05,1.9999999494757503e-05,1.9999999494757503e-05,1.9999999494757503e-05,18,0.0,0.0
2025-05-05 00:00:00+00:00,0.0021329999435693026,0.0022460001055151224,0.0020469999872148037,0.002133999951183796,31837,0.0,0.0
2025-05-06 00:00:00+00:00,0.002133999951183796,0.0027119999285787344,0.0020940001122653484,0.0023300000466406345,0,0.0,0.0
2025-05-07 00:00:00+00:00,0.0023300000466406345,0.0027570000384002924,0.0022060000337660313,0.0025820001028478146,65670,0.0,0.0
2025-05-08 00:00:00+00:00,0.0025820001028478146,0.0027620000764727592,0.002131999935954809,0.0023640000727027655,111661,0.0,0.0
2025-05-09 00:00:00+00:00,0.0023640000727027655,0.0025049999821931124,0.002188999904319644,0.0022509999107569456,24193,0.0,0.0
2025-05-10 00:00:00+00:00,0.0022509999107569456,0.0023320000618696213,0.0020890000741928816,0.002176000038161874,21600,0.0,0.0
