TIMESTAMP,RONDA_OPEN_PRICE_USD,RONDA_HIGH_PRICE_USD,RONDA_LOW_PRICE_USD,RONDA_CLOSE_PRICE_USD,RONDA_VOLUME_USD,RONDA_DIVIDENDS_USD,RONDA_STOCK_SPLITS_USD
2024-12-18 00:00:00+00:00,0.0001429999974789098,0.00020399999630171806,0.00014099999680183828,0.00017299999308306724,93185,0.0,0.0
2024-12-19 00:00:00+00:00,0.00017299999308306724,0.00022499999613501132,0.0001429999974789098,0.00019200000679120421,147317,0.0,0.0
2024-12-20 00:00:00+00:00,0.00019200000679120421,0.00019200000679120421,0.00012399999832268804,0.00019200000679120421,65459,0.0,0.0
2024-12-21 00:00:00+00:00,0.00019200000679120421,0.00022000000171829015,0.0001880000054370612,0.00020399999630171806,90717,0.0,0.0
2024-12-22 00:00:00+00:00,0.00020399999630171806,0.0002229999954579398,0.0001900000061141327,0.00019700000120792538,48741,0.0,0.0
2024-12-23 00:00:00+00:00,0.00019700000120792538,0.0001990000018849969,0.00018200000340584666,0.00019099999917671084,18006,0.0,0.0
2024-12-24 00:00:00+00:00,0.00019099999917671084,0.000195999993593432,0.0001539999939268455,0.0001939999929163605,52118,0.0,0.0
2024-12-25 00:00:00+00:00,0.0001939999929163605,0.0001939999929163605,0.0001429999974789098,0.0001429999974789098,40019,0.0,0.0
2024-12-26 00:00:00+00:00,0.0001429999974789098,0.00015199999324977398,0.0001340000017080456,0.00014899999951012433,26830,0.0,0.0
2024-12-27 00:00:00+00:00,0.00014899999951012433,0.00014899999951012433,0.0001289999927394092,0.0001340000017080456,25165,0.0,0.0
2024-12-28 00:00:00+00:00,0.0001340000017080456,0.00015300000086426735,0.00012399999832268804,0.00014800000644754618,31780,0.0,0.0
2024-12-29 00:00:00+00:00,0.00014800000644754618,0.0001610000035725534,0.00013899999612476677,0.00014099999680183828,20922,0.0,0.0
2024-12-30 00:00:00+00:00,0.00014099999680183828,0.00014600000577047467,0.00012199999764561653,0.0001320000010309741,20077,0.0,0.0
2024-12-31 00:00:00+00:00,0.0001320000010309741,0.0001320000010309741,0.00011300000187475234,0.00012199999764561653,27573,0.0,0.0
2025-01-01 00:00:00+00:00,0.00012199999764561653,0.00013000000035390258,0.00011999999696854502,0.00013000000035390258,14217,0.0,0.0
2025-01-02 00:00:00+00:00,0.00013000000035390258,0.00013099999341648072,0.00011600000289035961,0.00011600000289035961,15457,0.0,0.0
2025-01-03 00:00:00+00:00,0.00011600000289035961,0.00014000000373926014,0.00011300000187475234,0.00013899999612476677,22309,0.0,0.0
2025-01-04 00:00:00+00:00,0.00013899999612476677,0.00015199999324977398,0.00013000000035390258,0.00013299999409355223,35094,0.0,0.0
2025-01-05 00:00:00+00:00,0.00013299999409355223,0.00013299999409355223,0.00010599999950500205,0.00010699999984353781,27593,0.0,0.0
2025-01-06 00:00:00+00:00,0.00010699999984353781,0.00011100000119768083,9.7999996796716e-05,0.00010399999882793054,16462,0.0,0.0
2025-01-07 00:00:00+00:00,0.00010299999848939478,0.00011000000085914508,7.699999696342275e-05,7.79999973019585e-05,25552,0.0,0.0
