TIMESTAMP,BUFFI_OPEN_PRICE_USD,BUFFI_HIGH_PRICE_USD,BUFFI_LOW_PRICE_USD,BUFFI_CLOSE_PRICE_USD,BUFFI_VOLUME_USD,BUFFI_DIVIDENDS_USD,BUFFI_STOCK_SPLITS_USD
2024-08-24 00:00:00+00:00,7.999999979801942e-06,9.999999747378752e-06,3.999999989900971e-06,6.000000212225132e-06,4663723,0.0,0.0
2024-08-25 00:00:00+00:00,6.000000212225132e-06,1.2000000424450263e-05,6.000000212225132e-06,7.999999979801942e-06,3489213,0.0,0.0
2024-08-26 00:00:00+00:00,7.999999979801942e-06,1.1000000085914508e-05,3.999999989900971e-06,3.999999989900971e-06,2575103,0.0,0.0
2024-08-27 00:00:00+00:00,3.999999989900971e-06,7.000000096013537e-06,3.000000106112566e-06,3.000000106112566e-06,1448955,0.0,0.0
2024-08-28 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,9.999999974752427e-07,1.9999999949504854e-06,1013950,0.0,0.0
2024-08-29 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,852329,0.0,0.0
2024-08-30 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,441526,0.0,0.0
2024-08-31 00:00:00+00:00,9.999999974752427e-07,3.000000106112566e-06,9.999999974752427e-07,1.9999999949504854e-06,730312,0.0,0.0
2024-09-01 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,684549,0.0,0.0
2024-09-02 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,392959,0.0,0.0
2024-09-03 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,270260,0.0,0.0
2024-09-04 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,258085,0.0,0.0
2024-09-05 00:00:00+00:00,,,,0.0,243827,0.0,0.0
2024-09-06 00:00:00+00:00,,,,0.0,271691,0.0,0.0
2024-09-07 00:00:00+00:00,,,,0.0,167800,0.0,0.0
2024-09-08 00:00:00+00:00,,,,0.0,156933,0.0,0.0
2024-09-09 00:00:00+00:00,,,,0.0,140453,0.0,0.0
2024-09-10 00:00:00+00:00,,,,0.0,145679,0.0,0.0
2024-09-11 00:00:00+00:00,,,,0.0,126116,0.0,0.0
2024-09-12 00:00:00+00:00,,,,0.0,160194,0.0,0.0
2024-09-13 00:00:00+00:00,,,,0.0,92903,0.0,0.0
2024-09-14 00:00:00+00:00,,,,0.0,120737,0.0,0.0
2024-09-15 00:00:00+00:00,,,,0.0,125255,0.0,0.0
2024-09-16 00:00:00+00:00,,,,0.0,213370,0.0,0.0
2024-09-17 00:00:00+00:00,,,,0.0,81460,0.0,0.0
2024-09-18 00:00:00+00:00,,,,0.0,137832,0.0,0.0
2024-09-19 00:00:00+00:00,,,,0.0,137197,0.0,0.0
2024-09-20 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,557925,0.0,0.0
2024-09-21 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,301423,0.0,0.0
2024-09-22 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,214073,0.0,0.0
2024-09-23 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,172583,0.0,0.0
2024-09-24 00:00:00+00:00,,,,0.0,167723,0.0,0.0
2024-09-25 00:00:00+00:00,,,,0.0,122305,0.0,0.0
2024-09-26 00:00:00+00:00,,,,0.0,92607,0.0,0.0
2024-09-27 00:00:00+00:00,,,,0.0,132478,0.0,0.0
2024-09-28 00:00:00+00:00,,,,0.0,198736,0.0,0.0
2024-09-29 00:00:00+00:00,,,,0.0,138349,0.0,0.0
