TIMESTAMP,SONG_OPEN_PRICE_USD,SONG_HIGH_PRICE_USD,SONG_LOW_PRICE_USD,SONG_CLOSE_PRICE_USD,SONG_VOLUME_USD,SONG_DIVIDENDS_USD,SONG_STOCK_SPLITS_USD
2017-11-09 00:00:00+00:00,0.0009590000263415277,0.0011810000287368894,0.0008769999840296805,0.0011020000092685223,239,0.0,0.0
2017-11-10 00:00:00+00:00,0.001101000001654029,0.0011269999668002129,0.0006719999946653843,0.0007169999880716205,44,0.0,0.0
2017-11-11 00:00:00+00:00,0.0007130000158213079,0.0011909999884665012,0.0007130000158213079,0.001075000036507845,214,0.0,0.0
2017-11-12 00:00:00+00:00,0.001075000036507845,0.0010819999733939767,0.000590000010561198,0.0006070000235922635,9,0.0,0.0
2017-11-13 00:00:00+00:00,0.0006070000235922635,0.0006600000197067857,0.0004980000085197389,0.000514000013936311,201,0.0,0.0
2017-11-14 00:00:00+00:00,0.000514000013936311,0.0006600000197067857,0.000514000013936311,0.0006210000137798488,103,0.0,0.0
2017-11-15 00:00:00+00:00,0.0006270000012591481,0.0009869999485090375,0.0006200000061653554,0.0009430000209249556,26,0.0,0.0
2017-11-16 00:00:00+00:00,0.000944000028539449,0.0009529999806545675,0.0005729999975301325,0.0006880000000819564,8,0.0,0.0
2017-11-17 00:00:00+00:00,0.0006830000202171504,0.000691999972332269,0.000590000010561198,0.000590000010561198,7,0.0,0.0
2017-11-18 00:00:00+00:00,0.0005879999953322113,0.0008709999965503812,0.0005520000122487545,0.0005729999975301325,24,0.0,0.0
2017-11-19 00:00:00+00:00,0.0005719999899156392,0.0010600000387057662,0.0005639999872073531,0.0009629999985918403,24,0.0,0.0
2017-11-20 00:00:00+00:00,0.0009629999985918403,0.0009919999865815043,0.0005249999812804163,0.000582000007852912,19,0.0,0.0
2017-11-21 00:00:00+00:00,0.0005810000002384186,0.0006249999860301614,0.0005469999741762877,0.0005590000073425472,4,0.0,0.0
2017-11-22 00:00:00+00:00,0.0005590000073425472,0.0008800000068731606,0.0005419999943114817,0.0007559999939985573,57,0.0,0.0
2017-11-23 00:00:00+00:00,0.0007430000114254653,0.0008999999845400453,0.0007249999907799065,0.0007249999907799065,93,0.0,0.0
2017-11-24 00:00:00+00:00,0.0007159999804571271,0.0007730000070296228,0.0006699999794363976,0.0007159999804571271,41,0.0,0.0
2017-11-25 00:00:00+00:00,0.0007110000005923212,0.001538999960757792,0.0007089999853633344,0.0015079999575391412,1662,0.0,0.0
2017-11-26 00:00:00+00:00,0.0015030000358819962,0.0016250000335276127,0.0014059999957680702,0.0014639999717473984,657,0.0,0.0
2017-11-27 00:00:00+00:00,0.0014639999717473984,0.0015490000369027257,0.001319000031799078,0.001322000054642558,223,0.0,0.0
2017-11-28 00:00:00+00:00,0.0013249999610707164,0.0013409999664872885,0.0011630000080913305,0.001339999958872795,311,0.0,0.0
2017-11-29 00:00:00+00:00,0.0013429999817162752,0.0017340000486001372,0.0007009999826550484,0.0007029999978840351,81,0.0,0.0
2017-11-30 00:00:00+00:00,0.0007120000082068145,0.0013379999436438084,0.0007110000005923212,0.0012919999426230788,9,0.0,0.0
2017-12-01 00:00:00+00:00,0.001285000005736947,0.001395000028423965,0.0010460000485181808,0.0010890000266954303,95,0.0,0.0
2017-12-02 00:00:00+00:00,0.001088000019080937,0.0011230000527575612,0.0008430000161752105,0.0008619999862276018,162,0.0,0.0
2017-12-03 00:00:00+00:00,0.0008699999889358878,0.0009360000258311629,0.0007880000048317015,0.0008290000259876251,243,0.0,0.0
2017-12-04 00:00:00+00:00,0.0008340000058524311,0.0009399999980814755,0.0006639999919570982,0.0008410000009462237,597,0.0,0.0
2017-12-05 00:00:00+00:00,0.0008430000161752105,0.0014049999881535769,0.0008370000286959112,0.0013249999610707164,435,0.0,0.0
2017-12-06 00:00:00+00:00,0.0013119999784976244,0.0014769999543204904,0.0010890000266954303,0.0014430000446736813,62,0.0,0.0
