TIMESTAMP,BURRRD_OPEN_PRICE_USD,BURRRD_HIGH_PRICE_USD,BURRRD_LOW_PRICE_USD,BURRRD_CLOSE_PRICE_USD,BURRRD_VOLUME_USD,BURRRD_DIVIDENDS_USD,BURRRD_STOCK_SPLITS_USD
2024-01-11 00:00:00+00:00,,,,0.0,392656,0.0,0.0
2024-01-12 00:00:00+00:00,,,,0.0,133129,0.0,0.0
2024-01-13 00:00:00+00:00,,,,0.0,546677,0.0,0.0
2024-01-14 00:00:00+00:00,,,,0.0,511954,0.0,0.0
2024-01-15 00:00:00+00:00,,,,0.0,1320618,0.0,0.0
2024-01-16 00:00:00+00:00,,,,0.0,1096528,0.0,0.0
2024-01-17 00:00:00+00:00,,,,0.0,884149,0.0,0.0
2024-01-18 00:00:00+00:00,,,,0.0,1159001,0.0,0.0
2024-01-19 00:00:00+00:00,,,,0.0,1075586,0.0,0.0
2024-01-20 00:00:00+00:00,,,,0.0,1742970,0.0,0.0
2024-01-21 00:00:00+00:00,,,,0.0,826064,0.0,0.0
2024-01-22 00:00:00+00:00,,,,0.0,823181,0.0,0.0
2024-01-23 00:00:00+00:00,,,,0.0,510870,0.0,0.0
2024-01-24 00:00:00+00:00,,,,0.0,356070,0.0,0.0
2024-01-25 00:00:00+00:00,,,,0.0,309735,0.0,0.0
2024-01-26 00:00:00+00:00,,,,0.0,300050,0.0,0.0
2024-01-27 00:00:00+00:00,,,,0.0,125503,0.0,0.0
2024-01-28 00:00:00+00:00,,,,0.0,152651,0.0,0.0
2024-01-29 00:00:00+00:00,,,,0.0,254603,0.0,0.0
2024-01-30 00:00:00+00:00,,,,0.0,434453,0.0,0.0
2024-01-31 00:00:00+00:00,,,,0.0,196495,0.0,0.0
2024-02-01 00:00:00+00:00,,,,0.0,206952,0.0,0.0
2024-02-02 00:00:00+00:00,,,,0.0,195232,0.0,0.0
2024-02-03 00:00:00+00:00,,,,0.0,78718,0.0,0.0
2024-02-04 00:00:00+00:00,,,,0.0,38239,0.0,0.0
2024-02-05 00:00:00+00:00,,,,0.0,62681,0.0,0.0
2024-02-06 00:00:00+00:00,,,,0.0,63178,0.0,0.0
2024-02-07 00:00:00+00:00,,,,0.0,65787,0.0,0.0
2024-02-08 00:00:00+00:00,,,,0.0,102519,0.0,0.0
2024-02-09 00:00:00+00:00,,,,0.0,50966,0.0,0.0
2024-02-10 00:00:00+00:00,,,,0.0,62213,0.0,0.0
2024-02-11 00:00:00+00:00,,,,0.0,130866,0.0,0.0
2024-02-12 00:00:00+00:00,,,,0.0,113979,0.0,0.0
2024-02-13 00:00:00+00:00,,,,0.0,53052,0.0,0.0
2024-02-14 00:00:00+00:00,,,,0.0,131341,0.0,0.0
2024-02-15 00:00:00+00:00,,,,0.0,67736,0.0,0.0
2024-02-16 00:00:00+00:00,,,,0.0,56825,0.0,0.0
2024-02-17 00:00:00+00:00,,,,0.0,92004,0.0,0.0
2024-02-18 00:00:00+00:00,,,,0.0,45603,0.0,0.0
2024-02-19 00:00:00+00:00,,,,0.0,38830,0.0,0.0
2024-02-20 00:00:00+00:00,,,,0.0,28919,0.0,0.0
2024-02-21 00:00:00+00:00,,,,0.0,29974,0.0,0.0
2024-02-22 00:00:00+00:00,,,,0.0,34598,0.0,0.0
2024-02-23 00:00:00+00:00,,,,0.0,26821,0.0,0.0
2024-02-24 00:00:00+00:00,,,,0.0,42978,0.0,0.0
2024-02-25 00:00:00+00:00,,,,0.0,33522,0.0,0.0
2024-02-26 00:00:00+00:00,,,,0.0,30708,0.0,0.0
2024-02-27 00:00:00+00:00,,,,0.0,43316,0.0,0.0
2024-02-28 00:00:00+00:00,,,,0.0,92416,0.0,0.0
2024-02-29 00:00:00+00:00,,,,0.0,147374,0.0,0.0
2024-03-01 00:00:00+00:00,,,,0.0,89698,0.0,0.0
2024-03-02 00:00:00+00:00,,,,0.0,303203,0.0,0.0
2024-03-03 00:00:00+00:00,,,,0.0,439141,0.0,0.0
2024-03-04 00:00:00+00:00,,,,0.0,373754,0.0,0.0
2024-03-05 00:00:00+00:00,,,,0.0,202795,0.0,0.0
2024-03-06 00:00:00+00:00,,,,0.0,282807,0.0,0.0
2024-03-07 00:00:00+00:00,,,,0.0,456888,0.0,0.0
2024-03-08 00:00:00+00:00,,,,0.0,889490,0.0,0.0
2024-03-09 00:00:00+00:00,,,,0.0,988344,0.0,0.0
