TIMESTAMP,32_OPEN_PRICE_USD,32_HIGH_PRICE_USD,32_LOW_PRICE_USD,32_CLOSE_PRICE_USD,32_VOLUME_USD,32_DIVIDENDS_USD,32_STOCK_SPLITS_USD
2025-03-21 00:00:00+00:00,4.8000001697801054e-05,4.8000001697801054e-05,4.8000001697801054e-05,4.8000001697801054e-05,1370849,0.0,0.0
2025-03-22 00:00:00+00:00,4.8000001697801054e-05,4.8000001697801054e-05,4.70000013592653e-05,4.70000013592653e-05,1412226,0.0,0.0
2025-03-23 00:00:00+00:00,4.70000013592653e-05,4.8000001697801054e-05,4.70000013592653e-05,4.70000013592653e-05,1343378,0.0,0.0
2025-03-24 00:00:00+00:00,4.70000013592653e-05,4.70000013592653e-05,4.70000013592653e-05,4.70000013592653e-05,1271012,0.0,0.0
2025-03-25 00:00:00+00:00,4.70000013592653e-05,4.70000013592653e-05,4.70000013592653e-05,4.70000013592653e-05,1412438,0.0,0.0
2025-03-26 00:00:00+00:00,4.70000013592653e-05,4.8000001697801054e-05,4.70000013592653e-05,4.8000001697801054e-05,1538415,0.0,0.0
2025-03-27 00:00:00+00:00,4.8000001697801054e-05,4.8000001697801054e-05,4.8000001697801054e-05,4.8000001697801054e-05,1664065,0.0,0.0
2025-03-28 00:00:00+00:00,4.8000001697801054e-05,4.8000001697801054e-05,4.8000001697801054e-05,4.8000001697801054e-05,1458275,0.0,0.0
2025-03-29 00:00:00+00:00,4.8000001697801054e-05,4.8000001697801054e-05,4.70000013592653e-05,4.70000013592653e-05,1498567,0.0,0.0
2025-03-30 00:00:00+00:00,4.70000013592653e-05,4.70000013592653e-05,4.600000102072954e-05,4.70000013592653e-05,1363170,0.0,0.0
2025-03-31 00:00:00+00:00,4.70000013592653e-05,4.70000013592653e-05,4.600000102072954e-05,4.600000102072954e-05,1275301,0.0,0.0
2025-04-01 00:00:00+00:00,4.600000102072954e-05,4.600000102072954e-05,4.600000102072954e-05,4.600000102072954e-05,1448203,0.0,0.0
