TIMESTAMP,MIXIE_OPEN_PRICE_USD,MIXIE_HIGH_PRICE_USD,MIXIE_LOW_PRICE_USD,MIXIE_CLOSE_PRICE_USD,MIXIE_VOLUME_USD,MIXIE_DIVIDENDS_USD,MIXIE_STOCK_SPLITS_USD
2025-05-22 00:00:00+00:00,0.004482999909669161,0.005654000211507082,0.004127999767661095,0.004364000167697668,297428,0.0,0.0
2025-05-23 00:00:00+00:00,0.004364000167697668,0.0062409997917711735,0.002213000087067485,0.00228599994443357,295637,0.0,0.0
2025-05-24 00:00:00+00:00,0.00228599994443357,0.005543999839574099,0.0020719999447464943,0.004428999964147806,1318148,0.0,0.0
2025-05-25 00:00:00+00:00,0.004428999964147806,0.00471699982881546,0.004011999815702438,0.0042039998807013035,2274382,0.0,0.0
2025-05-26 00:00:00+00:00,0.0042039998807013035,0.007823999971151352,0.0037010000087320805,0.00711200013756752,3489599,0.0,0.0
2025-05-27 00:00:00+00:00,0.007108000107109547,0.012020999565720558,0.005156000144779682,0.007292000111192465,3709217,0.0,0.0
2025-05-28 00:00:00+00:00,0.007292000111192465,0.009083000011742115,0.005874000024050474,0.006506999954581261,1659072,0.0,0.0
2025-05-29 00:00:00+00:00,0.006506999954581261,0.009132999926805496,0.0064050001092255116,0.006957000121474266,2580658,0.0,0.0
2025-05-30 00:00:00+00:00,0.006957000121474266,0.007323000114411116,0.006041999906301498,0.006624000146985054,5061485,0.0,0.0
2025-05-31 00:00:00+00:00,0.006624000146985054,0.010816000401973724,0.00608500000089407,0.007891999557614326,3514559,0.0,0.0
2025-06-01 00:00:00+00:00,0.007877222262322903,0.009278880432248116,0.006696346215903759,0.008020253852009773,1939715,0.0,0.0
