TIMESTAMP,DEEPSEEKR1_OPEN_PRICE_USD,DEEPSEEKR1_HIGH_PRICE_USD,DEEPSEEKR1_LOW_PRICE_USD,DEEPSEEKR1_CLOSE_PRICE_USD,DEEPSEEKR1_VOLUME_USD,DEEPSEEKR1_DIVIDENDS_USD,DEEPSEEKR1_STOCK_SPLITS_USD
2025-03-17 00:00:00+00:00,,,,0.0,9,0.0,0.0
2025-04-27 00:00:00+00:00,,,,0.0,39,0.0,0.0
2025-05-25 00:00:00+00:00,,,,0.0,7,0.0,0.0
2025-05-28 00:00:00+00:00,,,,0.0,305,0.0,0.0
2025-06-01 00:00:00+00:00,1.5878100158468744e-13,1.5878100158468744e-13,1.540339985553127e-13,1.5550635865807516e-13,4,0.0,0.0
