,Frequency,ADF TS,ADF P-Val.,ADF CV (1\%),ADF CV (5\%),ADF CV (10\%),ADF_Determination,KPSS TS,KPSS P-Val,KPSS CV (1\%),KPSS CV (2.5\%),KPSS CV (5\%),KPSS CV (10\%),KPSS_Determination
0,12_Hour,-2.293,0.174,-3.433,-2.863,-2.567,Non-Stationary,3.658,0.010,0.739,0.574,0.463,0.347,Non-Stationary
1,1_Day,-3.830,0.003,-3.434,-2.863,-2.568,Stationary,1.055,0.010,0.739,0.574,0.463,0.347,Non-Stationary
2,1_Hour,-2.544,0.105,-3.431,-2.862,-2.567,Non-Stationary,12.296,0.010,0.739,0.574,0.463,0.347,Non-Stationary
3,2_Hour,-2.564,0.101,-3.431,-2.862,-2.567,Non-Stationary,8.917,0.010,0.739,0.574,0.463,0.347,Non-Stationary
4,4_Hour,-2.590,0.095,-3.431,-2.862,-2.567,Non-Stationary,6.127,0.010,0.739,0.574,0.463,0.347,Non-Stationary
5,6_Hour,-2.657,0.082,-3.431,-2.862,-2.567,Non-Stationary,5.181,0.010,0.739,0.574,0.463,0.347,Non-Stationary
6,8_Hour,-2.574,0.099,-3.432,-2.862,-2.567,Non-Stationary,4.285,0.010,0.739,0.574,0.463,0.347,Non-Stationary
