TIMESTAMP,MARVIN33203_OPEN_PRICE_USD,MARVIN33203_HIGH_PRICE_USD,MARVIN33203_LOW_PRICE_USD,MARVIN33203_CLOSE_PRICE_USD,MARVIN33203_VOLUME_USD,MARVIN33203_DIVIDENDS_USD,MARVIN33203_STOCK_SPLITS_USD
2024-09-27 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,6.000000212225132e-06,7.000000096013537e-06,547899,0.0,0.0
2024-09-28 00:00:00+00:00,7.000000096013537e-06,1.700000029813964e-05,7.000000096013537e-06,1.4000000192027073e-05,1351652,0.0,0.0
2024-09-29 00:00:00+00:00,1.4000000192027073e-05,1.700000029813964e-05,9.000000318337698e-06,1.2000000424450263e-05,710453,0.0,0.0
2024-09-30 00:00:00+00:00,1.2000000424450263e-05,1.5999999959603883e-05,1.1000000085914508e-05,1.2999999853491317e-05,285458,0.0,0.0
2024-10-01 00:00:00+00:00,1.2999999853491317e-05,1.4999999621068127e-05,9.999999747378752e-06,9.999999747378752e-06,239063,0.0,0.0
2024-10-02 00:00:00+00:00,9.999999747378752e-06,1.2000000424450263e-05,9.999999747378752e-06,1.1000000085914508e-05,97646,0.0,0.0
2024-10-03 00:00:00+00:00,1.1000000085914508e-05,1.4000000192027073e-05,7.999999979801942e-06,1.2999999853491317e-05,514709,0.0,0.0
2024-10-04 00:00:00+00:00,1.2999999853491317e-05,1.4999999621068127e-05,1.1000000085914508e-05,1.2000000424450263e-05,303542,0.0,0.0
2024-10-05 00:00:00+00:00,1.2000000424450263e-05,1.2999999853491317e-05,9.999999747378752e-06,9.999999747378752e-06,352507,0.0,0.0
2024-10-06 00:00:00+00:00,9.999999747378752e-06,1.1000000085914508e-05,4.999999873689376e-06,9.999999747378752e-06,376391,0.0,0.0
2024-10-07 00:00:00+00:00,9.999999747378752e-06,1.2999999853491317e-05,7.999999979801942e-06,9.000000318337698e-06,508369,0.0,0.0
2024-10-08 00:00:00+00:00,9.000000318337698e-06,1.1000000085914508e-05,9.000000318337698e-06,9.999999747378752e-06,221459,0.0,0.0
2024-10-09 00:00:00+00:00,9.999999747378752e-06,1.1000000085914508e-05,7.999999979801942e-06,1.1000000085914508e-05,170559,0.0,0.0
2024-10-10 00:00:00+00:00,1.1000000085914508e-05,1.700000029813964e-05,9.000000318337698e-06,1.2999999853491317e-05,848517,0.0,0.0
2024-10-11 00:00:00+00:00,1.2999999853491317e-05,1.4000000192027073e-05,9.999999747378752e-06,1.1000000085914508e-05,923915,0.0,0.0
2024-10-12 00:00:00+00:00,1.1000000085914508e-05,1.2000000424450263e-05,7.000000096013537e-06,9.000000318337698e-06,736006,0.0,0.0
2024-10-13 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,7.000000096013537e-06,9.000000318337698e-06,255829,0.0,0.0
2024-10-14 00:00:00+00:00,9.000000318337698e-06,1.2999999853491317e-05,9.000000318337698e-06,1.2000000424450263e-05,365828,0.0,0.0
2024-10-15 00:00:00+00:00,1.2000000424450263e-05,1.2000000424450263e-05,9.999999747378752e-06,1.1000000085914508e-05,227990,0.0,0.0
2024-10-16 00:00:00+00:00,1.1000000085914508e-05,1.2000000424450263e-05,9.999999747378752e-06,1.2000000424450263e-05,270286,0.0,0.0
2024-10-17 00:00:00+00:00,1.2000000424450263e-05,1.2000000424450263e-05,9.000000318337698e-06,9.000000318337698e-06,225754,0.0,0.0
2024-10-18 00:00:00+00:00,9.000000318337698e-06,9.999999747378752e-06,7.999999979801942e-06,7.999999979801942e-06,246706,0.0,0.0
2024-10-19 00:00:00+00:00,7.999999979801942e-06,9.000000318337698e-06,7.000000096013537e-06,7.999999979801942e-06,170411,0.0,0.0
2024-10-20 00:00:00+00:00,7.999999979801942e-06,1.1000000085914508e-05,7.999999979801942e-06,9.000000318337698e-06,196779,0.0,0.0
2024-10-21 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,7.999999979801942e-06,7.999999979801942e-06,140919,0.0,0.0
2024-10-22 00:00:00+00:00,7.999999979801942e-06,1.2000000424450263e-05,7.999999979801942e-06,9.000000318337698e-06,505769,0.0,0.0
2024-10-23 00:00:00+00:00,9.000000318337698e-06,9.999999747378752e-06,7.999999979801942e-06,9.000000318337698e-06,375260,0.0,0.0
2024-10-24 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,7.999999979801942e-06,7.999999979801942e-06,164613,0.0,0.0
2024-10-25 00:00:00+00:00,7.999999979801942e-06,9.000000318337698e-06,6.000000212225132e-06,7.000000096013537e-06,326354,0.0,0.0
2024-10-26 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,6.000000212225132e-06,7.000000096013537e-06,85414,0.0,0.0
2024-10-27 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,4.999999873689376e-06,6.000000212225132e-06,199472,0.0,0.0
2024-10-28 00:00:00+00:00,6.000000212225132e-06,7.000000096013537e-06,6.000000212225132e-06,7.000000096013537e-06,65741,0.0,0.0
2024-10-29 00:00:00+00:00,7.000000096013537e-06,9.000000318337698e-06,7.000000096013537e-06,7.999999979801942e-06,137744,0.0,0.0
2024-10-30 00:00:00+00:00,7.999999979801942e-06,9.000000318337698e-06,7.999999979801942e-06,7.999999979801942e-06,72749,0.0,0.0
2024-10-31 00:00:00+00:00,7.999999979801942e-06,9.999999747378752e-06,7.000000096013537e-06,7.999999979801942e-06,335964,0.0,0.0
2024-11-01 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,4.999999873689376e-06,6.000000212225132e-06,286323,0.0,0.0
2024-11-02 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,3.999999989900971e-06,3.999999989900971e-06,259986,0.0,0.0
2024-11-03 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.999999989900971e-06,4.999999873689376e-06,134377,0.0,0.0
2024-11-04 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.999999989900971e-06,3.999999989900971e-06,101619,0.0,0.0
2024-11-05 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.999999989900971e-06,3.999999989900971e-06,100820,0.0,0.0
2024-11-06 00:00:00+00:00,3.999999989900971e-06,6.000000212225132e-06,3.999999989900971e-06,4.999999873689376e-06,143473,0.0,0.0
2024-11-07 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.999999989900971e-06,3.999999989900971e-06,94000,0.0,0.0
2024-11-08 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.999999989900971e-06,4.999999873689376e-06,90364,0.0,0.0
2024-11-09 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.999999989900971e-06,3.999999989900971e-06,108514,0.0,0.0
2024-11-10 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.999999989900971e-06,4.999999873689376e-06,120908,0.0,0.0
2024-11-11 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.999999989900971e-06,4.999999873689376e-06,137790,0.0,0.0
2024-11-12 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.999999989900971e-06,3.999999989900971e-06,132359,0.0,0.0
2024-11-13 00:00:00+00:00,3.999999989900971e-06,7.000000096013537e-06,3.999999989900971e-06,7.000000096013537e-06,222682,0.0,0.0
2024-11-14 00:00:00+00:00,7.000000096013537e-06,1.1000000085914508e-05,6.000000212225132e-06,9.999999747378752e-06,528402,0.0,0.0
2024-11-15 00:00:00+00:00,9.999999747378752e-06,1.2999999853491317e-05,9.000000318337698e-06,1.1000000085914508e-05,832719,0.0,0.0
2024-11-16 00:00:00+00:00,1.1000000085914508e-05,1.9999999494757503e-05,1.1000000085914508e-05,1.8999999156221747e-05,1569440,0.0,0.0
2024-11-17 00:00:00+00:00,1.8999999156221747e-05,3.400000059627928e-05,1.4999999621068127e-05,2.9999999242136255e-05,2327263,0.0,0.0
2024-11-18 00:00:00+00:00,2.9999999242136255e-05,6.0999998822808266e-05,2.9000000722589903e-05,4.999999873689376e-05,3553713,0.0,0.0
2024-11-19 00:00:00+00:00,4.999999873689376e-05,4.999999873689376e-05,1.9999999494757503e-05,2.499999936844688e-05,2304338,0.0,0.0
2024-11-20 00:00:00+00:00,2.499999936844688e-05,3.199999991920777e-05,2.099999983329326e-05,2.300000051036477e-05,705990,0.0,0.0
2024-11-21 00:00:00+00:00,2.300000051036477e-05,2.8000000384054147e-05,2.099999983329326e-05,2.4000000848900527e-05,477674,0.0,0.0
2024-11-22 00:00:00+00:00,2.4000000848900527e-05,3.099999958067201e-05,2.300000051036477e-05,2.499999936844688e-05,534294,0.0,0.0
2024-11-23 00:00:00+00:00,2.499999936844688e-05,2.5999999706982635e-05,1.9999999494757503e-05,2.4000000848900527e-05,419773,0.0,0.0
2024-11-24 00:00:00+00:00,2.4000000848900527e-05,2.4000000848900527e-05,1.4000000192027073e-05,1.4000000192027073e-05,570592,0.0,0.0
2024-11-25 00:00:00+00:00,1.4000000192027073e-05,1.5999999959603883e-05,9.999999747378752e-06,1.4000000192027073e-05,537040,0.0,0.0
2024-11-26 00:00:00+00:00,1.4000000192027073e-05,1.700000029813964e-05,1.4000000192027073e-05,1.700000029813964e-05,274683,0.0,0.0
2024-11-27 00:00:00+00:00,1.700000029813964e-05,3.099999958067201e-05,1.700000029813964e-05,2.9000000722589903e-05,826513,0.0,0.0
2024-11-28 00:00:00+00:00,2.9000000722589903e-05,3.199999991920777e-05,2.5999999706982635e-05,2.8000000384054147e-05,568324,0.0,0.0
2024-11-29 00:00:00+00:00,2.8000000384054147e-05,3.099999958067201e-05,2.5999999706982635e-05,2.700000004551839e-05,399494,0.0,0.0
2024-11-30 00:00:00+00:00,2.700000004551839e-05,2.9999999242136255e-05,2.700000004551839e-05,2.9000000722589903e-05,242723,0.0,0.0
2024-12-01 00:00:00+00:00,2.9000000722589903e-05,4.199999966658652e-05,2.8000000384054147e-05,3.9999998989515007e-05,1046899,0.0,0.0
2024-12-02 00:00:00+00:00,3.9999998989515007e-05,4.8999998398358e-05,3.600000127335079e-05,4.600000102072954e-05,860649,0.0,0.0
2024-12-03 00:00:00+00:00,4.600000102072954e-05,4.600000102072954e-05,3.300000025774352e-05,3.7000001611886546e-05,591547,0.0,0.0
2024-12-04 00:00:00+00:00,3.7000001611886546e-05,3.9999998989515007e-05,3.600000127335079e-05,3.7999998312443495e-05,293766,0.0,0.0
2024-12-05 00:00:00+00:00,3.7999998312443495e-05,3.7999998312443495e-05,3.199999991920777e-05,3.400000059627928e-05,398847,0.0,0.0
2024-12-06 00:00:00+00:00,3.400000059627928e-05,4.5000000682193786e-05,2.9999999242136255e-05,4.3000000005122274e-05,1011848,0.0,0.0
2024-12-07 00:00:00+00:00,4.3000000005122274e-05,4.5000000682193786e-05,3.9999998989515007e-05,4.3000000005122274e-05,570695,0.0,0.0
2024-12-08 00:00:00+00:00,4.3000000005122274e-05,4.3000000005122274e-05,3.899999865097925e-05,4.099999932805076e-05,280443,0.0,0.0
2024-12-09 00:00:00+00:00,4.099999932805076e-05,4.199999966658652e-05,3.5000000934815034e-05,3.5000000934815034e-05,535094,0.0,0.0
2024-12-10 00:00:00+00:00,3.5000000934815034e-05,3.899999865097925e-05,3.099999958067201e-05,3.5000000934815034e-05,567852,0.0,0.0
2024-12-11 00:00:00+00:00,3.5000000934815034e-05,4.199999966658652e-05,3.400000059627928e-05,3.899999865097925e-05,369126,0.0,0.0
2024-12-12 00:00:00+00:00,3.899999865097925e-05,4.099999932805076e-05,3.7000001611886546e-05,4.099999932805076e-05,348527,0.0,0.0
2024-12-13 00:00:00+00:00,4.099999932805076e-05,4.099999932805076e-05,3.600000127335079e-05,3.7000001611886546e-05,275232,0.0,0.0
2024-12-14 00:00:00+00:00,3.7000001611886546e-05,3.7999998312443495e-05,3.400000059627928e-05,3.400000059627928e-05,181666,0.0,0.0
2024-12-15 00:00:00+00:00,3.400000059627928e-05,3.5000000934815034e-05,3.199999991920777e-05,3.400000059627928e-05,310257,0.0,0.0
2024-12-16 00:00:00+00:00,3.400000059627928e-05,3.400000059627928e-05,3.099999958067201e-05,3.199999991920777e-05,256370,0.0,0.0
