TIMESTAMP,NEROX_OPEN_PRICE_USD,NEROX_HIGH_PRICE_USD,NEROX_LOW_PRICE_USD,NEROX_CLOSE_PRICE_USD,NEROX_VOLUME_USD,NEROX_DIVIDENDS_USD,NEROX_STOCK_SPLITS_USD
2025-02-09 00:00:00+00:00,1.179311990737915,1.229423999786377,1.0551810264587402,1.1530959606170654,10295,0.0,0.0
2025-02-10 00:00:00+00:00,1.1530959606170654,1.2983109951019287,1.1530959606170654,1.263334035873413,16421,0.0,0.0
2025-02-11 00:00:00+00:00,1.263334035873413,1.2742849588394165,1.0839149951934814,1.0898640155792236,17642,0.0,0.0
2025-02-12 00:00:00+00:00,1.0898640155792236,1.2662140130996704,0.9231730103492737,1.2391599416732788,21711,0.0,0.0
2025-02-13 00:00:00+00:00,1.2391599416732788,1.2903640270233154,1.1570279598236084,1.230141043663025,19351,0.0,0.0
2025-02-14 00:00:00+00:00,1.230141043663025,1.230141043663025,1.1421489715576172,1.1970080137252808,23139,0.0,0.0
2025-02-15 00:00:00+00:00,1.1970080137252808,1.2694679498672485,1.1110399961471558,1.1251410245895386,22922,0.0,0.0
2025-02-16 00:00:00+00:00,1.1251410245895386,1.2683420181274414,0.9820579886436462,1.15106999874115,28514,0.0,0.0
2025-02-17 00:00:00+00:00,1.15106999874115,1.2241499423980713,0.8751490116119385,1.0169800519943237,21718,0.0,0.0
2025-02-18 00:00:00+00:00,1.0169800519943237,1.0528080463409424,0.8776569962501526,0.9654120206832886,24827,0.0,0.0
2025-02-19 00:00:00+00:00,0.9654120206832886,0.9760119915008545,0.8167930245399475,0.9469760060310364,22031,0.0,0.0
2025-02-20 00:00:00+00:00,0.9469760060310364,0.9859539866447449,0.8211259841918945,0.961230993270874,20019,0.0,0.0
2025-02-21 00:00:00+00:00,0.961230993270874,0.9889100193977356,0.8003280162811279,0.8016340136528015,18236,0.0,0.0
2025-02-22 00:00:00+00:00,0.8016340136528015,0.8518840074539185,0.7779830098152161,0.8311610221862793,19430,0.0,0.0
