,\textbf{O.C.},\textbf{Mean},\textbf{S.D.},\textbf{Min.},\textbf{5\%},\textbf{25\%},\textbf{Median},\textbf{75\%},\textbf{95\%},\textbf{Max.}
\emph{ETH}/\emph{USDT} OP,5388,1452.37,1225.04,83.67,136.25,275.05,1287.58,2358.91,3715.36,4807.98
\emph{ETH}/\emph{USDT} HP,5388,1482.14,1248.23,84.70,139.04,282.81,1311.01,2409.60,3793.52,4868.00
\emph{ETH}/\emph{USDT} LP,5388,1418.80,1198.40,81.79,133.28,266.16,1259.43,2300.06,3623.58,4753.46
\emph{ETH}/\emph{USDT} CP,5388,1452.93,1225.21,83.67,136.25,275.05,1287.78,2360.04,3715.36,4807.98
