,\textbf{O.C.},\textbf{Mean},\textbf{S.D.},\textbf{Min.},\textbf{5\%},\textbf{25\%},\textbf{Median},\textbf{75\%},\textbf{95\%},\textbf{Max.}
\emph{ETH}/\emph{USDT} OP,10776,1452.29,1224.84,82.81,136.38,274.60,1289.05,2357.57,3718.94,4839.12
\emph{ETH}/\emph{USDT} HP,10776,1473.13,1240.95,83.96,138.38,279.57,1306.99,2392.71,3770.66,4868.00
\emph{ETH}/\emph{USDT} LP,10776,1429.24,1206.65,81.79,134.39,268.31,1268.97,2314.17,3664.52,4776.37
\emph{ETH}/\emph{USDT} CP,10776,1452.57,1224.93,82.81,136.38,274.60,1289.62,2358.04,3718.94,4839.12
