Lag,BTC,LTC,XMR,XRP,ANT,ARK,BAT,BTS,DASH,DCR,DGB,DOGE,ETC,FIRO,GAS,GNO,KMD,LSK,LUNC,MIOTA,PIVX,QTUM,RLC,SC,STEEM,SYS,WAVES,XEM,XLM,ZEC,ZEN
1,0.17716739663432024,0.3244226769789093,0.3272047450774175,0.2582802133589126,0.3480764834174429,0.3626848718456907,0.26240207541763944,0.4639934232479582,0.37428579876227114,0.6072673323375736,0.3243327984484359,0.10334135404937242,0.09004349639884301,0.7348239226323345,0.35576017074127614,0.2273937088563528,0.155152576264123,0.3573716411347087,0.2380796708080054,0.3473017197743167,0.3319427878724056,0.18656509740065255,0.43424163247612857,0.3363190375834954,0.5636829743557427,0.7459597290319457,0.31800010628454756,0.0434145968536668,0.3228654450339439,0.32926374981075446,0.38474159415533066
2,0.32326123475247753,0.5894809518940294,0.36517622911503306,0.27906255805020513,0.4424230462679305,0.5364968014423964,0.34118489258601953,0.566184520796053,0.24686042200768238,0.6268749110176115,0.2458364351299158,0.17980886867642243,0.12564117361085164,0.5357221963665588,0.5046518048396527,0.4053476216198437,0.21271997630411832,0.34416934906303404,0.20877676061845418,0.4882234138291749,0.4881948926783683,0.3140550170210587,0.5636074012020209,0.2725032484425229,0.6603173743476425,0.6800055208850284,0.3208232173442196,0.06765187891903023,0.3997722527853106,0.31479538279625446,0.4592508628902914
3,0.3633752230773127,0.7176879217520317,0.35463754009303355,0.35881481743463284,0.5208163082708012,0.5773225029014575,0.36096806451770186,0.24099215732176965,0.34111478539792395,0.274437664786821,0.35944313410263273,0.24247911592554175,0.17766030684781547,0.15924739573659688,0.43085356800095886,0.27297003199100817,0.22982374220034973,0.35006270662132316,0.05879099105634122,0.5180754475078245,0.3605740526539197,0.4699421424264977,0.4732274919946097,0.379757477687647,0.7415502428780995,0.6749074167957654,0.3895446487687416,0.10645475681263568,0.5167702667471794,0.3716698417431225,0.5801806962501335
4,0.36119939964504744,0.692850358092284,0.1677068238293819,0.3356378491177537,0.6270110715951889,0.4693702079751086,0.40045990705180196,0.2914884474261896,0.2919483013531037,0.49177246052710066,0.27160612064618217,0.04367551476883154,0.038908807574074285,0.015812366863967114,0.4547104638544551,0.1537139628033397,0.175684523057558,0.25431824603881925,0.06816342944650225,0.5329756352431936,0.3769824173621077,0.4501366052933653,0.4279274085351618,0.22080403084223377,0.7082026438141579,0.647951105546277,0.2673682903501094,0.15961273103472104,0.5848113098044601,0.40299245663908356,0.5400214624341619
5,0.12353674377586907,0.6624941985988402,0.19874464902173306,0.4002866056535509,0.6897643427377066,0.469757589398119,0.5216081671356577,0.3301893331679739,0.36570031520621904,0.5105748313188228,0.34905573358886643,0.014075656841465257,0.05604108743352017,0.016001356039194205,0.3204930398949076,0.11403645047540689,0.11994250309362921,0.2446763024291785,0.12156482880393676,0.48684100030793254,0.4933463799446217,0.4934645183742742,0.45548830512271543,0.02856795688500539,0.7116322789430094,0.6804657117852635,0.37571627564696036,0.17335574797528883,0.6402902779992061,0.48915725307288654,0.5151031835752297
6,0.15336549147908532,0.5469626939263774,0.14963268787908418,0.441422020824939,0.7815546010081251,0.4707244907840973,0.45557805097098336,0.23459297824710942,0.3569690288567808,0.5534338133832459,0.3838027053435792,0.016509141423445412,0.05814858582179107,0.013930735852771105,0.22069744992527707,0.03525112624162783,0.11846003225433258,0.3094509934259589,0.23141899429364185,0.43856811340776913,0.5584725617384723,0.5024250633512628,0.4806755899289885,0.030466488275946772,0.6744612929487217,0.6801077181114743,0.27511202098219417,0.2006344420531848,0.5266864335401165,0.5627950083682713,0.44588657167157153
7,0.14203225505980652,0.5949668134278849,0.1480650717387631,0.38829984395876893,0.8322488098813143,0.4773600831675227,0.47169206944153025,0.19456614466839456,0.36304335607181104,0.5543717389108332,0.37524314816721793,0.027109371897020534,0.042441986100180226,0.011451398268678057,0.1614446986925727,0.043603104368671736,0.1476316785654865,0.3442237234950915,0.3891899864004606,0.45223126043969586,0.31575323221452084,0.4546702517515777,0.49342072426342753,0.04871353924072158,0.7051700246394821,0.5976101326526166,0.29176547711044243,0.17633091255803512,0.5985370888304158,0.6179965530389467,0.4426273702644678
8,0.1462089672467047,0.5643455940346023,0.16157733075518407,0.38714086565257533,0.7961436183770249,0.516513861245067,0.3466274490474802,0.22432306727522347,0.3715810547427014,0.5471839757113461,0.2784115081409182,0.04168629454410521,0.045163643607455624,0.007933861190944873,0.13778758834563934,0.0463666801063078,0.16975034900434627,0.3742054039642617,0.4642583290945538,0.5230092226445267,0.38632576896903653,0.4886390591212336,0.4748955255716922,0.05198950766881527,0.782911720111529,0.49112014498561074,0.3193007123677987,0.1790133955133809,0.6797615477205715,0.6495026331702702,0.3727377116340597
9,0.14516367425104032,0.3304247659170864,0.08888244358655237,0.13403298511371334,0.8076610529169722,0.5826531288128938,0.09688468242848623,0.25921951930331916,0.21226495885891866,0.43175278022354036,0.11197069406142252,0.027102155404173375,0.05464084333042787,0.0067917663487439064,0.14207222966729627,0.08585060146824045,0.2094700441004964,0.3773030602805161,0.5139113517105478,0.4765577218861683,0.45385881655158694,0.42012629216114317,0.40126845424866875,0.06068170509355256,0.7853307889591905,0.5439160413530779,0.39646315811323535,0.1614219358699402,0.416999864957489,0.41718581999366244,0.3569747908612954
10,0.1681348822416028,0.24595261991538467,0.10902232203442269,0.1690241159436761,0.5560519025821002,0.3572049639235418,0.11880974202337041,0.32108885628508244,0.21079144407259232,0.38693838959128024,0.09756456262468635,0.03264098297879739,0.06114751091256289,0.009452244358181842,0.17492997873233734,0.10045080886832874,0.2154788244130315,0.35902886470939244,0.5820010768154386,0.38831334647268695,0.3417488306564793,0.46368220366272983,0.413918899338654,0.06819490639357169,0.7797867041714723,0.5459915769929491,0.3836120784671063,0.1593805312967026,0.39418063188751296,0.44912464414549036,0.3809843284658735
11,0.19548944527905207,0.2610575451606899,0.1343084989208513,0.15190023937910582,0.5360454496799119,0.4833513405915249,0.14553691777327835,0.37078162216042504,0.1918484788913028,0.35235259872769814,0.0911443836767693,0.008539685936814645,0.08150247384890977,0.0050445945179639845,0.20234229141774726,0.11701429369352823,0.23803794002648063,0.33855327131653357,0.569532270804197,0.4460603528188765,0.37058325094194905,0.5316363945786573,0.22724709148644662,0.08154923559598104,0.7973479896648334,0.5935288432247319,0.3610703754833362,0.11190420318077768,0.41588288303590293,0.45484644031869115,0.4164394848340322
12,0.19456948491385948,0.2572042117342835,0.15478592491358106,0.1349338176578517,0.4855545399888984,0.5348712073155474,0.16362414641914122,0.3693324104370217,0.2313504007381112,0.3845771574294074,0.07629679085592118,0.013603184636960643,0.09375919134931876,0.003793732869906804,0.12840517968653525,0.12115439112300845,0.2671761350432115,0.3002282109182822,0.466348896130805,0.47115286426544645,0.26605798335483133,0.431125593315562,0.041382306398099124,0.07289136454284437,0.8064587170246676,0.6445396717539871,0.25238272182975335,0.11093967699462481,0.4606016168433919,0.4313645602522062,0.4556918425914986
13,0.21025841280125687,0.2753439169004882,0.17998134829650236,0.13995802393775225,0.43272687222543943,0.5676833500010721,0.18507023604640374,0.2944375840636022,0.18051430758803672,0.41673577394629624,0.08644215410617415,0.01982240138830866,0.1067370277539468,0.0008528357216327225,0.1597393481387072,0.09183500612724366,0.338359702905837,0.2890134745332442,0.5718755475617199,0.48560795214112773,0.26258705888755884,0.4901490186385955,0.019103101509745375,0.08104419866443757,0.6888870798403974,0.5871464980899688,0.31283259267970553,0.12175901782274014,0.5106413700268253,0.45835944633994885,0.3902806927067215
14,0.16726658119415708,0.2836612075533891,0.14555447726666354,0.1600780099501555,0.38241856336231717,0.6267565811175939,0.14776838595183045,0.3007710157193471,0.1897692692896648,0.40505337151727544,0.0822132756535971,0.0281122722366163,0.08702750640288165,0.0011222454787625875,0.1650572149229272,0.0871931770362428,0.37393251171903075,0.26793747306896426,0.4150314243394435,0.5058845222203995,0.3035720887951114,0.5296281975511427,0.016797778324041435,0.10666349681824729,0.5729787966180089,0.5872551689554472,0.27077958857452533,0.1446029658501624,0.5439649446656393,0.47922692792910265,0.40423883397796956
15,0.18559933128476366,0.31441809633315687,0.1636461685497011,0.18177050261248343,0.3998198982370055,0.6689179172586657,0.09092504502611622,0.3438609149354349,0.18986885642475052,0.4229756000415591,0.029507475180206032,0.04250960760027288,0.06447188552167983,0.0014253593796462538,0.20282606135573544,0.09222526059886665,0.3908242686598476,0.23834035126983893,0.47734340192417857,0.5568709051580131,0.3611465710409866,0.42455968988106296,0.0064570929364975,0.12530269082904183,0.5677629793567653,0.6242012517655356,0.28354465613783975,0.17109018997679787,0.529132758537959,0.3813685066476539,0.3350920424298558
16,0.13763690549335522,0.34498887964860087,0.1826762660095752,0.20972772184052066,0.41505427975267317,0.5991553830392864,0.10708327518852087,0.31908358897192834,0.22058150194045845,0.3003727186109546,0.03320975219610932,0.051624037488668194,0.03432703856154492,0.002563294679607469,0.24308646437026385,0.07756516967649948,0.3818466076160512,0.27471829035096,0.5182353207059632,0.45752628420203095,0.3491633036614045,0.2338245926444605,0.0069852601137142,0.11761559205135266,0.5713364353618176,0.5832854384097905,0.33801279727493017,0.19615336035699302,0.5241003827405778,0.4260438722681332,0.41023935338109896
17,0.07073100740606822,0.3858917688883523,0.11588222943250327,0.21706000214815985,0.47790534577147925,0.6002473240157394,0.11868358841084839,0.3830171251482126,0.22092892629703897,0.28090553577713795,0.041615654585870646,0.033305716434024954,0.03535225800206914,0.0032722733246040906,0.24302973275376874,0.03514936881937121,0.4243282075985187,0.28989460626769936,0.5228443483995493,0.4223930286199021,0.3369173749417529,0.2417582081250097,0.00597646982952959,0.11885303573976776,0.5198133865602877,0.5839910090909315,0.414453253015483,0.22041776518794262,0.4085816167735348,0.46221328484459706,0.38853191803395914
18,0.04699451150151458,0.4133577712373266,0.13331712239949478,0.21966244060031345,0.46522832528653896,0.6533734359566767,0.14155078975190905,0.34397778875048635,0.21143181346278236,0.22418054410224966,0.05455170167465039,0.04368025667701436,0.03754325711384329,0.005235051202535032,0.23249739730203456,0.034968358611446926,0.451694483564388,0.33099207880705295,0.4787996255599367,0.21502024794576863,0.19653229975808356,0.2752243176931975,0.006069921708870505,0.11818056146121589,0.44956913171875634,0.560370632072505,0.42216764778364196,0.1590575378073744,0.2725421650805721,0.4383405827203151,0.26265887441284114
19,0.04890892933900731,0.4449178958850162,0.1299914019169335,0.2289363794676215,0.5287662686754271,0.6179290768672887,0.1597711859528306,0.3800109832712876,0.17797897266461515,0.23520891391698132,0.07406122492329845,0.05396980995218615,0.0415255619428381,0.007176234526279533,0.23075803848656876,0.036842923958389874,0.44669118176089023,0.3513776998209623,0.5086835586479994,0.25558193030336546,0.2037258728793939,0.21016952486467697,0.0048035736592137186,0.12248556284865997,0.38743890037287204,0.5203473463595513,0.4084858737120991,0.18253824396689397,0.2980633171688287,0.39781489016931326,0.21595520300882512
20,0.056738727206473744,0.4140352314448438,0.10827532316172074,0.2607342362649598,0.5705680156108072,0.625686473948623,0.1734704991142188,0.40618147007065714,0.19535029512035562,0.25201910381124604,0.08800032851996983,0.021921931203408677,0.027023415442896583,0.00875798140914663,0.22891214427746326,0.043443209118388434,0.46210257176860625,0.30710672086618634,0.5285305880263478,0.2336629757227974,0.2042368441725567,0.21167108845842963,0.006899412368315056,0.08936939885827211,0.37328829172168715,0.5291739061080922,0.2295483368534098,0.1401545245476012,0.3137883543064317,0.39427213083657253,0.19877183469837476
21,0.05920969818271593,0.43106839665462804,0.12866962023855458,0.25865671952495245,0.5603291876347789,0.6563368527700405,0.19157227260561918,0.3534898526512277,0.23032095690831897,0.21577386784434535,0.06564349383075248,0.029751721405654605,0.03409479646688315,0.01067532153474336,0.2615040437348508,0.0428165689736897,0.49977523179444994,0.3078248615767277,0.5487818919356695,0.2643594144474331,0.23547339943598014,0.23605445166623076,0.009878840481185645,0.1040824895536795,0.3409860488839245,0.5472160703824389,0.23745857758266273,0.16099791063618987,0.3287590312941221,0.43523999190255025,0.2305436311432897
